Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
28.33,49.47,4.0028,26.27,25.4,4.1492
28.38,49.47,4.0059,26.19,25.4,4.1413
28.42,49.55,3.9805,26.27,25.4,4.1461
28.46,49.6,4.0012,26.27,25.4,4.1492
28.51,49.57,4.0075,26.19,25.4,4.1445
28.55,49.57,3.9996,26.42,25.4,4.1508
28.59,49.6,4.0012,26.35,25.4,4.1429
28.63,49.6,3.998,26.11,25.4,4.1508
28.67,49.65,4.0075,26.03,25.4,4.1492
28.72,49.62,3.9964,26.03,25.4,4.1461
28.76,49.62,4.0059,26.19,25.4,4.1445
28.81,49.62,3.9805,26.27,25.4,4.1445
28.85,49.65,3.998,26.19,25.4,4.1429
28.89,49.57,4.0043,26.03,25.4,4.1492
28.93,49.69,3.998,26.35,25.4,4.1445
28.97,49.62,3.9996,26.27,25.4,4.1476
29.02,49.67,3.9996,26.19,25.4,4.1445
29.06,49.62,4.0059,26.19,25.4,4.1476
29.1,49.65,4.0075,26.11,25.4,4.1413
29.16,49.65,3.9805,25.79,25.4,4.1445
29.21,49.72,3.9741,26.03,25.4,4.1461
29.25,49.67,4.0059,26.11,25.4,4.1492
29.3,49.65,4.0012,26.19,25.4,4.1492
29.34,49.6,4.0091,26.27,25.4,4.1524
29.38,49.65,4.0012,25.95,25.4,4.1461
29.42,49.67,4.0059,26.27,25.4,4.1508
29.46,49.67,4.0028,26.11,25.4,4.1476
29.51,49.62,4.0012,25.87,25.4,4.1508
29.55,49.6,3.9996,26.03,25.4,4.1461
29.6,49.65,3.9805,25.95,25.4,4.1461
29.64,49.62,4.0075,26.11,25.4,4.1492
29.68,49.62,3.998,26.11,25.4,4.1397
29.72,49.65,4.0043,26.11,25.4,4.1492
29.77,49.65,3.9996,26.11,25.4,4.1445
29.81,49.72,3.9964,26.03,25.4,4.1476
29.85,49.65,4.0043,26.03,25.4,4.1476
29.89,49.67,4.0043,26.03,25.4,4.1445
29.93,49.62,3.9996,26.11,25.4,4.1461
29.98,49.69,3.9805,26.03,25.4,4.1476
30.02,49.67,4.0012,26.19,25.4,4.1445
30.07,49.69,4.0043,26.11,25.3,4.1476
30.11,49.72,4.0028,25.87,25.4,4.1476
30.15,49.65,4.0075,26.27,25.4,4.1476
30.19,49.72,4.0012,25.79,25.3,4.1508
30.23,49.69,4.0091,26.11,25.4,4.1492
30.28,49.67,4.0043,25.95,25.4,4.1429
30.32,49.67,4.0043,25.79,25.3,4.1476
30.37,49.67,3.9789,25.87,25.4,4.1492
30.41,49.65,4.0075,25.95,25.4,4.1445
30.45,49.69,4.0012,25.87,25.3,4.1461
30.49,49.65,4.0075,25.95,25.3,4.1461
30.53,49.67,4.0059,25.95,25.3,4.1445
30.58,49.67,3.9948,25.87,25.3,4.1492
30.62,49.62,3.998,25.95,25.3,4.1476
30.66,49.65,4.0059,25.87,25.3,4.1413
30.7,49.6,4.0043,26.03,25.3,4.1508
30.76,49.74,3.998,26.03,25.3,4.1476
30.8,49.72,3.9789,25.87,25.3,4.1461
30.85,49.65,3.998,26.03,25.3,4.1492
30.89,49.67,4.0028,26.19,25.3,4.1508
30.93,49.72,3.998,26.03,25.3,4.1476
30.97,49.72,4.0043,25.87,25.3,4.1429
31.01,49.62,4.0012,25.95,25.3,4.1461
31.06,49.69,4.0043,25.95,25.3,4.1508
31.1,49.62,4.0043,26.11,25.3,4.1461
31.15,49.72,4.0059,25.87,25.3,4.1429
31.19,49.69,3.9821,25.79,25.3,4.1445
31.23,49.69,4.0091,25.95,25.3,4.1445
31.27,49.67,4.0028,25.87,25.3,4.1492
31.31,49.62,4.0091,25.79,25.3,4.1492
31.36,49.67,4.0059,25.79,25.3,4.1445
31.4,49.67,4.0028,25.63,25.3,4.1492
31.44,49.65,4.0107,25.95,25.3,4.1461
31.48,49.74,4.0059,26.03,25.3,4.1508
31.52,49.65,4.0075,25.95,25.3,4.1476
31.57,49.72,3.9821,25.87,25.3,4.1461
31.61,49.65,3.9996,25.71,25.3,4.1492
31.66,49.65,4.0059,25.87,25.3,4.1524
31.7,49.74,4.0075,25.71,25.3,4.1429
31.74,49.77,4.0059,25.79,25.3,4.1492
31.78,49.69,4.0012,26.11,25.3,4.1508
31.82,49.77,4.0028,25.63,25.3,4.1445
31.87,49.69,4.0028,25.71,25.3,4.1492
31.91,49.67,3.9996,25.79,25.3,4.1445
31.96,49.74,3.9789,25.71,25.3,4.1461
32.0,49.69,4.0043,25.71,25.3,4.1445
32.04,49.74,3.998,25.87,25.3,4.1461
32.08,49.69,4.0012,25.71,25.3,4.1461
32.12,49.69,4.0075,25.55,25.3,4.1508
32.17,49.74,4.0043,25.87,25.3,4.1461
32.21,49.67,4.0075,25.79,25.3,4.1492
32.25,49.67,4.0059,25.63,25.3,4.1556
32.29,49.74,4.0043,25.55,25.3,4.1413
32.34,49.74,3.9805,25.79,25.3,4.1476
32.38,49.74,4.0075,25.79,25.3,4.1429
32.42,49.74,4.0075,25.63,25.3,4.1461
32.47,49.67,4.0043,25.71,25.3,4.1445
32.51,49.69,4.0043,25.55,25.3,4.1461
32.55,49.67,4.0043,25.87,25.3,4.1461
32.59,49.72,4.0012,25.55,25.3,4.1461
32.63,49.79,4.0043,25.63,25.3,4.1461
32.68,49.72,4.0043,25.71,25.3,4.1429
32.72,49.72,3.9805,25.71,25.3,4.154
32.77,49.69,4.0012,25.55,25.3,4.1476
32.81,49.67,4.0059,25.71,25.3,4.1492
32.85,49.69,4.0012,25.55,25.3,4.1476
32.89,49.65,4.0043,25.79,25.3,4.1476
32.93,49.72,4.0075,25.63,25.3,4.1492
32.98,49.72,4.0043,25.87,25.3,4.1445
33.02,49.67,3.9996,25.87,25.3,4.1476
33.06,49.69,4.0012,25.63,25.3,4.1461
33.11,49.79,3.9836,25.31,25.3,4.1476
33.17,49.74,3.9836,25.07,25.3,4.1492
33.21,49.72,3.9821,25.31,25.3,4.1429
33.26,49.65,3.9852,25.31,25.3,4.1476
33.3,49.69,3.9821,25.55,25.3,4.1461
33.34,49.72,3.9836,25.71,25.3,4.1429
33.38,49.72,3.9821,25.63,25.3,4.1461
33.42,49.69,3.9836,25.55,25.3,4.1445
33.47,49.72,3.9821,25.63,25.3,4.1445
33.51,49.69,3.9789,25.87,25.3,4.1461
33.56,49.67,3.9836,25.47,25.3,4.1492
33.6,49.69,4.0012,25.71,25.3,4.1476
33.64,49.74,4.0059,25.47,25.3,4.1492
33.68,49.72,3.998,25.47,25.3,4.1476
33.72,49.69,4.0091,25.47,25.3,4.1476
33.77,49.65,3.9996,25.39,25.3,4.1492
33.81,49.69,4.0012,25.71,25.3,4.1461
33.85,49.77,4.0012,25.63,25.3,4.1461
33.9,49.72,3.998,25.71,25.3,4.1429
33.94,49.74,3.9773,25.71,25.3,4.1461
33.98,49.69,3.998,25.39,25.3,4.1461
34.02,49.74,4.0043,25.55,25.3,4.1524
34.07,49.74,4.0075,25.55,25.3,4.1492
34.11,49.72,3.998,25.63,25.3,4.1429
34.15,49.69,4.0091,25.47,25.3,4.1445
34.19,49.65,4.0043,25.71,25.3,4.1461
34.23,49.65,3.998,25.47,25.3,4.1461
34.28,49.69,4.0059,25.55,25.3,4.1492
34.32,49.67,3.9805,25.23,25.3,4.1492
34.37,49.74,4.0028,25.23,25.3,4.1461
34.41,49.72,4.0028,25.55,25.3,4.1476
34.45,49.6,3.9948,25.47,25.3,4.1492
34.49,49.77,4.0059,25.55,25.3,4.1508
34.53,49.67,4.0028,25.71,25.3,4.1476
34.58,49.69,4.0043,25.55,25.3,4.1461
34.62,49.67,4.0028,25.31,25.3,4.1508
34.66,49.65,4.0091,25.63,25.3,4.1508
34.71,49.79,3.9821,25.71,25.3,4.1445
34.75,49.67,3.998,25.63,25.3,4.1461
34.79,49.67,4.0059,25.55,25.3,4.1508
34.83,49.67,4.0012,25.47,25.3,4.1476
34.88,49.65,4.0043,25.47,25.3,4.1461
34.92,49.65,4.0028,25.39,25.3,4.1492
34.96,49.4,4.0075,25.55,25.3,4.1445
35.0,49.33,4.0075,25.47,25.3,4.154
35.04,49.28,4.0043,25.47,25.3,4.1476
35.09,49.45,3.9805,25.55,25.3,4.1429
35.13,49.57,4.0043,25.55,25.3,4.1476
35.18,49.57,4.0043,25.39,25.3,4.1492
35.22,49.62,4.0059,25.47,25.3,4.1461
35.26,49.6,4.0012,25.55,25.3,4.1461
35.3,49.6,3.998,25.47,25.3,4.1461
35.34,49.62,3.998,25.55,25.3,4.1461
35.39,49.57,3.998,25.31,25.3,4.1492
35.43,49.6,3.998,25.31,25.3,4.1476
35.48,49.6,3.9821,25.39,25.3,4.1492
35.52,49.72,4.0075,25.47,25.3,4.1508
35.56,49.62,4.0028,25.39,25.3,4.1476
35.6,49.62,4.0043,25.71,25.3,4.1461
35.64,49.62,4.0075,25.55,25.3,4.1461
35.69,49.62,4.0059,25.55,25.3,4.1492
35.73,49.62,4.0059,25.23,25.3,4.1492
35.77,49.67,4.0091,25.47,25.3,4.1445
35.81,49.69,4.0107,25.39,25.3,4.1508
35.86,49.62,3.9836,24.99,25.3,4.1524
35.9,49.62,4.0012,25.07,25.3,4.1508
35.94,49.65,4.0059,25.31,25.3,4.1492
35.99,49.67,4.0059,25.31,25.3,4.1461
36.03,49.69,4.0028,25.07,25.3,4.1492
36.07,49.72,4.0043,25.47,25.2,4.1492
36.11,49.69,4.0043,25.39,25.2,4.1492
36.15,49.67,4.0059,25.23,25.2,4.1429
36.2,49.6,4.0075,25.47,25.3,4.1445
36.24,49.72,4.0059,25.15,25.2,4.1461
36.29,49.67,3.9757,25.39,25.2,4.1461
36.33,49.67,4.0059,25.15,25.2,4.1476
36.37,49.69,4.0012,25.23,25.2,4.1492
36.41,49.65,4.0059,25.55,25.2,4.1524
36.45,49.72,4.0043,25.55,25.2,4.1445
36.5,49.65,4.0012,25.07,25.2,4.1476
36.54,49.67,4.0028,25.39,25.2,4.1476
36.58,49.6,3.9996,25.15,25.2,4.1461
36.63,49.69,3.998,25.31,25.2,4.1492
36.67,49.6,3.9789,25.31,25.2,4.1476
36.71,49.72,4.0028,25.31,25.2,4.1476
36.75,49.67,4.0059,25.47,25.2,4.1461
36.8,49.72,3.9996,25.07,25.2,4.1445
36.84,49.62,4.0091,25.31,25.2,4.1476
36.88,49.69,3.9964,25.23,25.2,4.1461
36.92,49.62,3.9996,25.47,25.2,4.1476
36.96,49.69,4.0028,25.15,25.2,4.1461
37.01,49.62,4.0075,25.31,25.2,4.1429
37.05,49.67,3.9821,25.39,25.2,4.1461
37.1,49.69,4.0075,25.39,25.2,4.1476
37.14,49.67,3.9964,25.31,25.2,4.1413
37.2,49.62,3.9805,24.99,25.2,4.1461
37.24,49.69,3.9836,25.39,25.2,4.1445
37.29,49.67,3.9773,25.15,25.2,4.1397
37.33,49.62,3.9805,25.31,25.2,4.1476
37.37,49.67,3.9805,25.15,25.2,4.1476
37.41,49.67,3.9836,25.39,25.2,4.1413
37.46,49.67,3.9805,25.23,25.2,4.1508
37.5,49.69,4.0075,25.23,25.2,4.1476
37.54,49.69,4.0028,25.47,25.2,4.1476
37.59,49.65,4.0043,25.39,25.2,4.1445
37.63,49.62,4.0075,25.23,25.2,4.1508
37.67,49.72,4.0028,25.07,25.2,4.1476
37.71,49.67,3.9996,25.31,25.2,4.1476
37.75,49.67,4.0028,25.15,25.2,4.1461
37.8,49.69,4.0059,25.23,25.2,4.1429
37.84,49.69,3.9821,25.31,25.2,4.1445
37.89,49.72,3.998,25.31,25.2,4.1445
37.93,49.79,4.0059,25.31,25.2,4.1492
37.97,49.62,4.0028,25.39,25.2,4.1445
38.01,49.67,4.0028,25.31,25.2,4.1445
38.05,49.69,4.0059,25.39,25.2,4.1445
38.1,49.67,4.0059,25.23,25.2,4.1445
38.14,49.65,4.0043,25.15,25.2,4.1476
38.18,49.65,3.9996,25.23,25.2,4.1429
38.23,49.69,3.9821,25.23,25.2,4.1492
38.27,49.65,4.0059,25.31,25.2,4.1461
38.31,49.67,4.0059,25.23,25.2,4.1461
38.35,49.67,3.9996,25.23,25.2,4.1476
38.4,49.67,4.0028,25.39,25.2,4.1461
38.44,49.67,4.0075,25.39,25.2,4.1461
38.48,49.69,4.0043,25.23,25.2,4.1476
38.52,49.72,4.0059,25.15,25.2,4.1492
38.56,49.69,4.0059,25.15,25.2,4.1508
38.61,49.69,3.9821,24.83,25.2,4.1476
38.65,49.67,4.0012,24.99,25.2,4.1476
38.7,49.74,3.9996,25.15,25.2,4.1476
38.74,49.67,4.0043,25.31,25.2,4.1476
38.78,49.69,4.0012,25.39,25.2,4.1492
38.82,49.72,4.0043,25.15,25.2,4.1476
38.86,49.67,3.9996,25.39,25.2,4.1492
38.91,49.65,4.0028,25.15,25.2,4.1524
38.95,49.69,3.998,25.15,25.2,4.1461
39.0,49.72,3.9964,25.31,25.2,4.1461
39.04,49.72,3.9805,25.23,25.2,4.1524
39.08,49.72,4.0028,25.07,25.2,4.1476
39.12,49.6,4.0043,25.23,25.2,4.1492
39.16,49.65,3.998,25.23,25.2,4.1492
39.21,49.69,4.0012,24.91,25.2,4.1445
39.25,49.65,4.0043,25.23,25.2,4.1461
39.29,49.67,4.0028,25.15,25.2,4.1476
39.33,49.69,4.0091,25.07,25.2,4.1508
39.38,49.69,4.0059,25.31,25.2,4.1429
39.42,49.77,3.9805,25.23,25.2,4.1461
39.46,49.72,4.0012,25.07,25.2,4.1492
39.51,49.72,4.0091,25.39,25.2,4.1461
39.55,49.74,4.0059,25.23,25.2,4.1476
39.59,49.69,4.0059,25.39,25.2,4.1429
39.63,49.67,4.0075,25.15,25.2,4.1461
39.67,49.67,4.0075,25.23,25.2,4.1461
39.72,49.65,4.0075,25.31,25.2,4.1461
39.76,49.69,4.0043,25.15,25.2,4.1461
39.81,49.69,3.9805,25.39,25.2,4.1476
39.85,49.65,3.998,25.23,25.2,4.1476
39.89,49.72,4.0059,25.23,25.2,4.1461
39.93,49.72,3.9996,25.23,25.2,4.1476
39.97,49.65,3.998,25.07,25.2,4.1476
40.02,49.62,4.0075,25.31,25.2,4.1524
40.06,49.74,4.0075,25.23,25.2,4.1429
40.1,49.67,4.0059,25.15,25.2,4.1508
40.14,49.72,4.0059,25.15,25.2,4.1461
40.19,49.74,3.9805,25.15,25.2,4.1508
40.23,49.6,4.0043,25.39,25.2,4.1429
40.27,49.77,4.0075,25.15,25.2,4.1476
40.32,49.74,4.0059,25.15,25.2,4.1461
40.36,49.72,4.0028,25.15,25.2,4.1445
40.4,49.72,4.0043,25.23,25.2,4.1445
40.44,49.74,4.0028,25.15,25.2,4.1476
40.48,49.72,4.0028,25.15,25.2,4.1492
40.53,49.77,4.0075,24.91,25.2,4.1445
40.57,49.69,3.9805,24.99,25.2,4.1508
40.62,49.69,4.0028,25.23,25.2,4.1429
40.66,49.77,3.9996,25.31,25.2,4.1461
40.7,49.72,4.0043,25.31,25.2,4.1413
40.74,49.72,3.9996,25.23,25.2,4.1445
40.78,49.69,4.0028,25.15,25.2,4.1461
40.83,49.77,4.0043,25.23,25.2,4.1476
40.87,49.77,4.0012,24.99,25.2,4.1397
40.91,49.77,4.0012,24.99,25.2,4.1445
40.96,49.72,3.9757,24.99,25.2,4.1476
41.0,49.77,3.998,25.07,25.2,4.1492
41.04,49.79,4.0043,25.15,25.2,4.1476
41.08,49.77,4.0075,25.15,25.2,4.1492
41.13,49.77,4.0107,25.07,25.2,4.1476
41.17,49.77,3.998,25.07,25.2,4.1429
41.23,49.72,3.9757,24.91,25.2,4.1445
41.27,49.77,3.9836,25.23,25.2,4.1476
41.32,49.72,3.9852,25.23,25.2,4.1445
41.36,49.77,3.9805,24.91,25.2,4.1461
41.41,49.74,4.0028,25.31,25.2,4.1492
41.45,49.79,3.998,25.07,25.2,4.1429
41.49,49.74,4.0075,24.91,25.2,4.1461
41.53,49.77,4.0059,25.39,25.2,4.1476
41.57,49.79,4.0012,25.15,25.2,4.1461
41.62,49.72,3.9996,25.15,25.2,4.1429
41.66,49.77,3.998,25.07,25.2,4.1461
41.7,49.72,4.0059,25.23,25.2,4.1461
41.75,49.77,4.0043,24.99,25.2,4.1413
41.79,49.74,3.9821,25.39,25.2,4.1476
41.83,49.79,4.0012,25.07,25.2,4.1445
41.88,49.74,3.9996,25.07,25.2,4.1476
41.92,49.74,4.0075,24.91,25.2,4.1429
41.96,49.77,3.9996,24.99,25.2,4.1461
42.0,49.82,4.0043,25.07,25.2,4.1461
42.04,49.84,4.0043,24.99,25.2,4.1461
42.09,49.82,4.0043,25.23,25.1,4.1461
42.13,49.79,4.0012,24.99,25.2,4.1413
42.18,49.79,3.9805,24.91,25.2,4.1476
42.22,49.79,3.9996,25.07,25.2,4.1445
42.26,49.74,4.0059,24.91,25.2,4.1476
42.3,49.82,4.0091,25.23,25.2,4.1492
42.34,49.82,3.9996,25.07,25.1,4.1445
42.39,49.77,4.0012,24.91,25.2,4.1445
42.43,49.84,4.0075,25.07,25.2,4.1461
42.47,49.82,4.0028,25.07,25.2,4.1476
42.51,49.82,4.0012,25.23,25.2,4.1461
42.56,49.82,3.9789,25.07,25.1,4.1461
42.6,49.74,4.0043,24.91,25.2,4.1461
42.64,49.84,4.0028,25.23,25.1,4.1461
42.69,49.82,4.0075,25.15,25.1,4.1397
42.73,49.79,4.0075,25.15,25.1,4.1492
42.77,49.87,3.9964,25.23,25.1,4.1445
42.81,49.84,4.0028,25.23,25.1,4.1508
42.85,49.82,3.9996,25.07,25.2,4.1476
42.9,49.79,4.0059,24.99,25.1,4.1397
42.94,49.79,3.9852,25.07,25.1,4.1476
42.99,49.84,4.0012,25.07,25.1,4.1476
43.03,49.84,4.0012,25.15,25.1,4.1445
43.07,49.87,4.0107,24.99,25.1,4.1476
43.11,49.82,4.0043,25.23,25.1,4.1461
43.15,49.87,4.0075,24.91,25.1,4.1492
43.2,49.84,4.0028,25.07,25.1,4.1524
43.24,49.79,3.9996,24.99,25.1,4.1476
43.28,49.87,4.0059,25.15,25.1,4.1445
43.33,49.79,3.9805,25.15,25.1,4.1492
43.37,49.87,4.0012,24.99,25.1,4.1445
43.41,49.84,4.0043,24.99,25.1,4.1461
43.45,49.84,4.0059,24.99,25.1,4.1445
43.49,49.82,4.0059,24.99,25.1,4.1492
43.54,49.79,4.0043,25.15,25.1,4.1476
43.58,49.89,4.0043,24.99,25.1,4.1461
43.62,49.74,4.0043,25.15,25.1,4.1492
43.66,49.89,3.998,24.99,25.1,4.1445
43.71,49.91,3.9836,24.83,25.1,4.1476
43.75,49.82,4.0028,24.91,25.1,4.1461
43.79,49.89,3.9996,24.99,25.1,4.1492
43.84,49.74,4.0059,25.15,25.1,4.1461
43.88,49.84,4.0043,25.15,25.1,4.1476
43.92,49.84,4.0043,24.99,25.1,4.1429
43.96,49.84,3.9996,24.99,25.1,4.1492
44.0,49.82,4.0012,24.91,25.1,4.1461
44.05,49.87,4.0091,24.91,25.1,4.1429
44.09,49.77,3.9789,24.75,25.1,4.1508
44.14,49.91,4.0075,24.99,25.1,4.1397
44.18,49.89,4.0043,24.83,25.1,4.1508
44.22,49.87,4.0043,25.07,25.1,4.1461
44.26,49.89,4.0107,24.91,25.1,4.1461
44.3,49.82,3.9996,24.99,25.1,4.1429
44.35,49.89,4.0043,25.07,25.1,4.1476
44.39,49.91,3.998,24.91,25.1,4.1445
44.43,49.79,3.9996,25.23,25.1,4.1445
44.48,49.91,4.0075,24.83,25.1,4.1461
44.52,49.79,3.9805,25.15,25.1,4.1445
44.56,49.87,4.0012,24.99,25.1,4.1461
44.6,49.87,4.0059,25.07,25.1,4.1476
44.65,49.87,4.0012,24.83,25.1,4.1492
44.69,49.89,3.9948,25.07,25.1,4.1508
44.73,49.89,3.998,24.99,25.1,4.1476
44.77,49.82,4.0028,24.83,25.1,4.1429
44.81,49.91,4.0028,25.07,25.1,4.1492
44.86,49.94,4.0012,25.15,25.1,4.1413
44.9,49.89,3.9773,24.91,25.1,4.1508
44.95,49.89,4.0012,24.91,25.1,4.1461
44.99,49.89,4.0028,24.83,25.1,4.1492
45.03,49.79,4.0028,24.83,25.1,4.1492
45.07,49.89,4.0028,25.07,25.1,4.1413
45.11,49.79,4.0059,24.99,25.1,4.1461
45.16,49.79,4.0091,24.83,25.1,4.1492
45.2,49.89,4.0075,24.99,25.1,4.1524
45.26,49.89,3.9821,24.51,25.1,4.1445
45.31,49.91,3.9805,24.83,25.1,4.1476
45.35,49.82,4.0012,25.07,25.1,4.1492
45.39,49.84,4.0059,25.07,25.1,4.1492
45.44,49.87,4.0075,24.83,25.1,4.1476
45.48,49.87,4.0091,25.07,25.1,4.1476
45.52,49.82,3.9996,24.91,25.1,4.1476
45.56,49.84,4.0028,24.99,25.1,4.1429
45.6,49.89,4.0012,24.83,25.1,4.1476
45.65,49.82,3.9964,24.99,25.1,4.1413
45.69,49.91,3.9773,25.07,25.1,4.1461
45.74,49.89,4.0043,24.99,25.1,4.1476
45.78,49.82,4.0028,24.67,25.1,4.1476
45.82,49.87,4.0043,25.31,25.1,4.1508
45.86,49.82,4.0091,25.07,25.1,4.1508
45.9,49.89,4.0028,25.15,25.1,4.1508
45.95,49.89,4.0059,25.07,25.1,4.1492
45.99,49.82,3.998,24.99,25.1,4.1429
46.03,49.84,3.998,25.07,25.1,4.1413
46.08,49.84,3.9852,24.91,25.1,4.1492
46.12,49.82,4.0091,24.99,25.1,4.1476
46.16,49.87,3.998,24.91,25.1,4.1476
46.2,49.79,4.0043,25.23,25.1,4.1508
46.25,49.79,3.9996,24.75,25.1,4.1492
46.29,49.82,4.0059,24.83,25.1,4.1461
46.33,49.84,4.0091,25.07,25.1,4.1492
46.37,49.82,4.0043,25.23,25.1,4.1492
46.41,49.87,4.0043,24.91,25.1,4.1429
46.46,49.79,3.9836,24.91,25.1,4.1461
46.5,49.84,4.0123,25.07,25.1,4.1508
46.55,49.82,4.0028,24.83,25.1,4.1461
46.59,49.82,4.0043,25.23,25.1,4.1413
46.63,49.89,3.998,25.15,25.1,4.1508
46.67,49.79,4.0012,24.91,25.1,4.1476
46.71,49.79,4.0075,25.07,25.1,4.1476
46.76,49.87,4.0059,25.07,25.1,4.1508
46.8,49.87,4.0043,25.07,25.1,4.1445
46.85,49.77,3.9836,24.51,25.1,4.1476
46.89,49.91,4.0059,25.15,25.1,4.1508
46.93,49.84,3.998,25.07,25.1,4.1461
46.97,49.79,4.0028,24.83,25.1,4.1508
47.01,49.79,4.0075,24.91,25.1,4.1445
47.06,49.84,4.0075,25.15,25.1,4.1413
47.1,49.82,4.0043,24.91,25.1,4.1429
47.14,49.82,4.0107,25.15,25.1,4.1508
47.18,49.84,3.9964,24.83,25.1,4.1492
47.23,49.84,4.0028,24.99,25.1,4.1429
47.27,49.82,3.9805,25.07,25.1,4.1413
47.31,49.82,4.0075,24.83,25.1,4.1476
47.36,49.87,4.0043,25.07,25.1,4.1508
47.4,49.84,4.0059,24.99,25.1,4.1445
47.44,49.79,4.0075,25.23,25.1,4.1461
47.48,49.77,4.0059,24.91,25.1,4.1492
47.52,49.82,4.0075,24.91,25.1,4.1476
47.57,49.87,4.0075,24.83,25.1,4.1508
47.61,49.82,3.9996,24.83,25.1,4.1413
47.66,49.79,3.9773,24.91,25.1,4.1492
47.7,49.84,4.0043,24.91,25.1,4.1445
47.74,49.79,4.0043,24.99,25.1,4.1461
47.78,49.82,4.0043,25.07,25.1,4.1476
47.82,49.77,4.0043,24.99,25.1,4.1461
47.87,49.87,4.0043,25.15,25.1,4.1508
47.91,49.84,4.0075,24.99,25.1,4.1476
47.95,49.77,4.0043,24.91,25.1,4.1492
47.99,49.84,4.0012,24.91,25.1,4.1429
48.04,49.79,3.9805,24.99,25.1,4.1445
48.08,49.79,4.0012,24.91,25.1,4.1476
48.12,49.79,4.0012,24.99,25.1,4.1476
48.17,49.79,4.0059,24.91,25.1,4.1445
48.21,49.77,4.0075,24.91,25.1,4.1508
48.25,49.84,3.9996,24.83,25.1,4.1524
48.29,49.79,4.0091,24.99,25.1,4.1445
48.33,49.84,4.0028,25.15,25.1,4.1445
48.38,49.82,4.0059,24.99,25.1,4.1445
48.42,49.82,3.9805,24.83,25.1,4.1476
48.47,49.84,4.0043,24.91,25.1,4.1461
48.51,49.79,4.0091,24.91,25.1,4.1461
48.55,49.87,4.0043,24.99,25.1,4.1476
48.59,49.72,4.0059,24.99,25.1,4.1508
48.63,49.84,4.0043,24.83,25.1,4.1413
48.68,49.74,3.9964,24.83,25.1,4.1445
48.72,49.89,3.9996,24.99,25.1,4.1508
48.76,49.89,4.0075,24.91,25.1,4.1445
48.81,49.84,3.9821,24.83,25.1,4.1476
48.85,49.87,3.9996,24.75,25.1,4.1461
48.89,49.79,3.9996,24.83,25.1,4.1476
48.93,49.84,3.998,24.83,25.1,4.1476
48.98,49.84,4.0043,24.83,25.1,4.1476
49.02,49.84,4.0012,24.83,25.1,4.1508
49.06,49.74,4.0091,24.67,25.1,4.1461
49.1,49.82,4.0075,24.91,25.1,4.1492
49.14,49.79,4.0043,25.07,25.1,4.1476
49.19,49.82,3.9805,25.07,25.1,4.1461
49.23,49.82,4.0059,24.91,25.1,4.1445
49.3,49.77,3.9821,24.51,25.1,4.1461
49.34,49.84,3.9805,24.75,25.1,4.1429
49.38,49.87,3.9821,24.83,25.1,4.1445
49.42,49.82,3.9821,24.91,25.1,4.1413
49.47,49.82,3.9821,25.07,25.1,4.1413
49.51,49.84,3.9789,24.75,25.1,4.1429
49.55,49.82,3.9836,24.99,25.1,4.1445
49.6,49.84,3.9805,24.59,25.1,4.1476
49.64,49.82,4.0028,24.75,25.1,4.1508
49.68,49.79,3.9996,24.99,25.1,4.1461
49.72,49.77,4.0012,24.99,25.1,4.1461
49.77,49.82,3.9916,24.75,25.1,4.1461
49.81,49.82,4.0012,25.15,25.1,4.1476
49.85,49.87,3.9964,24.99,25.1,4.1492
49.89,49.84,4.0012,24.99,25.1,4.1492
49.93,49.84,4.0059,24.91,25.1,4.1461
49.98,49.82,4.0028,24.91,25.1,4.1461
50.02,49.87,3.9805,24.83,25.1,4.1492
50.07,49.87,4.0059,24.91,25.1,4.154
50.11,49.89,4.0107,24.75,25.1,4.1476
50.15,49.84,4.0059,24.59,25.1,4.1508
50.19,49.89,4.0091,24.83,25.1,4.1492
50.23,49.91,4.0043,24.75,25.1,4.1461
50.28,49.87,3.9932,24.83,25.1,4.1429
50.32,49.82,3.9964,24.83,25.1,4.1461
50.37,49.84,4.0028,24.75,25.1,4.1492
50.41,49.84,3.9773,25.15,25.1,4.1492
50.45,49.87,4.0091,25.07,25.1,4.1492
50.49,49.84,4.0059,24.75,25.1,4.1476
50.53,49.91,4.0043,24.75,25.1,4.1492
50.58,49.82,4.0075,25.07,25.1,4.1461
50.62,49.82,4.0043,24.91,25.1,4.1492
50.66,49.89,3.9964,24.91,25.1,4.1508
50.7,49.91,4.0028,24.67,25.1,4.1476
50.74,49.84,4.0075,24.99,25.1,4.1476
50.79,49.87,3.9805,24.75,25.1,4.1508
50.83,49.84,4.0075,25.07,25.1,4.1445
50.88,49.87,4.0012,24.91,25.1,4.1461
50.92,49.82,3.998,24.51,25.1,4.1524
50.96,49.94,4.0043,24.67,25.1,4.1461
51.0,49.89,4.0075,24.83,25.1,4.1524
51.04,49.87,4.0107,24.91,25.1,4.1429
51.09,49.87,4.0012,24.91,25.1,4.1429
51.13,49.89,4.0043,24.67,25.1,4.1445
51.18,49.87,3.9789,25.07,25.1,4.1461
51.22,49.94,4.0028,24.99,25.1,4.1492
51.26,49.96,4.0012,24.67,25.1,4.1508
51.3,49.94,4.0075,24.59,25.1,4.1461
51.34,49.96,4.0059,24.99,25.1,4.1476
51.39,49.91,4.0059,24.83,25.1,4.1476
