Time [us], A0, A1
41559556,265,338
41562324,265,338
41565092,265,337
41567860,268,331
41570636,263,332
41573416,265,338
41576188,265,338
41578964,264,338
41581728,265,337
41584484,265,331
41587252,265,331
41590012,264,338
41592784,265,338
41595556,265,338
41598332,265,337
41601100,265,331
41603860,257,331
41606620,264,338
41609388,264,338
41612156,264,338
41614924,264,337
41617684,265,331
41620452,263,331
41623220,266,337
41625996,265,338
41628768,265,338
41631532,265,337
41634308,264,332
41637076,264,331
41639836,264,337
41642612,262,338
41645380,265,338
41648156,264,337
41650916,264,331
41653692,265,331
41656460,265,338
41659236,266,338
41662012,264,338
41664784,263,338
41667540,265,331
41670308,265,331
41673084,265,337
41675852,264,338
41678620,267,338
41681396,265,338
41684164,264,331
41686932,265,331
41689700,265,338
41692476,264,338
41695252,264,338
41698020,264,337
41700788,268,332
41703556,264,331
41706332,264,338
41709100,263,338
41711868,264,338
41714628,265,338
41717404,265,332
41720180,268,331
41722952,265,337
41725720,265,338
41728492,264,338
41731260,263,338
41734036,265,332
41736804,265,331
41739580,264,337
41742352,265,338
41745124,265,338
41747900,267,338
41750668,265,332
41753436,266,331
41756212,264,337
41758972,264,338
41761744,264,338
41764508,265,338
41767284,263,332
41770056,266,331
41772828,265,337
41775596,266,338
41778364,265,338
41781132,265,338
41783908,265,332
41786676,269,331
41789456,266,337
41792220,266,338
41794988,265,338
41797752,264,338
41800524,265,332
41803300,263,331
41806068,265,337
41808828,265,338
41811596,263,338
41814372,264,338
41817156,267,332
41819916,266,331
41822684,264,337
41825452,265,338
41828220,263,338
41830988,264,338
41833760,265,332
41836524,264,330
41839300,266,337
41842076,264,338
41844844,265,338
41847612,264,338
41850380,262,332
41853148,264,331
41855916,263,337
41858692,265,338
41861468,264,338
41864240,265,338
41867004,265,332
41869784,265,331
41872548,264,337
41875316,264,338
41878092,265,338
41880860,265,338
41883620,264,332
41886396,264,331
41889172,265,336
41891940,265,338
41894708,266,338
41897484,265,338
41900252,263,332
41903028,264,331
41905804,264,336
41908580,265,338
41911356,265,338
41914124,264,338
41916900,263,333
41919676,265,331
41922444,264,336
41925220,264,338
41927996,266,338
41930776,265,338
41933540,262,332
41936316,267,331
41939092,264,336
41941852,267,338
41944628,264,338
41947396,264,338
41950164,264,332
41952932,264,331
41955708,265,336
41958476,264,338
41961236,265,338
41964012,264,338
41966784,263,333
41969548,266,331
41972324,262,336
41975100,263,338
41977872,263,338
41980628,265,338
41983404,265,332
41986172,264,331
41988940,264,336
41991708,265,338
41994476,266,338
41997244,264,338
42000012,267,333
42002784,265,331
42005556,264,336
42008324,264,338
42011100,265,338
42013860,265,338
42016620,265,333
42019396,263,331
42022164,265,336
42024932,265,338
42027692,264,338
42030468,264,338
42033228,265,333
42035996,267,331
42038768,265,335
42041532,265,338
42044300,266,338
42047076,264,338
42049844,266,333
42052604,264,331
42055380,263,335
42058148,263,338
42060916,264,338
42063684,264,338
42066460,266,333
42069228,265,331
42071988,265,335
42074768,265,338
42077540,265,338
42080312,263,338
42083084,264,333
42085852,265,378
42088612,266,379
42091380,265,376
42094156,263,368
42096924,265,367
42099684,262,369
42102460,266,376
42105228,264,366
42107996,265,377
42110768,262,373
42113540,265,383
42116308,265,384
42119076,266,397
42121852,263,391
42124620,265,408
42127392,265,415
42130164,264,418
42132932,265,416
42135700,265,424
42138476,264,415
42141252,265,416
42144020,264,418
42146784,265,414
42149556,266,419
42152332,267,424
42155108,264,419
42157876,265,418
42160644,265,425
42163412,265,411
42166180,265,407
42168948,264,401
42171716,264,413
42174500,263,414
42177268,265,412
42180044,265,415
42182812,264,436
42185572,265,402
42188348,273,402
42191124,264,401
42193892,265,409
42196660,263,404
42199428,265,390
42202196,261,371
42204964,265,377
42207744,264,386
42210516,265,360
42213284,265,369
42216060,264,360
42218836,264,352
42221608,265,340
42224372,264,341
42227148,265,345
42229908,264,329
42232676,263,292
42235452,266,304
42238228,264,276
42240996,265,290
42243768,264,308
42246540,266,281
42249308,265,261
42252076,264,247
42254840,266,220
42257600,264,216
42260368,265,199
42263136,265,186
42265908,264,188
42268680,263,170
42271452,264,166
42274224,264,167
42276976,265,174
42279732,266,174
42282496,265,173
42285260,264,182
42288024,264,180
42290792,268,194
42293560,265,221
42296328,264,236
42299088,265,248
42301860,264,272
42304628,264,291
42307396,263,306
42310164,265,315
42312932,264,324
42315700,263,322
42318480,264,315
42321260,264,308
42324036,265,307
42326804,265,301
42329584,263,302
42332356,264,294
42335132,264,266
42337908,263,248
42340676,265,271
42343460,264,258
42346240,265,278
42349020,266,283
42351796,266,290
42354568,265,290
42357332,264,336
42360100,265,312
42362868,264,327
42365644,265,307
42368420,265,321
42371188,265,312
42373956,265,304
42376728,265,296
42379500,265,299
42382276,265,291
42385052,265,293
42387820,265,287
42390596,265,284
42393364,268,297
42396148,263,292
42398916,265,295
42401684,267,299
42404460,265,287
42407244,265,273
42410020,263,267
42412792,265,247
42415564,264,256
42418336,265,247
42421104,263,261
42423868,263,288
42426636,265,288
42429416,265,266
42432188,263,274
42434964,263,270
42437740,264,263
42440508,265,286
42443284,265,281
42446056,264,274
42448820,265,293
42451588,266,300
42454364,267,308
42457148,265,331
42459908,263,308
42462684,265,333
42465452,268,338
42468220,267,340
42470996,264,342
42473760,264,355
42476524,263,348
42479300,264,378
42482076,262,385
42484832,255,399
42487596,265,385
42490372,265,404
42493148,264,433
42495908,266,441
42498668,269,435
42501444,265,443
42504216,266,463
42506988,264,448
42509768,265,470
42512532,265,460
42515308,265,453
42518084,263,458
42520844,265,457
42523612,265,465
42526388,266,467
42529164,264,473
42531924,264,468
42534692,265,446
42537468,266,415
42540236,264,392
42543004,265,383
42545784,265,394
42548556,266,410
42551332,264,422
42554100,263,449
42556876,266,482
42559644,264,515
42562412,264,554
42565188,261,529
42567948,264,516
42570716,266,509
42573500,265,501
42576276,262,504
42579052,264,486
42581812,266,488
42584588,265,465
42587356,265,477
42590116,265,478
42592892,265,484
42595660,264,478
42598444,267,445
42601212,262,411
42603980,265,429
42606752,265,417
42609508,264,420
42612284,265,392
42615052,262,377
42617820,265,365
42620588,267,318
42623364,265,321
42626132,264,315
42628908,266,302
42631684,265,304
42634452,264,298
42637212,266,252
42639980,264,260
42642752,263,238
42645512,264,216
42648280,265,207
42651060,263,182
42653816,265,175
42656588,262,181
42659364,264,152
42662132,264,152
42664892,264,113
42667660,264,118
42670432,266,104
42673208,263,98
42675920,264,116
42678692,264,151
42681448,264,209
42684216,262,252
42686988,269,265
42689760,264,266
42692520,264,248
42695288,264,223
42698056,265,195
42700824,267,197
42703588,264,134
42706352,266,142
42709112,264,171
42711872,265,160
42714640,265,181
42717408,260,178
42720176,265,229
42722944,264,239
42725716,265,259
42728484,264,260
42731252,269,259
42734024,265,247
42736792,264,248
42739552,265,253
42742320,262,241
42745088,265,245
42747852,265,270
42750620,260,284
42753404,270,264
42756172,265,305
42758940,265,324
42761708,265,329
42764476,262,334
42767244,262,361
42770012,264,304
42772792,265,353
42775568,264,366
42778340,265,379
42781116,266,388
42783884,264,386
42786652,264,402
42789420,264,413
42792188,265,427
42794956,263,419
42797724,265,446
42800508,265,455
42803284,265,465
42806052,264,482
42808820,266,476
42811580,264,478
42814356,264,495
42817124,263,481
42819892,264,479
42822664,266,489
42825436,265,492
42828204,264,506
42830972,265,505
42833744,266,492
42836516,264,439
42839276,264,390
42842044,265,365
42844820,263,352
42847596,264,349
42850368,262,370
42853140,264,417
42855916,264,492
42858684,264,545
42861452,265,565
42864220,265,581
42866996,265,568
42869776,265,531
42872540,265,505
42875316,265,470
42878092,265,452
42880860,262,452
42883636,264,439
42886404,265,456
42889172,266,440
42891940,265,446
42894708,265,405
42897480,266,407
42900252,265,405
42903028,263,370
42905792,265,375
42908556,265,352
42911332,263,351
42914116,264,336
42916892,264,311
42919660,263,302
42922444,265,288
42925220,266,311
42927988,264,295
42930768,265,303
42933540,266,297
42936308,265,294
42939084,265,269
42941860,263,282
42944628,264,271
42947396,262,262
42950168,265,241
42952940,267,218
42955704,266,193
42958484,263,198
42961260,267,179
42964024,266,188
42966792,265,191
42969564,262,178
42972328,265,168
42975088,265,165
42977856,263,171
42980616,265,189
42983384,265,190
42986152,264,212
42988916,265,272
42991692,267,303
42994460,264,320
42997228,266,327
42999996,266,325
43002760,265,304
43005528,264,291
43008304,264,258
43011068,264,215
43013844,263,177
43016608,260,184
43019368,266,162
43022128,264,211
43024896,265,216
43027660,266,262
43030420,265,269
43033196,263,278
43035964,265,268
43038744,265,279
43041508,263,251
43044276,264,259
43047040,265,244
43049800,264,228
43052568,264,239
43055328,266,233
43058088,264,255
43060852,265,275
43063620,263,270
43066396,265,284
43069164,267,294
43071940,264,303
43074708,265,303
43077476,264,318
43080256,266,318
43083028,265,315
43085804,264,319
43088580,265,328
43091356,265,348
43094124,266,342
43096892,264,341
43099668,266,345
43102436,258,351
43105212,263,352
43107980,263,374
43110760,265,376
43113528,262,375
43116300,264,385
43119076,264,380
43121836,266,403
43124604,265,414
43127372,264,437
43130140,265,425
43132916,265,421
43135684,267,434
43138452,265,429
43141220,264,453
43143988,265,460
43146768,264,461
43149540,263,468
43152308,265,458
43155084,264,483
43157860,263,481
43160632,265,476
43163412,265,477
43166188,265,434
43168956,264,378
43171724,266,358
43174500,265,351
43177276,265,346
43180052,264,369
43182820,265,390
43185588,265,442
43188356,264,506
43191124,264,557
43193900,267,566
43196668,265,559
43199444,266,519
43202220,269,488
43204996,266,456
43207760,265,439
43210524,264,431
43213300,265,433
43216060,265,448
43218828,264,457
43221604,265,452
43224380,264,455
43227152,265,440
43229916,264,410
43232692,266,436
43235460,265,408
43238228,265,403
43241004,264,381
43243768,265,373
43246532,263,371
43249308,265,351
43252084,263,343
43254860,264,351
43257620,265,345
43260396,263,322
43263164,264,306
43265932,263,296
43268708,265,303
43271484,265,277
43274268,265,273
43277036,266,271
43279808,266,277
43282568,263,262
43285328,264,225
43288096,269,217
43290856,265,215
43293620,264,223
43296388,263,203
43299164,265,195
43301936,264,185
43304700,263,178
43307472,265,181
43310240,268,180
43313000,265,170
43315776,265,166
43318528,266,177
43321292,264,184
43324064,266,208
43326828,262,222
43329596,265,261
43332364,262,295
43335140,264,310
43337924,264,321
43340684,265,330
43343460,265,297
43346236,262,286
43349012,266,261
43351784,264,231
43354556,267,201
43357320,266,184
43360088,265,195
43362848,266,200
43365608,264,207
43368376,266,253
43371156,266,257
43373924,265,266
43376692,262,280
43379460,264,281
43382228,266,275
43384988,265,263
43387752,264,257
43390524,262,261
43393288,264,249
43396056,264,235
43398824,263,244
43401592,264,248
43404364,262,256
43407132,266,264
43409900,266,281
43412668,263,279
43415444,265,270
43418228,265,299
43421004,265,299
43423784,265,314
43426540,262,319
43429316,266,325
43432084,265,331
43434844,264,330
43437620,264,339
43440388,265,356
43443156,265,356
43445932,265,366
43448700,267,382
43451468,264,386
43454236,266,387
43457012,265,407
43459776,264,414
43462548,265,418
43465316,265,406
43468092,264,406
43470860,264,411
43473628,264,422
43476396,265,433
43479164,266,429
43481932,265,444
43484692,266,425
43487468,266,424
43490236,265,443
43493004,265,458
43495768,265,440
43498536,265,447
43501308,265,440
43504084,263,442
43506852,264,450
43509620,264,453
43512396,264,454
43515172,265,427
43517940,265,374
43520716,267,353
43523484,265,349
43526252,264,344
43529020,266,342
43531800,265,339
43534564,264,385
43537332,268,414
43540108,265,467
43542876,265,511
43545652,265,525
43548420,265,526
43551196,265,503
43553956,264,470
43556716,265,444
43559484,264,416
43562244,265,411
43565004,269,407
43567784,264,390
43570548,264,406
43573320,265,406
43576092,265,395
43578868,262,422
43581636,264,407
43584404,262,400
43587172,271,405
43589940,265,402
43592700,265,393
43595476,266,376
43598260,264,382
43601020,263,353
43603792,262,353
43606564,264,358
43609332,266,350
43612100,265,327
43614876,265,346
43617652,264,305
43620428,265,308
43623196,265,298
43625972,263,273
43628744,265,256
43631508,266,270
43634280,264,255
43637060,264,247
43639824,265,236
43642596,264,225
43645372,264,236
43648144,265,211
43650920,261,206
43653692,261,247
43656452,265,231
43659220,264,206
43661988,263,219
43664760,265,234
43667528,265,206
43670280,264,204
43673040,265,217
43675808,265,238
43678572,265,259
43681340,263,298
43684108,264,310
43686876,265,316
43689656,263,315
43692440,265,310
43695212,266,303
43697976,263,298
43700756,265,285
43703516,265,281
43706288,263,290
43709060,264,272
43711836,264,256
43714608,265,241
43717380,263,247
43720156,263,219
43722924,264,216
43725684,264,239
43728460,265,246
43731228,263,224
43733988,267,242
43736756,265,240
43739528,264,251
43742300,265,258
43745064,266,228
43747824,266,247
43750592,264,229
43753360,267,220
43756128,263,225
43758896,264,228
43761656,264,243
43764432,264,251
43767200,264,246
43769960,264,251
43772724,265,263
43775500,266,278
43778268,264,292
43781036,266,300
43783812,264,304
43786588,263,320
43789372,264,334
43792140,266,330
43794924,265,356
43797692,264,362
43800468,266,365
43803236,264,393
43806012,265,426
43808792,265,423
43811548,266,424
43814316,264,432
43817092,265,444
43819860,262,443
43822628,265,454
43825396,265,468
43828164,264,457
43830940,265,474
43833716,266,464
43836492,266,474
43839260,265,488
43842028,264,500
43844800,264,504
43847556,266,506
43850324,265,499
43853100,265,491
43855860,263,487
43858628,264,415
43861404,264,376
43864172,263,359
43866940,258,344
43869716,266,344
43872484,264,420
43875252,264,482
43878020,264,551
43880800,265,573
43883572,265,574
43886348,266,560
43889124,265,560
43891900,268,534
43894668,265,487
43897444,264,467
43900228,266,432
43902992,265,411
43905768,265,430
43908540,264,442
43911308,265,444
43914076,267,445
43916844,266,434
43919604,264,421
43922372,265,446
43925148,265,424
43927916,264,394
43930692,264,368
43933460,265,370
43936228,265,343
43939004,265,358
43941776,265,332
43944548,264,328
43947324,265,310
43950108,269,299
43952876,263,304
43955644,264,302
43958420,266,289
43961188,264,274
43963964,265,275
43966728,265,254
43969496,265,241
43972272,265,255
43975052,263,247
43977820,265,242
43980580,263,256
43983352,266,235
43986120,266,216
43988880,266,225
43991644,265,206
43994420,263,208
43997192,266,199
43999952,264,192
44002720,266,184
44005488,265,168
44008256,263,167
44011016,264,165
44013784,265,172
44016536,266,177
44019312,264,207
44022092,264,272
44024860,265,304
44027620,265,319
44030396,266,327
44033164,265,325
44035916,265,292
44038688,262,283
44041452,265,263
44044220,264,235
44046988,265,189
44049764,266,170
44052528,263,153
44055288,264,168
44058064,264,197
44060824,265,218
44063584,265,250
44066364,262,257
44069136,266,247
44071900,264,257
44074668,266,270
44077444,265,259
44080208,264,241
44082968,265,240
44085736,263,239
44088504,266,221
44091272,265,251
44094048,265,239
44096816,266,263
44099580,264,257
44102348,264,265
44105124,265,292
44107884,265,309
44110652,266,317
44113428,264,328
44116204,265,321
44118972,264,324
44121752,264,353
44124524,263,353
44127308,263,369
44130084,264,369
44132860,263,378
44135636,264,389
44138412,265,394
44141188,267,409
44143956,264,414
44146728,267,416
44149492,265,431
44152268,265,427
44155044,263,449
44157816,264,443
44160588,265,435
44163356,263,430
44166132,264,430
44168908,266,438
44171684,264,441
44174452,265,450
44177220,266,452
44179988,264,455
44182760,268,457
44185524,264,458
44188300,264,460
44191076,266,471
44193840,264,460
44196612,265,434
44199388,264,378
44202172,266,354
44204932,265,347
44207700,264,345
44210476,264,342
44213244,263,379
44216020,266,396
44218792,264,427
44221564,265,465
44224332,264,496
44227108,264,533
44229876,264,527
44232636,266,507
44235412,263,469
44238196,264,460
44240972,265,423
44243732,265,408
44246508,264,396
44249276,264,386
44252044,265,389
44254816,264,397
44257588,265,417
44260364,265,417
44263132,264,419
44265900,269,408
44268668,261,384
44271436,265,391
44274204,265,392
44276972,265,394
44279732,264,387
44282508,265,368
44285284,263,352
44288068,265,347
44290828,265,362
44293596,265,360
44296380,265,358
44299148,264,332
44301916,265,323
44304692,265,319
44307476,266,329
44310244,265,328
44313020,265,306
44315792,263,293
44318556,266,271
44321332,258,280
44324108,264,275
44326872,265,242
44329644,265,266
44332420,264,237
44335192,265,220
44337960,265,203
44340736,264,209
44343504,265,211
44346276,265,216
44349052,265,203
44351828,264,192
44354592,268,187
44357352,264,174
44360120,266,177
44362880,264,186
44365640,262,206
44368396,269,263
44371156,266,295
44373908,266,303
44376684,263,303
44379460,263,293
44382236,264,284
44385004,265,276
44387776,262,245
44390540,264,192
44393300,264,145
44396076,266,158
44398836,265,156
44401596,264,166
44404368,263,205
44407144,265,223
44409912,265,236
44412672,265,248
44415452,268,247
44418216,270,231
44420976,264,233
44423744,263,226
44426504,265,249
44429264,265,237
44432024,265,232
44434788,264,214
44437552,262,245
44440320,266,251
44443088,265,249
44445860,264,268
44448620,264,286
44451396,260,289
44454164,265,301
44456932,265,319
44459708,264,332
44462484,264,342
44465260,265,353
44468028,264,341
44470808,266,371
44473572,265,381
44476348,264,398
44479132,265,405
44481900,265,415
44484672,264,422
44487436,267,416
44490212,263,436
44492988,265,449
44495760,266,460
44498532,263,470
44501308,265,463
44504084,264,472
44506852,266,479
44509628,264,485
44512396,265,484
44515172,264,496
44517948,263,489
44520716,265,476
44523484,265,497
44526260,264,498
44529028,265,489
44531800,264,473
44534564,264,401
44537340,264,367
44540108,266,357
44542876,265,349
44545644,266,371
44548420,263,409
44551192,266,455
44553964,263,518
44556740,266,547
44559516,264,570
44562292,266,573
44565068,264,550
44567836,264,517
44570604,263,497
44573380,266,468
44576156,264,439
44578924,265,427
44581692,263,422
44584460,262,418
44587228,264,443
44589996,265,425
44592776,264,421
44595548,264,417
44598312,262,424
44601084,265,407
44603852,265,391
44606620,265,392
44609388,264,352
44612164,264,357
44614940,264,362
44617708,265,341
44620484,265,317
44623268,264,326
44626036,264,324
44628808,264,304
44631580,264,284
44634356,265,281
44637124,264,283
44639900,265,285
44642676,263,270
44645452,265,279
44648228,265,287
44650996,265,268
44653768,265,244
44656532,263,247
44659300,264,262
44662072,265,229
44664848,267,217
44667612,280,208
44670380,264,211
44673148,265,202
44675908,265,189
44678672,266,179
44681432,264,182
44684200,270,179
44686960,266,177
44689724,264,186
44692488,265,192
44695248,263,202
44698016,266,242
44700784,263,283
44703548,261,305
44706324,264,322
44709092,267,326
44711852,264,307
44714632,262,296
44717404,259,279
44720180,265,262
44722948,265,238
44725720,264,195
44728488,266,177
44731256,264,164
44734024,265,187
44736796,266,191
44739552,266,230
44742332,265,265
44745108,264,282
44747876,264,286
44750636,265,288
44753404,265,272
44756172,264,290
44758940,267,286
44761716,264,265
44764492,265,259
44767268,264,260
44770036,265,270
44772820,264,262
44775592,264,257
44778356,264,268
44781140,264,266
44783916,265,270
44786700,265,277
44789476,265,292
44792252,265,321
44795020,264,318
44797792,266,320
44800572,264,334
44803340,265,328
44806108,264,333
44808884,264,343
44811652,266,341
44814428,264,352
44817196,267,337
44819972,265,352
44822740,265,349
44825508,266,352
44828284,265,379
44831060,265,370
44833832,259,383
44836596,266,390
44839372,265,403
44842140,264,410
44844908,264,420
44847676,264,422
44850444,265,417
44853212,264,436
44855980,266,451
44858748,265,456
44861516,266,459
44864284,264,454
44867052,267,448
44869824,259,440
44872588,265,451
44875356,262,458
44878140,265,453
44880908,265,464
44883676,264,456
44886452,265,441
44889220,264,407
44891988,265,371
44894768,264,355
44897532,263,347
44900300,265,346
44903076,262,369
44905844,264,399
44908608,265,446
44911380,266,500
44914156,265,547
44916924,265,549
44919692,266,551
44922468,264,526
44925244,265,504
44928012,267,463
44930776,265,449
44933548,264,416
44936316,265,405
44939084,266,422
44941852,265,412
44944620,265,416
44947380,264,405
44950156,265,421
44952924,264,417
44955700,266,410
44958468,266,390
44961236,264,382
44963996,265,396
44966768,264,392
44969540,265,367
44972308,264,354
44975076,265,360
44977852,265,355
44980620,265,331
44983388,264,321
44986156,266,315
44988940,265,317
44991708,265,304
44994484,264,297
44997260,264,305
45000036,266,300
45002808,264,303
45005572,265,287
45008340,267,284
45011108,265,292
45013868,263,283
45016644,266,276
45019412,265,256
45022188,265,259
45024952,265,254
45027720,266,248
45030492,266,242
45033260,265,237
45036024,265,222
45038800,265,212
45041572,264,193
45044340,265,186
45047108,266,209
45049872,265,172
45052624,265,167
45055384,264,180
45058152,264,186
45060912,264,198
45063684,264,257
45066452,266,290
45069212,265,306
45071980,266,305
45074748,266,300
45077516,264,295
45080288,263,280
45083060,266,246
45085824,262,219
45088576,265,206
45091344,264,167
45094112,265,173
45096872,265,161
45099640,264,173
45102408,266,201
45105184,265,209
45107948,265,259
45110716,264,269
45113492,264,266
45116260,264,262
45119028,265,266
45121796,263,246
45124556,265,267
45127328,265,255
45130108,265,268
45132876,260,273
45135636,264,264
45138412,265,262
45141180,265,276
45143948,266,276
45146716,266,279
45149492,264,282
45152276,263,283
45155040,266,296
45157816,265,311
45160580,264,323
45163348,265,297
45166124,263,304
45168896,266,312
45171660,264,325
45174436,264,340
45177212,265,344
45179980,264,344
45182748,265,341
45185532,264,344
45188308,262,367
45191076,264,377
45193844,264,401
45196620,264,403
45199404,265,389
45202172,264,401
45204948,265,421
45207708,265,441
45210476,264,427
45213252,265,425
45216012,264,429
45218784,266,418
45221556,265,427
45224324,266,452
45227100,265,457
45229868,265,458
45232644,264,459
45235412,266,448
45238180,265,460
45240956,264,475
45243732,265,478
45246504,266,478
45249276,266,474
45252044,277,470
45254816,264,466
45257580,264,404
45260356,265,370
45263132,265,356
45265900,260,343
45268668,266,361
45271444,268,410
45274212,264,458
45276980,265,516
45279756,264,533
45282524,264,540
45285292,264,533
45288068,264,538
45290844,264,527
45293608,265,501
45296380,265,475
45299148,264,428
45301916,264,420
45304684,267,410
45307460,265,412
45310220,265,423
45312988,264,423
45315768,266,422
45318540,264,429
45321308,264,448
45324076,265,445
45326844,263,417
45329604,265,414
45332372,265,413
45335148,264,397
45337924,266,365
45340700,266,379
45343468,265,371
45346244,264,351
45349004,264,350
45351776,265,325
45354548,265,312
45357316,264,296
45360092,264,301
45362868,266,298
45365644,265,282
45368408,266,248
45371176,264,240
45373944,265,239
45376716,265,259
45379484,264,230
45382256,265,246
45385024,263,234
45387804,265,232
45390568,265,230
45393348,267,228
45396116,266,232
45398876,261,219
45401644,265,207
45404412,264,207
45407176,266,207
45409944,266,203
45412712,265,188
45415488,265,175
45418248,276,167
45421008,265,174
45423776,264,183
45426536,264,200
45429316,265,267
45432084,266,297
45434844,265,309
45437604,263,309
45440380,264,295
45443148,265,289
45445912,264,284
45448684,265,254
45451452,266,220
45454208,264,185
45456980,261,150
45459740,264,129
45462508,265,158
45465276,264,178
45468048,264,191
45470812,265,229
45473576,263,249
45476352,265,253
45479108,266,270
45481868,261,285
45484640,265,239
45487420,265,271
45490196,264,267
45492960,262,246
45495720,266,252
45498492,265,261
45501260,263,269
45504036,265,267
45506800,265,269
45509564,265,268
45512340,264,285
45515116,263,302
45517892,264,304
45520660,264,305
45523444,265,317
45526220,264,331
45528988,264,344
45531768,266,350
45534540,265,354
45537324,266,353
45540092,266,362
45542868,265,359
45545636,264,374
45548404,265,365
45551180,265,382
45553948,266,399
45556708,264,418
45559484,266,405
45562260,264,419
45565028,265,426
45567800,264,426
45570572,268,444
45573340,265,434
45576108,265,449
45578876,264,440
45581652,264,444
45584424,266,454
45587196,265,451
45589972,264,460
45592740,264,470
45595508,266,479
45598284,265,476
45601052,264,465
45603824,265,469
45606596,264,460
45609372,266,437
45612140,264,390
45614900,265,361
45617676,262,346
45620444,264,379
45623212,265,406
45625980,264,432
45628756,265,466
45631536,265,493
45634308,265,500
45637084,265,526
45639852,263,538
45642620,266,529
45645396,264,516
45648164,263,495
45650932,265,452
45653700,268,435
45656476,265,425
45659244,265,410
45662012,266,416
45664792,265,423
45667556,264,403
45670332,265,398
45673108,265,401
45675876,264,421
45678652,265,403
45681420,264,382
45684204,267,378
45686972,263,373
45689740,264,367
45692508,265,363
45695284,265,361
45698064,263,340
45700832,264,328
45703604,266,322
45706372,262,304
45709140,265,314
45711916,266,319
45714684,265,322
45717452,264,306
45720228,263,302
45723004,266,289
45725780,264,294
45728540,263,263
45731316,265,269
45734092,259,274
45736856,264,255
45739632,265,255
45742400,265,233
45745176,263,229
45747928,265,217
45750688,264,197
45753460,264,191
45756228,264,203
45758996,264,192
45761752,264,189
45764512,264,178
45767280,264,170
45770044,262,172
45772812,264,168
45775568,265,196
45778336,263,248
45781108,264,291
45783876,264,305
45786644,265,293
45789412,265,293
45792180,261,288
45794956,265,271
45797720,264,244
45800496,264,223
45803256,264,220
45806024,263,190
45808788,265,185
45811552,264,185
45814328,263,202
45817096,266,209
45819856,264,204
45822616,264,241
45825388,264,257
45828164,263,260
45830924,264,287
45833692,265,278
45836460,265,279
45839236,264,296
45842004,266,316
45844788,265,294
45847564,265,298
45850340,267,309
45853124,264,314
45855896,265,309
45858664,263,313
45861444,264,313
45864220,266,313
45866988,265,323
45869764,264,325
45872540,266,331
45875316,264,355
45878084,265,334
45880852,264,341
45883620,266,337
45886388,265,348
45889164,266,354
45891932,265,367
45894708,264,364
45897476,265,372
45900252,265,375
45903012,278,368
45905784,264,368
45908556,265,382
45911324,265,390
45914100,264,383
45916876,269,372
45919644,263,395
45922412,264,397
45925180,264,406
45927956,264,404
45930716,263,406
45933484,265,396
45936252,264,406
45939020,263,413
45941796,265,412
45944564,264,416
45947340,265,408
45950108,263,406
45952876,266,403
45955652,264,423
45958420,265,422
45961188,265,422
45963964,265,427
45966740,263,413
45969516,264,414
45972284,265,416
45975060,264,405
45977824,266,370
45980588,265,354
45983364,267,340
45986140,265,336
45988912,262,340
45991676,265,340
45994452,265,339
45997220,264,358
45999988,262,377
46002764,264,396
46005532,264,435
46008300,265,472
46011084,266,487
46013860,264,478
46016628,263,465
46019396,265,449
46022172,265,436
46024940,265,412
46027708,265,408
46030484,264,397
46033260,264,388
46036032,265,386
46038808,265,402
46041580,266,403
46044348,264,433
46047116,266,415
46049892,265,424
46052660,266,445
46055436,265,409
46058204,264,405
46060980,264,382
46063748,266,416
46066524,267,398
46069292,264,395
46072060,264,392
46074824,265,369
46077596,263,340
46080364,265,349
46083132,264,332
46085892,265,327
46088660,265,315
46091436,264,317
46094204,265,310
46096980,265,302
46099756,264,274
46102540,264,270
46105308,265,265
46108084,264,272
46110852,264,256
46113608,265,252
46116384,265,251
46119148,264,257
46121912,266,255
46124680,265,242
46127456,266,239
46130232,263,213
46132996,264,202
46135756,262,202
46138524,265,203
46141288,263,210
46144064,266,205
46146836,265,199
46149596,263,198
46152352,266,216
46155120,265,234
46157892,267,265
46160652,263,299
46163428,266,318
46166204,265,320
46168972,264,324
46171748,263,332
46174532,265,333
46177308,264,312
46180080,263,317
46182852,264,290
46185620,265,259
46188388,262,237
46191164,265,216
46193932,265,232
46196700,265,212
46199468,265,213
46202244,264,241
46205004,265,270
46207780,266,280
46210560,264,269
46213336,264,311
46216104,267,289
46218876,254,300
46221656,264,284
46224436,266,283
46227204,265,277
46229972,265,256
46232740,259,265
46235516,263,260
46238296,266,268
46241052,265,278
46243820,265,290
46246592,265,295
46249376,265,298
46252148,266,315
46254908,265,305
46257684,264,324
46260452,263,322
46263228,265,330
46265996,263,335
46268776,264,332
46271556,264,337
46274332,265,347
46277108,265,348
46279876,265,344
46282644,265,351
46285412,267,369
46288188,262,369
46290960,264,384
46293724,265,372
46296500,264,393
46299260,262,381
46302020,264,373
46304800,264,378
46307564,264,398
46310340,267,394
46313124,265,392
46315900,265,390
46318668,264,392
46321444,267,404
46324212,265,411
46326980,265,416
46329748,264,415
46332508,264,408
46335284,266,397
46338056,265,402
46340824,264,396
46343596,264,395
46346372,267,390
46349148,266,383
46351916,263,384
46354684,264,391
46357452,265,395
46360228,264,398
46363004,265,389
46365772,264,383
46368540,263,373
46371316,265,356
46374084,264,349
46376852,264,344
46379628,265,341
46382404,264,335
46385180,264,331
46387940,264,335
46390716,264,365
46393492,265,370
46396260,265,381
46399028,265,386
