Time [us], A0, A1
14048248,669,401
14051016,667,399
14053792,666,393
14056556,668,393
14059320,664,400
14062096,668,400
14064864,667,400
14067624,669,400
14070400,667,393
14073160,665,393
14075936,668,400
14078704,665,400
14081472,665,400
14084232,663,400
14087000,663,393
14089776,665,393
14092540,664,400
14095304,660,400
14098080,664,401
14100848,662,400
14103616,665,393
14106384,662,393
14109152,662,400
14111928,660,401
14114696,660,400
14117464,658,400
14120232,661,393
14123000,660,393
14125776,659,400
14128544,659,400
14131304,658,401
14134072,660,400
14136840,657,393
14139608,656,393
14142372,657,400
14145144,657,401
14147912,658,401
14150688,654,400
14153448,651,393
14156228,654,393
14158992,653,400
14161760,656,400
14164528,654,401
14167288,652,400
14170048,650,393
14172824,650,393
14175600,650,400
14178380,652,401
14181136,651,401
14183904,652,400
14186680,651,393
14189440,648,392
14192200,651,400
14194968,650,400
14197736,649,400
14200504,648,400
14203284,648,393
14206040,646,392
14208808,647,400
14211576,647,401
14214344,645,400
14217096,645,401
14219868,646,393
14222640,646,392
14225420,645,400
14228184,645,400
14230960,644,400
14233728,642,400
14236496,641,393
14239264,644,392
14242032,640,400
14244792,642,400
14247560,643,401
14250328,642,401
14253104,642,394
14255872,642,392
14258648,640,399
14261420,639,400
14264188,638,401
14266964,639,401
14269740,638,393
14272508,636,392
14275284,637,400
14278060,635,401
14280828,635,400
14283588,636,400
14286360,636,394
14289132,634,392
14291900,637,399
14294676,634,400
14297452,634,401
14300224,633,400
14302996,633,394
14305772,634,392
14308536,633,400
14311300,631,401
14314076,631,401
14316860,631,400
14319632,630,394
14322408,632,392
14325180,630,399
14327956,629,401
14330732,629,400
14333500,629,400
14336268,630,394
14339036,618,392
14341812,628,399
14344588,625,400
14347348,626,401
14350116,624,400
14352892,626,394
14355660,626,392
14358428,626,399
14361204,623,400
14363980,625,401
14366752,621,400
14369524,623,394
14372300,626,392
14375072,623,399
14377844,621,401
14380612,619,401
14383376,620,400
14386148,621,394
14388924,621,392
14391700,620,399
14394468,619,400
14397236,620,400
14400012,618,400
14402780,616,394
14405548,617,392
14408316,615,399
14411092,616,401
14413864,617,401
14416628,615,401
14419408,615,394
14422172,616,392
14424940,615,398
14427716,614,400
14430484,611,401
14433244,612,401
14436020,613,394
14438796,612,392
14441564,612,398
14444332,610,400
14447100,611,400
14449868,611,400
14452628,610,394
14455400,600,392
14458172,610,398
14460952,611,400
14463724,609,400
14466500,611,400
14469268,609,394
14472036,611,392
14474812,609,397
14477572,607,401
14480332,607,401
14483108,607,401
14485876,609,394
14488640,603,392
14491400,605,398
14494172,604,400
14496940,603,400
14499708,603,400
14502476,601,395
14505244,604,392
14508004,602,398
14510780,604,400
14513556,601,400
14516324,601,400
14519092,599,395
14521868,599,392
14524628,596,397
14527392,598,400
14530164,596,401
14532940,597,401
14535712,596,395
14538484,594,392
14541260,596,397
14544036,595,401
14546804,597,400
14549572,594,400
14552332,595,395
14555108,595,392
14557884,594,397
14560668,594,401
14563436,593,400
14566204,593,401
14568980,591,395
14571740,591,392
14574500,592,397
14577268,591,400
14580044,591,400
14582824,591,400
14585588,589,395
14588368,592,392
14591132,590,397
14593900,589,400
14596676,586,401
14599436,587,401
14602192,585,395
14604972,586,392
14607748,585,396
14610508,585,400
14613276,584,400
14616052,585,401
14618816,583,395
14621580,584,392
14624344,582,396
14627124,583,400
14629896,582,400
14632660,582,400
14635428,583,395
14638188,581,392
14640956,581,396
14643732,579,400
14646492,580,400
14649248,577,400
14652024,579,395
14654804,579,392
14657568,578,396
14660340,578,401
14663116,577,401
14665884,577,400
14668652,577,396
14671428,578,392
14674196,576,395
14676964,572,400
14679732,575,400
14682508,573,400
14685264,567,396
14688032,572,392
14690800,576,395
14693564,574,400
14696332,572,401
14699108,571,400
14701884,572,396
14704656,569,392
14707424,568,395
14710196,570,401
14712964,569,400
14715728,567,400
14718508,570,396
14721268,568,392
14724032,567,395
14726812,566,400
14729580,571,400
14732344,565,401
14735124,558,396
14737908,567,392
14740676,566,395
14743444,565,400
14746228,566,400
14749004,564,400
14751776,566,396
14754548,563,392
14757324,561,395
14760092,564,400
14762852,562,400
14765620,562,400
14768392,560,396
14771156,562,392
14773940,560,395
14776716,560,401
14779484,564,400
14782252,560,400
14785036,560,397
14787804,556,392
14790564,559,395
14793332,560,400
14796108,556,401
14798888,558,400
14801652,556,397
14804428,553,392
14807196,555,395
14809964,556,401
14812740,554,400
14815508,552,400
14818276,556,397
14821052,554,392
14823836,551,394
14826604,552,400
14829376,553,400
14832148,551,400
14834924,554,397
14837692,549,392
14840460,556,394
14843236,552,400
14846008,554,400
14848780,551,400
14851548,550,397
14854316,549,392
14857084,550,394
14859860,551,400
14862620,548,401
14865392,548,401
14868156,549,398
14870932,551,392
14873708,545,394
14876476,548,400
14879252,548,400
14882020,547,400
14884788,548,397
14887564,548,392
14890340,549,394
14893112,547,400
14895892,543,400
14898676,544,400
14901444,545,397
14904204,544,392
14906980,545,395
14909756,541,400
14912528,544,400
14915300,543,401
14918068,539,398
14920844,543,392
14923604,544,394
14926384,543,400
14929156,541,401
14931916,541,401
14934692,538,398
14937468,544,392
14940236,536,394
14943004,539,400
14945780,540,400
14948548,541,400
14951308,538,398
14954084,539,392
14956860,537,394
14959632,538,400
14962408,539,400
14965180,539,401
14967948,536,398
14970716,538,392
14973484,535,394
14976252,539,400
14979028,533,401
14981804,534,401
14984580,534,399
14987340,530,393
14990108,534,394
14992892,534,401
14995660,533,400
14998424,531,400
15001188,532,398
15003964,533,392
15006740,533,393
15009500,532,400
15012268,532,400
15015044,529,400
15017820,529,398
15020596,532,392
15023376,530,393
15026148,529,400
15028924,528,400
15031700,528,400
15034468,528,398
15037236,526,393
15040020,529,393
15042796,526,400
15045556,526,401
15048332,527,400
15051108,528,398
15053888,520,393
15056668,525,394
15059436,527,400
15062204,525,400
15064980,526,400
15067748,525,399
15070524,523,392
15073300,524,393
15076068,523,400
15078852,520,400
15081620,523,400
15084392,522,399
15087164,522,392
15089940,522,394
15092708,520,400
15095484,520,400
15098260,518,400
15101028,519,399
15103788,521,392
15106564,519,393
15109324,520,400
15112092,517,400
15114860,516,400
15117636,517,399
15120412,513,393
15123188,517,393
15125964,515,400
15128732,516,400
15131500,515,400
15134276,514,399
15137044,516,393
15139812,512,393
15142588,514,400
15145368,512,401
15148140,514,401
15150916,511,399
15153684,515,393
15156452,514,393
15159220,515,400
15161996,512,400
15164772,510,401
15167552,510,400
15170316,512,393
15173092,511,393
15175868,510,400
15178636,509,400
15181416,513,400
15184188,509,400
15186968,506,393
15189740,504,393
15192504,508,400
15195272,507,401
15198040,506,400
15200808,506,399
15203580,508,393
15206348,507,393
15209128,505,400
15211904,505,400
15214664,506,400
15217432,502,400
15220204,505,393
15222972,498,393
15225744,503,400
15228512,503,400
15231280,502,400
15234056,502,400
15236824,503,393
15239592,500,393
15242368,499,400
15245128,500,401
15247888,500,401
15250656,499,400
15253432,501,393
15256204,501,393
15258976,500,400
15261752,500,401
15264512,498,400
15267288,497,400
15270060,499,393
15272828,498,393
15275592,497,400
15278368,498,400
15281128,497,400
15283896,494,400
15286676,496,393
15289440,496,392
15292208,495,400
15294984,495,401
15297752,495,401
15300512,495,400
15303284,493,393
15306056,495,392
15308832,492,400
15311600,492,400
15314372,491,400
15317136,492,400
15319908,489,393
15322680,486,392
15325444,489,400
15328204,489,400
15330980,489,401
15333752,486,400
15336520,485,393
15339280,488,392
15342056,490,400
15344824,488,400
15347584,488,401
15350352,485,400
15353128,488,393
15355912,480,392
15358680,486,400
15361456,485,400
15364216,483,400
15366984,483,400
15369748,484,393
15372504,485,392
15375264,483,400
15378040,483,401
15380808,481,400
15383576,482,401
15386336,475,394
15389104,481,392
15391876,479,400
15394632,481,401
15397396,480,401
15400160,481,401
15402932,478,393
15405704,477,392
15408480,479,399
15411248,477,400
15414008,475,400
15416784,477,400
15419552,475,394
15422320,472,392
15425096,476,399
15427864,477,400
15430632,472,400
15433408,473,400
15436168,471,394
15438936,473,392
15441704,471,399
15444480,473,400
15447240,470,400
15450000,468,401
15452784,473,394
15455552,468,392
15458328,470,399
15461104,468,401
15463880,467,400
15466640,465,400
15469412,466,394
15472184,463,392
15474952,464,399
15477732,464,401
15480496,466,400
15483268,464,400
15486040,466,394
15488808,462,392
15491576,463,399
15494340,463,401
15497104,461,400
15499880,460,400
15502656,462,394
15505428,460,392
15508192,457,399
15510968,458,401
15513736,460,400
15516496,459,400
15519264,460,394
15522040,457,392
15524808,456,398
15527576,456,401
15530352,458,400
15533128,454,400
15535888,455,394
15538664,456,392
15541436,453,398
15544208,456,401
15546984,454,400
15549760,453,400
15552528,451,394
15555288,452,392
15558056,452,398
15560832,450,400
15563600,451,400
15566376,447,401
15569136,451,394
15571904,453,392
15574676,447,398
15577452,448,400
15580224,449,401
15582984,447,400
15585752,448,394
15588520,444,392
15591284,447,398
15594056,448,401
15596824,448,400
15599584,446,400
15602344,446,395
15605112,445,392
15607884,443,397
15610640,444,400
15613416,443,400
15616184,444,400
15618944,443,395
15621724,443,392
15624488,440,397
15627248,441,400
15630020,443,401
15632792,442,400
15635552,441,394
15638320,437,392
15641088,442,397
15643856,440,401
15646616,441,401
15649392,439,400
15652160,439,395
15654928,438,392
15657696,437,397
15660464,436,401
15663228,438,400
15665992,437,400
15668764,438,395
15671532,434,392
15674288,439,396
15677064,437,400
15679832,436,400
15682608,434,400
15685372,436,395
15688136,436,392
15690908,433,396
15693672,434,400
15696440,431,400
15699212,433,400
15701976,432,395
15704752,451,392
15707528,433,396
15710296,433,400
15713068,432,400
15715840,431,400
15718600,429,395
15721372,431,392
15724144,422,396
15726920,426,400
15729696,428,401
15732448,431,400
15735216,430,396
15737984,427,392
15740752,425,395
15743520,427,400
15746288,427,400
15749056,427,400
15751832,425,396
15754608,424,392
15757380,425,395
15760140,424,401
15762916,423,400
15765688,424,400
15768448,424,396
15771216,421,392
15773992,421,395
15776760,423,400
15779532,420,400
15782296,421,400
15785064,422,396
15787832,421,392
15790600,421,395
15793360,417,400
15796120,419,401
15798900,418,401
15801668,418,396
15804436,413,392
15807204,418,395
15809976,417,400
15812744,416,400
15815504,415,400
15818280,416,396
15821048,414,392
15823816,415,395
15826596,411,400
15829360,415,400
15832136,414,400
15834904,412,396
15837668,413,392
15840432,413,394
15843192,411,400
15845968,412,400
15848748,413,400
15851512,410,397
15854280,414,392
15857056,410,394
15859824,409,400
15862584,411,400
15865352,409,400
15868120,408,397
15870896,409,392
15873664,409,394
15876440,409,400
15879208,409,400
15881976,407,400
15884744,407,397
15887512,401,392
15890272,406,394
15893044,406,400
15895800,404,400
15898564,404,401
15901328,404,397
15904096,404,392
15906872,406,393
15909636,403,400
15912412,404,400
15915176,404,400
15917944,402,398
15920712,399,392
15923464,402,394
15926232,402,401
15929012,401,401
15931784,400,400
15934552,400,398
15937320,400,392
15940100,399,394
15942856,401,400
15945624,397,400
15948400,399,400
15951164,401,398
15953936,398,392
15956704,395,393
15959472,399,400
15962232,397,400
15965000,397,400
15967776,399,398
15970556,396,393
15973324,400,393
15976096,395,400
15978872,397,400
15981640,394,400
15984408,394,398
15987168,392,392
15989948,394,393
15992712,393,400
15995480,391,400
15998248,392,400
16001012,394,398
16003784,391,392
16006556,391,393
16009312,391,400
16012072,392,400
16014840,394,400
16017600,390,399
16020368,390,392
16023148,390,393
16025920,390,400
16028688,390,400
16031448,389,400
16034216,389,399
16036984,389,393
16039756,388,393
16042528,386,400
16045288,386,400
16048056,387,400
16050824,387,399
16053592,387,393
16056368,380,393
16059140,387,400
16061912,385,400
16064672,385,400
16067440,383,399
16070212,384,393
16072976,385,393
16075744,386,400
16078512,383,400
16081288,384,400
16084052,383,399
16086808,381,393
16089588,383,393
16092348,383,400
16095112,381,401
16097888,382,400
16100664,381,400
16103436,379,393
16106200,380,393
16108972,382,400
16111736,381,400
16114496,380,400
16117256,380,400
16120024,380,393
16122780,378,392
16125536,378,400
16128312,379,400
16131080,376,401
16133852,378,400
16136628,384,393
16139400,377,393
16142160,376,400
16144940,373,400
16147704,375,400
16150476,374,400
16153244,373,393
16156020,374,392
16158792,374,400
16161552,373,401
16164320,373,400
16167096,376,400
16169868,374,393
16172636,372,392
16175408,372,400
16178168,371,400
16180944,371,400
16183712,369,400
16186468,371,393
16189236,369,393
16192020,371,400
16194776,371,401
16197540,371,401
16200308,369,400
16203084,367,393
16205856,369,392
16208624,368,400
16211400,368,400
16214160,368,400
16216928,368,400
16219704,368,394
16222468,369,392
16225232,365,400
16228012,366,401
16230772,368,400
16233536,366,400
16236300,366,393
16239072,370,392
16241852,364,400
16244616,365,401
16247384,368,401
16250136,366,400
16252908,364,393
16255680,365,392
16258448,364,400
16261212,359,400
16263980,363,400
16266756,363,400
16269516,363,393
16272284,363,392
16275048,365,399
16277824,363,400
16280600,362,400
16283360,360,401
16286140,369,394
16288904,361,392
16291684,359,399
16294460,359,400
16297216,364,400
16299988,359,400
16302756,358,394
16305528,355,391
16308296,358,399
16311068,359,401
16313836,358,401
16316600,358,401
16319368,357,394
16322144,357,392
16324912,356,399
16327688,358,400
16330448,357,400
16333212,354,400
16335976,356,394
16338744,355,392
16341512,352,399
16344284,354,401
16347048,355,400
16349828,354,400
16352600,353,394
16355380,350,392
16358144,353,399
16360920,352,401
16363688,354,400
16366448,352,400
16369216,352,394
16371992,353,392
16374764,351,398
16377528,349,400
16380304,352,400
16383072,351,400
16385840,348,394
16388608,350,392
16391372,349,398
16394140,349,400
16396916,349,400
16399688,351,400
16402456,351,394
16405220,349,392
16407988,350,398
16410744,348,401
16413504,350,401
16416276,347,400
16419036,347,394
16421800,348,392
16424568,345,398
16427336,343,400
16430112,345,400
16432872,345,400
16435640,344,395
16438408,343,392
16441156,343,397
16443924,342,400
16446696,343,400
16449456,341,401
16452216,342,395
16454984,342,392
16457760,341,397
16460512,343,400
16463280,338,400
16466048,341,400
16468816,341,395
16471588,339,392
16474344,341,397
16477112,342,400
16479888,340,400
16482656,339,400
16485428,337,395
16488192,341,392
16490960,340,396
16493720,339,400
16496480,339,400
16499248,340,400
16502016,337,395
16504784,338,392
16507560,340,396
16510328,336,400
16513096,339,400
16515864,336,400
16518632,335,395
16521404,335,392
16524172,334,396
16526936,336,401
16529716,337,400
16532472,337,400
16535240,333,395
16538020,337,392
16540784,336,396
16543544,336,400
16546312,336,400
16549080,335,400
16551848,335,396
16554616,334,392
16557392,336,395
16560160,335,401
16562920,334,400
16565688,335,400
16568448,334,396
16571208,330,392
16573968,333,395
16576728,332,400
16579496,335,400
16582264,333,400
16585044,332,396
16587816,334,392
16590584,331,395
16593352,335,400
16596112,331,400
16598880,330,400
16601648,330,396
16604416,329,392
16607176,327,395
16609956,329,400
16612724,329,400
16615488,327,400
16618248,328,396
16621024,328,392
16623800,330,395
16626572,329,400
16629336,328,401
16632104,329,401
16634868,324,396
16637640,325,392
16640408,327,395
16643168,327,400
16645940,327,400
16648712,325,400
16651468,324,397
16654228,324,392
16656996,324,394
16659768,327,400
16662520,323,400
16665288,321,400
16668048,323,397
16670808,323,392
16673568,324,394
16676340,323,400
16679096,324,400
16681864,321,400
16684632,322,397
16687408,324,392
16690168,321,394
16692948,322,400
16695716,323,400
16698480,321,400
16701244,318,397
16704020,322,392
16706788,319,394
16709544,320,400
16712316,318,400
16715092,319,400
16717864,321,398
16720628,315,392
16723400,320,394
16726156,317,400
16728924,317,400
16731692,319,400
16734452,316,398
16737220,318,392
16739996,311,393
16742772,317,400
16745536,315,400
16748300,315,400
16751076,315,398
16753852,309,392
16756612,317,394
16759384,317,400
16762148,315,400
16764924,314,400
16767700,315,398
16770476,313,392
16773244,315,394
16776012,312,400
16778788,313,400
16781548,317,400
16784316,314,399
16787092,311,393
16789868,314,393
16792632,312,400
16795400,316,400
16798172,311,400
16800940,311,399
16803700,310,393
16806476,310,393
16809244,310,400
16812012,313,400
16814788,310,400
16817572,313,399
16820340,311,393
16823108,308,393
16825884,309,400
16828652,308,400
16831424,308,400
16834188,309,399
16836964,308,393
16839736,305,393
16842500,308,400
16845268,308,400
16848036,306,400
16850804,308,399
16853580,307,392
16856340,308,393
16859108,306,400
16861876,308,400
16864644,306,400
16867416,308,399
16870188,305,392
16872964,305,393
16875732,306,400
16878500,306,400
16881276,305,400
16884044,307,400
16886808,304,393
16889572,304,393
16892340,305,400
16895108,304,400
16897876,304,400
16900644,305,399
16903408,303,393
16906180,300,393
16908956,302,400
16911732,300,400
16914496,303,400
16917260,302,400
16920028,304,393
16922796,301,393
16925556,301,400
16928332,302,400
16931100,301,400
16933868,299,400
16936636,301,393
16939416,300,393
16942188,300,400
16944956,300,400
16947732,298,400
16950492,300,400
16953260,295,393
16956036,300,392
16958812,297,400
16961584,297,401
16964348,296,400
16967116,298,400
16969892,299,393
16972660,294,392
16975432,296,400
16978196,298,401
16980964,296,400
16983740,296,400
16986508,292,393
16989276,298,393
16992044,294,400
16994828,296,401
16997588,294,400
17000348,293,400
17003124,294,393
17005892,293,392
17008664,295,400
17011440,294,401
17014212,296,400
17016972,292,400
17019740,293,393
17022500,292,392
17025260,292,400
17028020,290,401
17030796,290,400
17033572,291,401
17036344,291,393
17039116,291,392
17041892,289,400
17044652,291,400
17047424,289,400
17050196,293,400
17052972,291,393
17055732,290,392
17058492,289,400
17061268,289,401
17064036,290,401
17066804,291,400
17069580,290,394
17072348,290,392
17075116,290,400
17077892,290,400
17080668,289,400
17083436,288,400
17086204,288,393
17088972,287,392
17091740,288,399
17094500,291,400
17097268,289,400
17100036,287,400
17102804,289,394
17105580,286,392
17108340,290,399
17111116,287,400
17113884,286,400
17116660,286,400
17119424,285,394
17122180,283,392
17124948,285,399
17127724,287,400
17130492,287,400
17133268,284,400
17136036,283,394
17138804,286,392
17141572,286,399
17144348,288,400
17147116,286,400
17149884,284,400
17152652,281,394
17155424,289,392
17158184,283,399
17160956,282,400
17163724,283,400
17166492,284,400
17169252,284,394
17172028,282,392
17174796,281,399
17177572,282,401
17180340,279,400
17183116,280,400
17185884,280,394
17188652,282,392
17191424,280,399
17194188,280,400
17196964,278,400
17199740,279,400
17202508,279,394
17205280,278,392
17208044,277,398
17210828,277,400
17213596,279,400
17216356,277,400
17219132,278,394
17221900,276,392
17224668,277,399
17227440,275,401
17230212,276,400
17232980,277,400
17235748,276,394
17238516,271,392
17241276,274,398
17244052,275,400
17246828,277,400
17249596,275,400
17252368,275,394
17255140,278,392
17257916,275,398
17260684,277,400
17263448,275,400
17266220,273,400
17268988,276,394
17271756,274,392
17274532,274,398
17277300,272,400
17280076,274,400
17282844,270,400
17285612,272,394
17288380,272,392
17291148,270,397
17293924,272,400
17296700,272,400
17299472,271,400
17302244,273,394
17305028,272,392
17307796,271,397
17310572,271,401
17313348,268,401
17316124,272,400
17318892,272,395
17321660,269,392
17324432,270,397
17327196,268,400
17329972,269,400
17332740,268,400
17335508,269,394
17338276,269,392
17341052,271,397
17343828,270,400
17346604,268,400
17349364,269,400
17352140,269,395
17354908,267,392
17357676,268,397
17360448,267,401
17363212,264,401
17365988,266,400
17368764,267,395
17371532,267,392
17374292,268,396
17377068,266,400
17379844,266,400
17382612,266,400
17385372,270,395
17388156,269,392
17390932,268,396
17393708,268,400
17396476,268,400
17399244,264,400
17402020,265,395
17404788,265,392
17407548,266,396
17410316,267,400
17413092,266,400
17415868,267,400
17418636,267,394
17421408,268,392
17424172,265,396
17426948,266,400
17429716,267,400
17432484,267,400
17435252,265,395
17438020,266,392
17440792,265,396
17443564,267,401
17446340,266,400
17449108,265,400
17451876,266,395
17454648,255,392
17457416,267,396
17460180,263,400
17462956,265,400
17465724,265,400
17468488,263,395
17471252,263,392
17474036,260,396
17476804,263,400
17479556,262,400
17482324,261,400
17485100,264,396
17487868,260,392
17490644,264,395
17493424,263,400
17496180,264,400
17498948,263,400
17501724,263,396
17504484,263,392
17507252,261,395
17510020,263,400
17512788,263,400
17515560,264,400
17518332,264,396
17521108,264,392
17523884,260,395
17526652,262,400
17529424,262,400
17532188,261,400
17534956,262,396
17537732,259,392
17540500,263,395
17543268,263,400
17546036,263,400
17548820,263,400
17551580,264,397
17554348,264,392
17557124,263,395
17559900,266,400
17562684,264,400
17565448,262,400
17568220,264,396
17570988,263,392
17573756,264,395
17576532,264,400
17579292,262,400
17582068,264,400
17584844,261,396
17587612,263,392
17590372,263,395
17593140,264,400
17595916,261,400
17598692,262,400
17601464,263,397
17604236,263,392
17607004,262,394
17609780,262,400
17612540,263,400
17615316,262,400
17618084,263,397
17620852,261,392
17623620,261,394
17626388,265,400
17629156,264,400
17631932,261,400
17634708,257,397
17637468,265,392
17640236,263,394
17643012,263,400
17645780,264,400
17648548,264,400
17651324,262,397
17654100,263,392
17656884,256,394
17659644,262,400
17662408,263,400
17665172,262,400
17667940,264,397
17670716,266,392
17673484,264,394
17676252,259,400
17679020,264,400
17681788,263,400
17684556,267,397
17687316,276,392
17690092,264,394
17692868,262,400
17695620,263,401
17698388,262,401
17701164,264,398
17703924,263,392
17706700,265,394
17709468,263,400
17712236,263,400
17715004,261,400
17717780,262,398
17720548,263,392
17723316,264,394
17726092,263,400
17728868,264,400
17731644,262,400
17734416,266,398
17737180,265,392
17739948,263,393
17742716,260,400
17745484,262,400
17748252,264,400
17751020,265,398
17753792,253,392
17756564,263,393
17759340,264,400
17762108,262,400
17764884,262,400
17767652,263,398
17770424,267,392
17773188,260,394
17775964,264,400
17778728,262,400
17781500,262,400
17784276,263,399
17787044,264,392
17789812,264,393
17792588,262,400
17795348,262,400
17798124,263,400
17800900,263,398
17803668,263,392
17806440,263,393
17809212,263,400
17811988,263,400
17814764,266,400
17817524,264,399
17820300,263,392
17823076,262,393
17825860,263,400
17828612,264,400
17831388,263,401
17834172,263,399
17836948,264,392
17839724,264,393
17842500,263,400
17845272,261,400
17848036,263,400
17850804,264,399
17853580,262,393
17856348,264,393
17859132,264,400
17861908,262,400
17864660,263,400
17867432,263,399
17870204,263,392
17872972,261,393
17875740,263,400
17878516,263,400
17881284,263,400
17884052,262,399
17886828,268,392
17889604,262,393
17892368,263,400
17895148,266,400
17897924,262,400
17900700,264,399
17903468,260,393
17906236,262,393
17909004,263,401
17911780,261,400
17914548,263,400
17917324,261,399
17920092,264,393
17922860,263,393
17925620,264,400
17928380,262,400
17931140,262,400
17933916,265,400
17936684,264,393
17939448,264,393
17942220,265,400
17944996,262,400
17947764,261,400
17950524,265,400
17953292,263,393
17956060,264,393
17958836,262,400
17961604,262,400
17964372,263,400
17967140,263,400
17969908,263,393
17972676,263,393
17975448,264,400
17978220,264,400
17980996,263,400
17983772,263,400
17986540,263,393
17989316,261,393
17992092,265,400
17994868,264,400
17997636,261,400
18000396,262,400
18003164,263,393
18005940,262,392
18008708,263,400
18011484,266,401
18014260,264,400
18017028,263,400
18019812,260,393
18022588,261,393
18025348,264,400
18028124,264,400
18030900,263,400
18033660,263,400
18036432,262,393
18039204,263,393
18041980,261,400
18044748,263,400
18047516,264,400
18050284,261,400
18053052,263,393
18055828,261,392
18058596,263,400
18061372,263,401
18064140,262,400
18066916,264,400
18069676,261,393
18072448,265,392
18075220,263,400
18077988,262,401
18080756,264,400
18083524,263,400
18086292,262,393
18089068,262,392
18091828,265,400
18094604,264,400
18097364,263,400
18100132,262,400
18102900,265,393
18105676,264,392
18108448,262,399
18111212,264,400
18113988,262,400
18116756,263,400
18119516,262,393
18122292,265,392
18125068,263,399
18127844,264,400
18130620,261,401
18133388,264,400
18136148,266,393
18138908,263,392
18141684,263,400
18144456,263,400
18147228,263,400
18150004,265,400
18152772,265,394
18155540,264,392
18158300,263,399
18161084,266,400
18163860,263,400
18166628,262,400
18169396,268,394
18172156,264,392
18174916,263,399
18177684,262,401
18180456,261,401
18183224,262,400
18185996,265,393
18188772,268,392
18191532,262,399
18194300,265,400
18197076,262,400
18199852,263,400
18202604,262,394
18205372,258,392
18208140,260,399
18210916,264,400
18213684,263,400
18216464,263,401
18219220,262,394
18221996,263,392
18224780,262,399
18227548,262,400
18230312,264,400
18233084,263,400
18235860,264,394
18238628,263,392
18241388,264,399
18244164,263,400
18246932,262,400
18249700,263,400
18252464,263,394
18255236,263,392
18258004,263,399
18260772,266,401
18263548,263,400
18266316,261,400
18269076,263,394
18271844,264,392
18274604,263,398
18277364,264,401
18280140,263,400
18282916,262,400
18285676,265,394
18288448,265,392
18291220,263,398
18293996,264,401
18296764,263,400
18299540,264,400
18302316,265,394
18305096,264,392
18307868,264,398
18310644,267,400
18313416,264,400
18316180,264,400
18318956,257,394
18321740,264,392
18324516,262,398
18327276,263,401
18330052,263,401
18332820,265,400
18335588,264,395
18338364,257,392
18341140,262,398
18343916,263,400
18346692,261,400
18349472,264,400
18352236,264,394
18355004,263,392
18357780,264,398
18360548,262,400
18363316,263,400
18366092,263,400
18368860,260,394
18371632,263,392
18374408,264,397
18377180,263,400
18379948,264,400
18382716,263,400
18385484,263,395
18388252,263,392
18391020,260,397
18393796,263,401
18396572,264,401
18399340,266,401
18402108,278,394
18404884,263,392
18407644,260,397
18410408,264,400
18413180,263,400
18415956,262,400
18418732,263,394
18421500,264,392
18424268,263,397
18427036,265,400
18429812,264,400
18432588,263,401
18435348,262,395
18438116,264,392
18440884,263,397
18443652,260,400
18446424,264,400
18449188,265,400
18451964,262,395
18454732,263,392
18457500,265,396
18460268,262,400
18463036,264,400
18465808,261,400
18468588,263,395
18471364,264,392
18474132,264,396
18476900,263,400
18479676,262,400
18482448,263,400
18485212,266,395
18487980,263,392
18490756,264,396
18493524,262,400
18496292,262,400
18499068,263,400
18501836,262,395
18504596,261,392
18507364,265,396
18510140,264,400
18512912,263,400
18515684,262,400
18518456,263,395
18521220,262,392
18523988,263,396
18526764,262,400
18529524,263,400
18532292,262,401
18535068,260,396
18537844,262,392
18540616,263,396
18543388,266,400
18546164,262,400
18548932,264,400
18551700,263,395
18554472,263,392
18557236,262,395
18560020,264,400
18562780,266,400
18565548,263,400
18568316,265,395
18571084,263,392
18573860,267,395
18576628,262,400
18579396,261,400
18582172,262,400
18584948,262,396
18587720,266,392
18590484,268,395
18593260,262,400
18596028,264,400
18598788,263,400
18601556,261,396
18604332,263,392
18607100,264,395
18609876,261,400
18612644,264,400
18615416,262,400
18618180,263,396
18620956,263,392
18623716,264,395
18626484,263,401
18629260,263,400
18632036,261,400
18634808,265,396
18637572,265,392
18640340,261,395
18643100,263,400
18645860,266,400
18648636,262,400
18651404,265,396
18654172,262,392
18656948,264,394
18659724,265,400
18662492,263,400
18665260,262,400
18668044,261,397
18670804,264,392
18673572,262,394
18676340,263,400
18679108,263,401
18681884,265,400
18684652,262,397
18687432,264,392
18690188,266,394
18692956,263,400
18695724,264,400
18698492,264,401
18701260,264,397
18704036,265,392
18706804,264,394
18709576,262,400
18712340,265,400
18715116,263,400
18717884,258,397
18720644,261,392
18723416,263,394
18726188,264,400
18728940,263,400
18731708,264,400
18734480,263,397
18737244,263,392
18740004,263,394
18742772,262,400
18745532,262,400
18748300,261,400
18751076,264,398
18753852,267,392
18756620,263,394
18759388,262,400
18762156,261,400
18764924,264,400
18767684,263,398
18770456,264,392
18773220,264,394
18775988,265,400
18778772,262,401
18781548,263,400
18784320,265,398
18787092,262,392
18789868,262,393
18792636,262,400
18795396,263,401
18798172,262,400
18800948,263,398
18803724,264,392
18806484,262,393
18809252,263,400
18812020,264,400
18814788,264,400
18817564,262,398
18820324,261,392
18823100,263,393
18825876,263,400
18828644,262,400
18831424,263,400
18834188,260,399
18836964,277,392
18839740,263,393
18842508,264,400
18845276,262,400
18848052,262,400
18850828,263,398
18853596,264,393
18856364,263,393
18859132,265,400
18861900,262,400
18864676,262,400
18867448,264,399
18870212,258,392
18872984,255,393
18875756,263,400
18878528,265,400
18881292,262,400
18884068,262,399
18886844,261,392
