Time [s], A0
13.455956,757
13.458728,756
13.461488,757
13.464248,756
13.467008,755
13.469768,754
13.472528,754
13.475296,756
13.478072,754
13.48084,755
13.483616,754
13.486388,752
13.48916,754
13.491928,751
13.494704,750
13.497464,750
13.500224,750
13.503,752
13.505768,747
13.508528,749
13.511296,745
13.514072,750
13.516848,745
13.519608,743
13.522384,748
13.525148,748
13.527912,747
13.530688,746
13.533456,745
13.53622,746
13.538984,745
13.54176,746
13.544528,744
13.547292,743
13.550064,742
13.552832,741
13.555584,740
13.55836,741
13.561112,739
13.563872,740
13.566648,739
13.569416,738
13.572176,740
13.574944,740
13.57772,739
13.58048,738
13.58324,737
13.58602,736
13.588792,738
13.591568,737
13.594328,736
13.597104,737
13.599872,735
13.60264,729
13.605412,731
13.608176,731
13.610944,728
13.61372,732
13.616488,730
13.619256,729
13.622024,729
13.6248,730
13.627576,727
13.630352,728
13.63312,729
13.635888,726
13.638664,725
13.641416,727
13.644192,725
13.646952,726
13.649712,726
13.65248,725
13.65524,724
13.658008,724
13.660784,722
13.663552,721
13.66632,723
13.669088,722
13.671848,716
13.674616,719
13.677388,720
13.68016,720
13.68292,716
13.685688,716
13.688452,718
13.691224,717
13.694,717
13.696768,716
13.699536,714
13.702296,714
13.705056,721
13.707832,713
13.7106,715
13.713364,715
13.716136,713
13.71892,711
13.721688,714
13.724456,712
13.727224,712
13.729992,711
13.732752,711
13.73552,712
13.738288,711
13.741064,707
13.743824,708
13.746592,709
13.749356,707
13.752112,708
13.754896,708
13.757664,706
13.760424,706
13.763196,708
13.76596,705
13.768736,705
13.771488,704
13.774264,705
13.77704,701
13.779808,704
13.782584,704
13.785356,715
13.78812,702
13.790888,703
13.793664,699
13.796424,701
13.799176,701
13.801944,700
13.804704,700
13.807464,699
13.810224,698
13.812992,695
13.81576,696
13.818528,697
13.821288,699
13.824064,696
13.826816,694
13.829584,695
13.832348,695
13.835096,691
13.837856,695
13.840624,695
13.843388,696
13.846164,693
13.848928,691
13.851704,689
13.854464,692
13.857232,693
13.859992,691
13.86276,690
13.865528,690
13.868296,689
13.871064,692
13.87384,688
13.876608,689
13.879376,689
13.882136,688
13.884904,698
13.887672,687
13.89044,686
13.8932,685
13.895976,685
13.898744,684
13.901528,686
13.9043,683
13.907064,687
13.90984,683
13.912612,684
13.91538,686
13.918148,683
13.920924,684
13.923704,682
13.926464,681
13.929224,682
13.932,681
13.934776,682
13.937544,681
13.94032,681
13.943088,679
13.945864,681
13.948624,680
13.9514,676
13.95416,681
13.95692,679
13.959696,677
13.962456,678
13.965216,681
13.967992,678
13.970768,677
13.973544,676
13.976304,676
13.97908,676
13.981848,675
13.9846,676
13.987376,675
13.990128,675
13.992896,675
13.995656,672
13.998428,674
14.0012,676
14.00396,670
14.006736,672
14.009504,673
14.012264,672
14.01504,672
14.017812,669
14.02056,670
14.023328,675
14.026104,672
14.028872,671
14.03164,668
14.034408,671
14.037176,672
14.039944,667
14.04272,669
14.045488,667
14.048248,669
14.051016,667
14.053792,666
14.056556,668
14.05932,664
14.062096,668
14.064864,667
14.067624,669
14.0704,667
14.07316,665
14.075936,668
14.078704,665
14.081472,665
14.084232,663
14.087,663
14.089776,665
14.09254,664
14.095304,660
14.09808,664
14.100848,662
14.103616,665
14.106384,662
14.109152,662
14.111928,660
14.114696,660
14.117464,658
14.120232,661
14.123,660
14.125776,659
14.128544,659
14.131304,658
14.134072,660
14.13684,657
14.139608,656
14.142372,657
14.145144,657
14.147912,658
14.150688,654
14.153448,651
14.156228,654
14.158992,653
14.16176,656
14.164528,654
14.167288,652
14.170048,650
14.172824,650
14.1756,650
14.17838,652
14.181136,651
14.183904,652
14.18668,651
14.18944,648
14.1922,651
14.194968,650
14.197736,649
14.200504,648
14.203284,648
14.20604,646
14.208808,647
14.211576,647
14.214344,645
14.217096,645
14.219868,646
14.22264,646
14.22542,645
14.228184,645
14.23096,644
14.233728,642
14.236496,641
14.239264,644
14.242032,640
14.244792,642
14.24756,643
14.250328,642
14.253104,642
14.255872,642
14.258648,640
14.26142,639
14.264188,638
14.266964,639
14.26974,638
14.272508,636
14.275284,637
14.27806,635
14.280828,635
14.283588,636
14.28636,636
14.289132,634
14.2919,637
14.294676,634
14.297452,634
14.300224,633
14.302996,633
14.305772,634
14.308536,633
14.3113,631
14.314076,631
14.31686,631
14.319632,630
14.322408,632
14.32518,630
14.327956,629
14.330732,629
14.3335,629
14.336268,630
14.339036,618
14.341812,628
14.344588,625
14.347348,626
14.350116,624
14.352892,626
14.35566,626
14.358428,626
14.361204,623
14.36398,625
14.366752,621
14.369524,623
14.3723,626
14.375072,623
14.377844,621
14.380612,619
14.383376,620
14.386148,621
14.388924,621
14.3917,620
14.394468,619
14.397236,620
14.400012,618
14.40278,616
14.405548,617
14.408316,615
14.411092,616
14.413864,617
14.416628,615
14.419408,615
14.422172,616
14.42494,615
14.427716,614
14.430484,611
14.433244,612
14.43602,613
14.438796,612
14.441564,612
14.444332,610
14.4471,611
14.449868,611
14.452628,610
14.4554,600
14.458172,610
14.460952,611
14.463724,609
14.4665,611
14.469268,609
14.472036,611
14.474812,609
14.477572,607
14.480332,607
14.483108,607
14.485876,609
14.48864,603
14.4914,605
14.494172,604
14.49694,603
14.499708,603
14.502476,601
14.505244,604
14.508004,602
14.51078,604
14.513556,601
14.516324,601
14.519092,599
14.521868,599
14.524628,596
14.527392,598
14.530164,596
14.53294,597
14.535712,596
14.538484,594
14.54126,596
14.544036,595
14.546804,597
14.549572,594
14.552332,595
14.555108,595
14.557884,594
14.560668,594
14.563436,593
14.566204,593
14.56898,591
14.57174,591
14.5745,592
14.577268,591
14.580044,591
14.582824,591
14.585588,589
14.588368,592
14.591132,590
14.5939,589
14.596676,586
14.599436,587
14.602192,585
14.604972,586
14.607748,585
14.610508,585
14.613276,584
14.616052,585
14.618816,583
14.62158,584
14.624344,582
14.627124,583
14.629896,582
14.63266,582
14.635428,583
14.638188,581
14.640956,581
14.643732,579
14.646492,580
14.649248,577
14.652024,579
14.654804,579
14.657568,578
14.66034,578
14.663116,577
14.665884,577
14.668652,577
14.671428,578
14.674196,576
14.676964,572
14.679732,575
14.682508,573
14.685264,567
14.688032,572
14.6908,576
14.693564,574
14.696332,572
14.699108,571
14.701884,572
14.704656,569
14.707424,568
14.710196,570
14.712964,569
14.715728,567
14.718508,570
14.721268,568
14.724032,567
14.726812,566
14.72958,571
14.732344,565
14.735124,558
14.737908,567
14.740676,566
14.743444,565
14.746228,566
14.749004,564
14.751776,566
14.754548,563
14.757324,561
14.760092,564
14.762852,562
14.76562,562
14.768392,560
14.771156,562
14.77394,560
14.776716,560
14.779484,564
14.782252,560
14.785036,560
14.787804,556
14.790564,559
14.793332,560
14.796108,556
14.798888,558
14.801652,556
14.804428,553
14.807196,555
14.809964,556
14.81274,554
14.815508,552
14.818276,556
14.821052,554
14.823836,551
14.826604,552
14.829376,553
14.832148,551
14.834924,554
14.837692,549
14.84046,556
14.843236,552
14.846008,554
14.84878,551
14.851548,550
14.854316,549
14.857084,550
14.85986,551
14.86262,548
14.865392,548
14.868156,549
14.870932,551
14.873708,545
14.876476,548
14.879252,548
14.88202,547
14.884788,548
14.887564,548
14.89034,549
14.893112,547
14.895892,543
14.898676,544
14.901444,545
14.904204,544
14.90698,545
14.909756,541
14.912528,544
14.9153,543
14.918068,539
14.920844,543
14.923604,544
14.926384,543
14.929156,541
14.931916,541
14.934692,538
14.937468,544
14.940236,536
14.943004,539
14.94578,540
14.948548,541
14.951308,538
14.954084,539
14.95686,537
14.959632,538
14.962408,539
14.96518,539
14.967948,536
14.970716,538
14.973484,535
14.976252,539
14.979028,533
14.981804,534
14.98458,534
14.98734,530
14.990108,534
14.992892,534
14.99566,533
14.998424,531
15.001188,532
15.003964,533
15.00674,533
15.0095,532
15.012268,532
15.015044,529
15.01782,529
15.020596,532
15.023376,530
15.026148,529
15.028924,528
15.0317,528
15.034468,528
15.037236,526
15.04002,529
15.042796,526
15.045556,526
15.048332,527
15.051108,528
15.053888,520
15.056668,525
15.059436,527
15.062204,525
15.06498,526
15.067748,525
15.070524,523
15.0733,524
15.076068,523
15.078852,520
15.08162,523
15.084392,522
15.087164,522
15.08994,522
15.092708,520
15.095484,520
15.09826,518
15.101028,519
15.103788,521
15.106564,519
15.109324,520
15.112092,517
15.11486,516
15.117636,517
15.120412,513
15.123188,517
15.125964,515
15.128732,516
15.1315,515
15.134276,514
15.137044,516
15.139812,512
15.142588,514
15.145368,512
15.14814,514
15.150916,511
15.153684,515
15.156452,514
15.15922,515
15.161996,512
15.164772,510
15.167552,510
15.170316,512
15.173092,511
15.175868,510
15.178636,509
15.181416,513
15.184188,509
15.186968,506
15.18974,504
15.192504,508
15.195272,507
15.19804,506
15.200808,506
15.20358,508
15.206348,507
15.209128,505
15.211904,505
15.214664,506
15.217432,502
15.220204,505
15.222972,498
15.225744,503
15.228512,503
15.23128,502
15.234056,502
15.236824,503
15.239592,500
15.242368,499
15.245128,500
15.247888,500
15.250656,499
15.253432,501
15.256204,501
15.258976,500
15.261752,500
15.264512,498
15.267288,497
15.27006,499
15.272828,498
15.275592,497
15.278368,498
15.281128,497
15.283896,494
15.286676,496
15.28944,496
15.292208,495
15.294984,495
15.297752,495
15.300512,495
15.303284,493
15.306056,495
15.308832,492
15.3116,492
15.314372,491
15.317136,492
15.319908,489
15.32268,486
15.325444,489
15.328204,489
15.33098,489
15.333752,486
15.33652,485
15.33928,488
15.342056,490
15.344824,488
15.347584,488
15.350352,485
15.353128,488
15.355912,480
15.35868,486
15.361456,485
15.364216,483
15.366984,483
15.369748,484
15.372504,485
15.375264,483
15.37804,483
15.380808,481
15.383576,482
15.386336,475
15.389104,481
15.391876,479
15.394632,481
15.397396,480
15.40016,481
15.402932,478
15.405704,477
15.40848,479
15.411248,477
15.414008,475
15.416784,477
15.419552,475
15.42232,472
15.425096,476
15.427864,477
15.430632,472
15.433408,473
15.436168,471
15.438936,473
15.441704,471
15.44448,473
15.44724,470
15.45,468
15.452784,473
15.455552,468
15.458328,470
15.461104,468
15.46388,467
15.46664,465
15.469412,466
15.472184,463
15.474952,464
15.477732,464
15.480496,466
15.483268,464
15.48604,466
15.488808,462
15.491576,463
15.49434,463
15.497104,461
15.49988,460
15.502656,462
15.505428,460
15.508192,457
15.510968,458
15.513736,460
15.516496,459
15.519264,460
15.52204,457
15.524808,456
15.527576,456
15.530352,458
15.533128,454
15.535888,455
15.538664,456
15.541436,453
15.544208,456
15.546984,454
15.54976,453
15.552528,451
15.555288,452
15.558056,452
15.560832,450
15.5636,451
15.566376,447
15.569136,451
15.571904,453
15.574676,447
15.577452,448
15.580224,449
15.582984,447
15.585752,448
15.58852,444
15.591284,447
15.594056,448
15.596824,448
15.599584,446
15.602344,446
15.605112,445
15.607884,443
15.61064,444
15.613416,443
15.616184,444
15.618944,443
15.621724,443
15.624488,440
15.627248,441
15.63002,443
15.632792,442
15.635552,441
15.63832,437
15.641088,442
15.643856,440
15.646616,441
15.649392,439
15.65216,439
15.654928,438
15.657696,437
15.660464,436
15.663228,438
15.665992,437
15.668764,438
15.671532,434
15.674288,439
15.677064,437
15.679832,436
15.682608,434
15.685372,436
15.688136,436
15.690908,433
15.693672,434
15.69644,431
15.699212,433
15.701976,432
15.704752,451
15.707528,433
15.710296,433
15.713068,432
15.71584,431
15.7186,429
15.721372,431
15.724144,422
15.72692,426
15.729696,428
15.732448,431
15.735216,430
15.737984,427
15.740752,425
15.74352,427
15.746288,427
15.749056,427
15.751832,425
15.754608,424
15.75738,425
15.76014,424
15.762916,423
15.765688,424
15.768448,424
15.771216,421
15.773992,421
15.77676,423
15.779532,420
15.782296,421
15.785064,422
15.787832,421
15.7906,421
15.79336,417
15.79612,419
15.7989,418
15.801668,418
15.804436,413
15.807204,418
15.809976,417
15.812744,416
15.815504,415
15.81828,416
15.821048,414
15.823816,415
15.826596,411
15.82936,415
15.832136,414
15.834904,412
15.837668,413
15.840432,413
15.843192,411
15.845968,412
15.848748,413
15.851512,410
15.85428,414
15.857056,410
15.859824,409
15.862584,411
15.865352,409
15.86812,408
15.870896,409
15.873664,409
15.87644,409
15.879208,409
15.881976,407
15.884744,407
15.887512,401
15.890272,406
15.893044,406
15.8958,404
15.898564,404
15.901328,404
15.904096,404
15.906872,406
15.909636,403
15.912412,404
15.915176,404
15.917944,402
15.920712,399
15.923464,402
15.926232,402
15.929012,401
15.931784,400
15.934552,400
15.93732,400
15.9401,399
15.942856,401
15.945624,397
15.9484,399
15.951164,401
15.953936,398
15.956704,395
15.959472,399
15.962232,397
15.965,397
15.967776,399
15.970556,396
15.973324,400
15.976096,395
15.978872,397
15.98164,394
15.984408,394
15.987168,392
15.989948,394
15.992712,393
15.99548,391
15.998248,392
16.001012,394
16.003784,391
16.006556,391
16.009312,391
16.012072,392
16.01484,394
16.0176,390
16.020368,390
16.023148,390
16.02592,390
16.028688,390
16.031448,389
16.034216,389
16.036984,389
16.039756,388
16.042528,386
16.045288,386
16.048056,387
16.050824,387
16.053592,387
16.056368,380
16.05914,387
16.061912,385
16.064672,385
16.06744,383
16.070212,384
16.072976,385
16.075744,386
16.078512,383
16.081288,384
16.084052,383
16.086808,381
16.089588,383
16.092348,383
16.095112,381
16.097888,382
16.100664,381
16.103436,379
16.1062,380
16.108972,382
16.111736,381
16.114496,380
16.117256,380
16.120024,380
16.12278,378
16.125536,378
16.128312,379
16.13108,376
16.133852,378
16.136628,384
16.1394,377
16.14216,376
16.14494,373
16.147704,375
16.150476,374
16.153244,373
16.15602,374
16.158792,374
16.161552,373
16.16432,373
16.167096,376
16.169868,374
16.172636,372
16.175408,372
16.178168,371
16.180944,371
16.183712,369
16.186468,371
16.189236,369
16.19202,371
16.194776,371
16.19754,371
16.200308,369
16.203084,367
16.205856,369
16.208624,368
16.2114,368
16.21416,368
16.216928,368
16.219704,368
16.222468,369
16.225232,365
16.228012,366
16.230772,368
16.233536,366
16.2363,366
16.239072,370
16.241852,364
16.244616,365
16.247384,368
16.250136,366
16.252908,364
16.25568,365
16.258448,364
16.261212,359
16.26398,363
16.266756,363
16.269516,363
16.272284,363
16.275048,365
16.277824,363
16.2806,362
16.28336,360
16.28614,369
16.288904,361
16.291684,359
16.29446,359
16.297216,364
16.299988,359
16.302756,358
16.305528,355
16.308296,358
16.311068,359
16.313836,358
16.3166,358
16.319368,357
16.322144,357
16.324912,356
16.327688,358
16.330448,357
16.333212,354
16.335976,356
16.338744,355
16.341512,352
16.344284,354
16.347048,355
16.349828,354
16.3526,353
16.35538,350
16.358144,353
16.36092,352
16.363688,354
16.366448,352
16.369216,352
16.371992,353
16.374764,351
16.377528,349
16.380304,352
16.383072,351
16.38584,348
16.388608,350
16.391372,349
16.39414,349
16.396916,349
16.399688,351
16.402456,351
16.40522,349
16.407988,350
16.410744,348
16.413504,350
16.416276,347
16.419036,347
16.4218,348
16.424568,345
16.427336,343
16.430112,345
16.432872,345
16.43564,344
16.438408,343
16.441156,343
16.443924,342
16.446696,343
16.449456,341
16.452216,342
16.454984,342
16.45776,341
16.460512,343
16.46328,338
16.466048,341
16.468816,341
16.471588,339
16.474344,341
16.477112,342
16.479888,340
16.482656,339
16.485428,337
16.488192,341
16.49096,340
16.49372,339
16.49648,339
16.499248,340
16.502016,337
16.504784,338
16.50756,340
16.510328,336
16.513096,339
16.515864,336
16.518632,335
16.521404,335
16.524172,334
16.526936,336
16.529716,337
16.532472,337
16.53524,333
16.53802,337
16.540784,336
16.543544,336
16.546312,336
16.54908,335
16.551848,335
16.554616,334
16.557392,336
16.56016,335
16.56292,334
16.565688,335
16.568448,334
16.571208,330
16.573968,333
16.576728,332
16.579496,335
16.582264,333
16.585044,332
16.587816,334
16.590584,331
16.593352,335
16.596112,331
16.59888,330
16.601648,330
16.604416,329
16.607176,327
16.609956,329
16.612724,329
16.615488,327
16.618248,328
16.621024,328
16.6238,330
16.626572,329
16.629336,328
16.632104,329
16.634868,324
16.63764,325
16.640408,327
16.643168,327
16.64594,327
16.648712,325
16.651468,324
16.654228,324
16.656996,324
16.659768,327
16.66252,323
16.665288,321
16.668048,323
16.670808,323
16.673568,324
16.67634,323
16.679096,324
16.681864,321
16.684632,322
16.687408,324
16.690168,321
16.692948,322
16.695716,323
16.69848,321
16.701244,318
16.70402,322
16.706788,319
16.709544,320
16.712316,318
16.715092,319
16.717864,321
16.720628,315
16.7234,320
16.726156,317
16.728924,317
16.731692,319
16.734452,316
16.73722,318
16.739996,311
16.742772,317
16.745536,315
16.7483,315
16.751076,315
16.753852,309
16.756612,317
16.759384,317
16.762148,315
16.764924,314
16.7677,315
16.770476,313
16.773244,315
16.776012,312
16.778788,313
16.781548,317
16.784316,314
16.787092,311
16.789868,314
16.792632,312
16.7954,316
16.798172,311
16.80094,311
16.8037,310
16.806476,310
16.809244,310
16.812012,313
16.814788,310
16.817572,313
16.82034,311
16.823108,308
16.825884,309
16.828652,308
16.831424,308
16.834188,309
16.836964,308
16.839736,305
16.8425,308
16.845268,308
16.848036,306
16.850804,308
16.85358,307
16.85634,308
16.859108,306
16.861876,308
16.864644,306
16.867416,308
16.870188,305
16.872964,305
16.875732,306
16.8785,306
16.881276,305
16.884044,307
16.886808,304
16.889572,304
16.89234,305
16.895108,304
16.897876,304
16.900644,305
16.903408,303
16.90618,300
16.908956,302
16.911732,300
16.914496,303
16.91726,302
16.920028,304
16.922796,301
16.925556,301
16.928332,302
16.9311,301
16.933868,299
16.936636,301
16.939416,300
16.942188,300
16.944956,300
16.947732,298
16.950492,300
16.95326,295
16.956036,300
16.958812,297
16.961584,297
16.964348,296
16.967116,298
16.969892,299
16.97266,294
16.975432,296
16.978196,298
16.980964,296
16.98374,296
16.986508,292
16.989276,298
16.992044,294
16.994828,296
16.997588,294
17.000348,293
17.003124,294
17.005892,293
17.008664,295
17.01144,294
17.014212,296
17.016972,292
17.01974,293
17.0225,292
17.02526,292
17.02802,290
17.030796,290
17.033572,291
17.036344,291
17.039116,291
17.041892,289
17.044652,291
17.047424,289
17.050196,293
17.052972,291
17.055732,290
17.058492,289
17.061268,289
17.064036,290
17.066804,291
17.06958,290
17.072348,290
17.075116,290
17.077892,290
17.080668,289
17.083436,288
17.086204,288
17.088972,287
17.09174,288
17.0945,291
17.097268,289
17.100036,287
17.102804,289
17.10558,286
17.10834,290
17.111116,287
17.113884,286
17.11666,286
17.119424,285
17.12218,283
17.124948,285
17.127724,287
17.130492,287
17.133268,284
17.136036,283
17.138804,286
17.141572,286
17.144348,288
17.147116,286
17.149884,284
17.152652,281
17.155424,289
17.158184,283
17.160956,282
17.163724,283
17.166492,284
17.169252,284
17.172028,282
17.174796,281
17.177572,282
17.18034,279
17.183116,280
17.185884,280
17.188652,282
17.191424,280
17.194188,280
17.196964,278
17.19974,279
17.202508,279
17.20528,278
17.208044,277
17.210828,277
17.213596,279
17.216356,277
17.219132,278
17.2219,276
17.224668,277
17.22744,275
17.230212,276
17.23298,277
17.235748,276
17.238516,271
17.241276,274
17.244052,275
17.246828,277
17.249596,275
17.252368,275
17.25514,278
17.257916,275
17.260684,277
17.263448,275
17.26622,273
17.268988,276
17.271756,274
17.274532,274
17.2773,272
17.280076,274
17.282844,270
17.285612,272
17.28838,272
17.291148,270
17.293924,272
17.2967,272
17.299472,271
17.302244,273
17.305028,272
17.307796,271
17.310572,271
17.313348,268
17.316124,272
17.318892,272
17.32166,269
17.324432,270
17.327196,268
17.329972,269
17.33274,268
17.335508,269
17.338276,269
17.341052,271
17.343828,270
17.346604,268
17.349364,269
17.35214,269
17.354908,267
17.357676,268
17.360448,267
17.363212,264
17.365988,266
17.368764,267
17.371532,267
17.374292,268
17.377068,266
17.379844,266
17.382612,266
17.385372,270
17.388156,269
17.390932,268
17.393708,268
17.396476,268
17.399244,264
17.40202,265
17.404788,265
17.407548,266
17.410316,267
17.413092,266
17.415868,267
17.418636,267
17.421408,268
17.424172,265
17.426948,266
17.429716,267
17.432484,267
17.435252,265
17.43802,266
17.440792,265
17.443564,267
17.44634,266
17.449108,265
17.451876,266
17.454648,255
17.457416,267
17.46018,263
17.462956,265
17.465724,265
17.468488,263
17.471252,263
17.474036,260
17.476804,263
17.479556,262
17.482324,261
17.4851,264
17.487868,260
17.490644,264
17.493424,263
17.49618,264
17.498948,263
17.501724,263
17.504484,263
17.507252,261
17.51002,263
17.512788,263
17.51556,264
17.518332,264
17.521108,264
17.523884,260
17.526652,262
17.529424,262
17.532188,261
17.534956,262
17.537732,259
17.5405,263
17.543268,263
17.546036,263
17.54882,263
17.55158,264
17.554348,264
17.557124,263
17.5599,266
17.562684,264
17.565448,262
17.56822,264
17.570988,263
17.573756,264
17.576532,264
17.579292,262
17.582068,264
17.584844,261
17.587612,263
17.590372,263
17.59314,264
17.595916,261
17.598692,262
17.601464,263
17.604236,263
17.607004,262
17.60978,262
17.61254,263
17.615316,262
17.618084,263
17.620852,261
17.62362,261
17.626388,265
17.629156,264
17.631932,261
17.634708,257
17.637468,265
17.640236,263
17.643012,263
17.64578,264
17.648548,264
17.651324,262
17.6541,263
17.656884,256
17.659644,262
17.662408,263
17.665172,262
17.66794,264
17.670716,266
17.673484,264
17.676252,259
17.67902,264
17.681788,263
17.684556,267
17.687316,276
17.690092,264
17.692868,262
17.69562,263
17.698388,262
17.701164,264
17.703924,263
17.7067,265
17.709468,263
17.712236,263
17.715004,261
17.71778,262
17.720548,263
17.723316,264
17.726092,263
17.728868,264
17.731644,262
17.734416,266
17.73718,265
17.739948,263
17.742716,260
17.745484,262
17.748252,264
17.75102,265
17.753792,253
17.756564,263
17.75934,264
17.762108,262
17.764884,262
17.767652,263
17.770424,267
17.773188,260
17.775964,264
17.778728,262
17.7815,262
17.784276,263
17.787044,264
17.789812,264
17.792588,262
17.795348,262
17.798124,263
17.8009,263
17.803668,263
17.80644,263
17.809212,263
17.811988,263
17.814764,266
17.817524,264
17.8203,263
17.823076,262
17.82586,263
17.828612,264
17.831388,263
17.834172,263
17.836948,264
17.839724,264
17.8425,263
17.845272,261
17.848036,263
17.850804,264
17.85358,262
17.856348,264
17.859132,264
17.861908,262
17.86466,263
17.867432,263
17.870204,263
17.872972,261
17.87574,263
17.878516,263
17.881284,263
17.884052,262
17.886828,268
17.889604,262
17.892368,263
17.895148,266
17.897924,262
17.9007,264
17.903468,260
17.906236,262
17.909004,263
17.91178,261
17.914548,263
17.917324,261
17.920092,264
17.92286,263
17.92562,264
17.92838,262
17.93114,262
17.933916,265
17.936684,264
17.939448,264
17.94222,265
17.944996,262
17.947764,261
17.950524,265
17.953292,263
17.95606,264
17.958836,262
17.961604,262
17.964372,263
17.96714,263
17.969908,263
17.972676,263
17.975448,264
17.97822,264
17.980996,263
17.983772,263
17.98654,263
17.989316,261
17.992092,265
17.994868,264
17.997636,261
18.000396,262
18.003164,263
18.00594,262
18.008708,263
18.011484,266
18.01426,264
18.017028,263
18.019812,260
18.022588,261
18.025348,264
18.028124,264
18.0309,263
18.03366,263
18.036432,262
18.039204,263
18.04198,261
18.044748,263
18.047516,264
18.050284,261
18.053052,263
18.055828,261
18.058596,263
18.061372,263
18.06414,262
18.066916,264
18.069676,261
18.072448,265
18.07522,263
18.077988,262
18.080756,264
18.083524,263
18.086292,262
18.089068,262
18.091828,265
18.094604,264
18.097364,263
18.100132,262
18.1029,265
18.105676,264
18.108448,262
18.111212,264
18.113988,262
18.116756,263
18.119516,262
18.122292,265
18.125068,263
18.127844,264
18.13062,261
18.133388,264
18.136148,266
18.138908,263
18.141684,263
18.144456,263
18.147228,263
18.150004,265
18.152772,265
18.15554,264
18.1583,263
18.161084,266
18.16386,263
18.166628,262
18.169396,268
18.172156,264
18.174916,263
18.177684,262
18.180456,261
18.183224,262
18.185996,265
18.188772,268
18.191532,262
18.1943,265
18.197076,262
18.199852,263
18.202604,262
18.205372,258
18.20814,260
18.210916,264
18.213684,263
18.216464,263
18.21922,262
18.221996,263
18.22478,262
18.227548,262
18.230312,264
18.233084,263
18.23586,264
18.238628,263
18.241388,264
18.244164,263
18.246932,262
18.2497,263
18.252464,263
18.255236,263
18.258004,263
18.260772,266
18.263548,263
18.266316,261
18.269076,263
18.271844,264
18.274604,263
18.277364,264
18.28014,263
18.282916,262
18.285676,265
18.288448,265
18.29122,263
18.293996,264
18.296764,263
18.29954,264
18.302316,265
18.305096,264
18.307868,264
18.310644,267
18.313416,264
18.31618,264
18.318956,257
18.32174,264
18.324516,262
18.327276,263
18.330052,263
18.33282,265
18.335588,264
18.338364,257
18.34114,262
18.343916,263
18.346692,261
18.349472,264
18.352236,264
18.355004,263
18.35778,264
18.360548,262
18.363316,263
18.366092,263
18.36886,260
18.371632,263
18.374408,264
18.37718,263
18.379948,264
18.382716,263
18.385484,263
18.388252,263
18.39102,260
18.393796,263
18.396572,264
18.39934,266
18.402108,278
18.404884,263
18.407644,260
18.410408,264
18.41318,263
18.415956,262
18.418732,263
18.4215,264
18.424268,263
18.427036,265
18.429812,264
18.432588,263
18.435348,262
18.438116,264
18.440884,263
18.443652,260
18.446424,264
18.449188,265
18.451964,262
18.454732,263
18.4575,265
18.460268,262
18.463036,264
18.465808,261
18.468588,263
18.471364,264
18.474132,264
18.4769,263
18.479676,262
18.482448,263
18.485212,266
18.48798,263
18.490756,264
18.493524,262
18.496292,262
18.499068,263
18.501836,262
18.504596,261
18.507364,265
18.51014,264
18.512912,263
18.515684,262
18.518456,263
18.52122,262
18.523988,263
18.526764,262
18.529524,263
18.532292,262
18.535068,260
18.537844,262
18.540616,263
18.543388,266
18.546164,262
18.548932,264
18.5517,263
18.554472,263
18.557236,262
18.56002,264
18.56278,266
18.565548,263
18.568316,265
18.571084,263
18.57386,267
18.576628,262
18.579396,261
18.582172,262
18.584948,262
18.58772,266
18.590484,268
18.59326,262
18.596028,264
18.598788,263
18.601556,261
18.604332,263
18.6071,264
18.609876,261
18.612644,264
18.615416,262
18.61818,263
18.620956,263
18.623716,264
18.626484,263
18.62926,263
18.632036,261
18.634808,265
18.637572,265
18.64034,261
18.6431,263
18.64586,266
18.648636,262
18.651404,265
18.654172,262
18.656948,264
18.659724,265
18.662492,263
18.66526,262
18.668044,261
18.670804,264
18.673572,262
18.67634,263
18.679108,263
18.681884,265
18.684652,262
18.687432,264
18.690188,266
18.692956,263
18.695724,264
18.698492,264
18.70126,264
18.704036,265
18.706804,264
18.709576,262
18.71234,265
18.715116,263
18.717884,258
18.720644,261
18.723416,263
18.726188,264
18.72894,263
18.731708,264
18.73448,263
18.737244,263
18.740004,263
18.742772,262
18.745532,262
18.7483,261
18.751076,264
18.753852,267
18.75662,263
18.759388,262
18.762156,261
18.764924,264
18.767684,263
18.770456,264
18.77322,264
18.775988,265
18.778772,262
18.781548,263
18.78432,265
18.787092,262
18.789868,262
18.792636,262
18.795396,263
18.798172,262
18.800948,263
18.803724,264
18.806484,262
18.809252,263
18.81202,264
18.814788,264
18.817564,262
18.820324,261
18.8231,263
18.825876,263
18.828644,262
18.831424,263
18.834188,260
18.836964,277
18.83974,263
18.842508,264
18.845276,262
18.848052,262
18.850828,263
18.853596,264
18.856364,263
18.859132,265
18.8619,262
18.864676,262
18.867448,264
18.870212,258
18.872984,255
18.875756,263
18.878528,265
18.881292,262
18.884068,262
18.886844,261
18.889612,264
18.89238,266
18.895156,263
18.897932,263
18.900692,261
18.903472,263
18.906236,262
18.909004,264
18.91178,263
18.914548,260
18.917316,264
18.920092,263
18.922868,263
18.92564,264
18.928416,264
18.931188,264
18.933956,264
18.936724,262
18.939492,265
18.942268,263
18.945048,265
18.94782,263
18.950596,266
18.953364,262
18.956132,260
18.958916,263
18.961684,264
18.964456,264
18.967228,262
18.970004,263
18.972772,266
18.97554,265
18.978308,263
18.981084,264
18.983852,264
18.98662,264
18.989396,262
