seconds, T0, T1, T2, T3, T4, T5, BAT, 
36.815, 24.854, 26.526, 25.969, 26.048, 25.650, 25.332, 4.1763, 
36.823, 25.013, 26.526, 26.048, 26.048, 26.128, 25.013, 4.1779, 
36.832, 25.013, 26.764, 26.128, 26.048, 25.730, 25.332, 4.1747, 
36.840, 24.934, 26.526, 25.889, 26.207, 25.491, 25.252, 4.1779, 
36.848, 25.013, 26.366, 25.730, 26.207, 25.730, 24.854, 4.1779, 
36.857, 25.173, 26.526, 25.889, 25.969, 25.730, 25.013, 4.1747, 
36.865, 24.934, 26.366, 26.048, 26.048, 25.809, 25.013, 4.1763, 
36.873, 25.730, 26.526, 26.446, 26.287, 25.889, 25.093, 4.1827, 
36.887, 25.173, 26.526, 26.048, 26.287, 25.650, 24.934, 4.1874, 
36.896, 25.252, 26.526, 25.969, 26.207, 25.730, 25.093, 4.1779, 
36.904, 24.854, 26.446, 26.048, 25.809, 25.650, 25.093, 4.1763, 
36.912, 25.252, 26.446, 26.605, 26.287, 25.730, 25.013, 4.1763, 
36.921, 25.252, 26.366, 25.889, 25.889, 25.809, 25.252, 4.1747, 
36.929, 25.013, 26.526, 25.969, 26.048, 25.889, 25.332, 4.1795, 
36.937, 25.173, 26.446, 25.650, 25.969, 25.889, 25.173, 4.1779, 
36.946, 25.013, 26.685, 26.048, 25.969, 25.730, 25.252, 4.1763, 
36.960, 25.411, 26.287, 25.889, 25.969, 25.889, 25.252, 4.1747, 
36.968, 25.093, 26.526, 25.969, 26.048, 25.730, 25.093, 4.1763, 
36.976, 24.854, 26.446, 25.809, 25.889, 25.730, 25.093, 4.1763, 
36.985, 25.252, 26.446, 26.128, 26.048, 25.571, 25.650, 4.1795, 
36.993, 25.013, 26.446, 26.526, 25.969, 25.730, 25.173, 4.1795, 
37.001, 25.093, 26.366, 26.128, 26.128, 25.969, 25.411, 4.1763, 
37.010, 25.491, 26.446, 25.969, 26.128, 25.889, 25.013, 4.1731, 
37.018, 25.173, 26.526, 26.048, 25.809, 25.650, 25.013, 4.1779, 
37.032, 25.332, 26.366, 25.889, 25.969, 25.730, 25.332, 4.1795, 
37.040, 24.934, 26.446, 26.128, 25.969, 25.730, 25.173, 4.1811, 
37.049, 25.013, 26.287, 25.889, 26.446, 25.650, 25.093, 4.1731, 
37.057, 25.013, 26.366, 26.048, 25.969, 25.571, 25.252, 4.1699, 
37.065, 25.093, 26.207, 25.889, 25.889, 25.650, 25.571, 4.1827, 
37.074, 25.093, 27.003, 26.207, 26.207, 25.411, 25.411, 4.1747, 
37.082, 25.093, 26.526, 25.650, 25.969, 25.809, 25.491, 4.1763, 
37.090, 25.013, 26.446, 25.889, 25.969, 25.650, 25.252, 4.1731, 
37.104, 25.173, 26.366, 25.889, 26.207, 25.650, 25.252, 4.1779, 
37.113, 25.013, 26.526, 26.207, 26.048, 25.730, 24.934, 4.1795, 
37.121, 25.173, 26.446, 26.048, 26.048, 25.730, 25.252, 4.1779, 
37.129, 25.173, 26.844, 25.809, 26.048, 25.809, 25.093, 4.1747, 
37.138, 25.013, 26.526, 26.207, 26.128, 25.809, 25.252, 4.1763, 
37.146, 25.173, 26.764, 25.969, 26.048, 25.491, 25.173, 4.1779, 
37.154, 25.093, 26.605, 25.889, 25.809, 25.809, 25.332, 4.1795, 
37.168, 25.013, 26.446, 26.048, 25.969, 25.491, 25.332, 4.1731, 
37.177, 24.854, 26.764, 26.207, 25.969, 25.650, 25.093, 4.1779, 
37.185, 25.093, 26.526, 25.809, 26.048, 25.809, 25.093, 4.1763, 
37.193, 25.093, 26.526, 26.128, 26.048, 25.809, 25.093, 4.1731, 
37.202, 25.332, 26.366, 25.889, 26.048, 25.730, 25.173, 4.1747, 
37.210, 25.093, 26.526, 25.969, 26.287, 25.650, 25.173, 4.1747, 
37.218, 25.173, 26.605, 25.809, 26.287, 25.730, 25.093, 4.1779, 
37.227, 25.252, 26.605, 26.048, 25.889, 25.889, 25.173, 4.1747, 
37.241, 25.252, 26.366, 25.969, 25.969, 25.809, 25.093, 4.1747, 
37.249, 25.013, 26.526, 25.889, 26.048, 25.650, 25.252, 4.1763, 
37.257, 25.093, 26.128, 25.889, 25.969, 25.730, 24.934, 4.1747, 
37.266, 24.934, 26.764, 25.889, 25.969, 25.650, 25.093, 4.1747, 
37.274, 25.173, 26.685, 25.889, 25.809, 25.650, 25.491, 4.1731, 
37.282, 25.252, 26.366, 25.809, 26.048, 25.809, 25.093, 4.1747, 
37.291, 25.093, 26.366, 25.809, 26.128, 25.809, 25.173, 4.1763, 
37.299, 25.173, 26.366, 25.969, 26.048, 25.889, 25.252, 4.1779, 
37.313, 25.013, 26.446, 25.969, 25.889, 25.809, 25.013, 4.1811, 
37.321, 25.013, 26.446, 26.287, 25.969, 25.809, 25.093, 4.1763, 
37.329, 25.093, 26.446, 25.809, 26.048, 25.969, 25.093, 4.1779, 
37.338, 24.934, 26.605, 26.685, 25.969, 25.889, 25.252, 4.1747, 
37.346, 24.775, 26.366, 25.730, 26.048, 25.491, 25.093, 4.1779, 
37.354, 25.173, 26.526, 25.889, 25.809, 26.366, 25.093, 4.1747, 
37.363, 25.411, 26.446, 26.048, 25.889, 25.650, 25.332, 4.1779, 
37.371, 25.093, 26.446, 25.650, 25.889, 25.730, 24.934, 4.1763, 
37.385, 25.173, 26.526, 25.889, 25.969, 25.889, 25.093, 4.1811, 
37.393, 25.093, 26.446, 25.889, 25.969, 25.730, 25.173, 4.1763, 
37.402, 25.252, 26.366, 25.969, 26.048, 25.809, 25.173, 4.1779, 
37.410, 25.093, 26.207, 25.969, 25.969, 25.650, 25.173, 4.1747, 
37.418, 25.173, 26.526, 26.048, 25.809, 25.730, 25.411, 4.1763, 
37.427, 25.252, 26.446, 26.048, 26.048, 25.650, 24.854, 4.1763, 
37.435, 25.173, 26.526, 26.128, 25.889, 25.809, 25.173, 4.1731, 
37.449, 25.093, 26.446, 25.889, 26.207, 25.571, 25.173, 4.1779, 
37.457, 25.252, 26.366, 25.730, 25.969, 25.809, 25.013, 4.1779, 
37.466, 25.252, 26.526, 25.730, 25.889, 25.809, 25.173, 4.1827, 
37.474, 24.934, 26.366, 25.969, 26.366, 25.809, 25.013, 4.1763, 
37.482, 25.013, 26.366, 25.730, 25.650, 25.650, 25.093, 4.1747, 
37.491, 25.013, 26.366, 25.809, 25.809, 25.809, 25.013, 4.1747, 
37.499, 25.252, 26.366, 25.650, 25.889, 25.650, 25.173, 4.1779, 
37.507, 25.093, 26.446, 26.128, 25.809, 25.730, 25.093, 4.1811, 
37.521, 25.252, 26.685, 26.048, 25.889, 25.571, 25.013, 4.1779, 
37.530, 24.934, 26.366, 25.809, 26.207, 25.650, 25.491, 4.1763, 
37.538, 24.934, 26.526, 26.048, 25.809, 25.650, 25.411, 4.1779, 
37.546, 24.854, 26.526, 25.969, 26.128, 25.889, 25.013, 4.1763, 
37.555, 25.013, 26.605, 25.969, 26.048, 25.809, 25.332, 4.1811, 
37.563, 25.013, 26.366, 25.969, 26.526, 25.969, 25.093, 4.1811, 
37.571, 24.934, 26.446, 25.889, 25.889, 25.571, 25.013, 4.1779, 
37.580, 25.252, 26.446, 26.048, 26.128, 25.571, 25.093, 4.1795, 
37.594, 25.013, 26.605, 25.730, 25.809, 25.730, 25.332, 4.1763, 
37.602, 24.695, 26.287, 25.809, 26.207, 25.571, 25.093, 4.1763, 
37.610, 25.252, 26.287, 25.889, 25.730, 25.730, 25.173, 4.1763, 
37.619, 25.093, 26.605, 25.809, 26.128, 25.571, 25.093, 4.1795, 
37.627, 25.093, 26.446, 25.889, 25.889, 25.252, 25.173, 4.1763, 
37.635, 25.093, 26.287, 25.889, 25.969, 25.730, 25.252, 4.1795, 
37.644, 25.093, 26.685, 25.969, 25.889, 25.889, 25.013, 4.1715, 
37.652, 25.411, 26.526, 25.969, 25.969, 25.571, 25.093, 4.1779, 
37.666, 25.173, 26.287, 25.889, 25.889, 26.048, 25.252, 4.1731, 
37.674, 25.173, 26.366, 25.889, 26.048, 25.889, 25.173, 4.1763, 
37.682, 25.332, 26.764, 25.969, 25.969, 25.650, 25.173, 4.1827, 
37.691, 25.093, 26.526, 25.730, 25.889, 25.730, 25.093, 4.1747, 
37.699, 25.093, 26.605, 25.969, 26.287, 25.730, 25.173, 4.1795, 
37.707, 25.013, 26.526, 25.889, 26.048, 25.650, 25.013, 4.1747, 
37.716, 25.173, 26.366, 25.889, 25.809, 25.809, 25.252, 4.1795, 
37.729, 25.252, 26.446, 25.969, 25.969, 25.650, 24.775, 4.1731, 
37.738, 25.411, 26.446, 25.969, 26.128, 25.889, 25.093, 4.1811, 
37.746, 25.411, 26.685, 26.128, 25.730, 25.889, 25.252, 4.1731, 
37.754, 25.173, 26.446, 26.048, 25.969, 25.809, 25.093, 4.1747, 
37.763, 24.934, 26.366, 25.809, 25.969, 26.128, 25.173, 4.1795, 
37.771, 25.093, 26.366, 26.128, 25.969, 25.889, 24.854, 4.1763, 
37.779, 25.252, 26.526, 25.889, 25.889, 26.128, 25.173, 4.1763, 
37.788, 25.093, 26.685, 25.730, 26.048, 25.809, 25.252, 4.1763, 
37.802, 24.934, 26.605, 25.571, 26.048, 25.650, 25.173, 4.1811, 
37.810, 25.093, 26.287, 25.889, 25.889, 25.889, 25.173, 4.1763, 
37.818, 25.093, 26.685, 25.969, 26.048, 26.366, 25.252, 4.1763, 
37.827, 25.173, 26.366, 25.969, 25.889, 25.889, 25.173, 4.1779, 
37.835, 25.093, 26.446, 25.889, 26.048, 25.889, 25.173, 4.1795, 
37.843, 25.013, 26.526, 25.969, 26.128, 25.650, 25.013, 4.1747, 
37.852, 25.013, 26.446, 26.128, 25.969, 25.650, 25.173, 4.1747, 
37.860, 25.013, 26.605, 25.969, 25.889, 25.809, 25.332, 4.1731, 
37.874, 25.252, 26.605, 25.650, 25.969, 25.650, 24.934, 4.1763, 
37.882, 24.934, 26.446, 25.730, 26.128, 25.889, 25.173, 4.1779, 
37.891, 25.093, 27.083, 26.128, 25.730, 25.889, 24.934, 4.1731, 
37.899, 25.173, 26.526, 25.809, 26.128, 25.969, 25.411, 4.1731, 
37.907, 25.332, 26.526, 25.889, 25.969, 25.809, 25.491, 4.1795, 
37.916, 25.093, 27.162, 26.207, 25.969, 25.969, 25.093, 4.1811, 
37.924, 25.093, 26.446, 25.889, 25.969, 25.650, 25.411, 4.1779, 
37.932, 25.173, 26.526, 25.889, 25.809, 25.730, 25.093, 4.1795, 
37.946, 25.252, 26.446, 26.128, 26.287, 25.730, 24.934, 4.1763, 
37.955, 25.093, 26.207, 25.889, 26.048, 25.889, 25.013, 4.1731, 
37.963, 25.252, 26.446, 25.809, 26.287, 25.809, 25.093, 4.1827, 
37.971, 25.013, 26.366, 25.969, 26.207, 25.571, 25.252, 4.1779, 
37.980, 25.491, 26.685, 25.969, 25.809, 25.650, 25.013, 4.1795, 
37.988, 25.173, 26.526, 25.809, 25.889, 25.411, 25.173, 4.1779, 
37.996, 24.854, 26.446, 26.048, 26.048, 25.491, 24.854, 4.1779, 
38.010, 24.854, 26.526, 25.969, 25.969, 25.889, 25.093, 4.1747, 
38.019, 24.934, 26.526, 25.969, 25.889, 25.889, 25.093, 4.1779, 
38.027, 25.173, 26.526, 25.730, 25.969, 25.969, 25.173, 4.1763, 
38.035, 24.934, 26.128, 25.730, 25.969, 25.730, 25.093, 4.1779, 
38.044, 25.093, 26.287, 25.650, 26.207, 25.730, 24.934, 4.1731, 
38.052, 25.093, 26.526, 26.128, 26.207, 25.809, 25.173, 4.1827, 
38.060, 25.013, 26.605, 25.969, 25.969, 25.969, 25.093, 4.1731, 
38.069, 25.173, 26.526, 26.048, 25.969, 25.650, 25.332, 4.1747, 
38.083, 25.013, 26.764, 25.969, 26.128, 25.491, 25.093, 4.1779, 
38.091, 25.013, 26.526, 25.889, 25.969, 25.491, 25.093, 4.1827, 
38.099, 25.332, 26.446, 26.526, 26.207, 25.650, 25.252, 4.1779, 
38.108, 25.173, 26.446, 25.889, 25.809, 25.650, 25.013, 4.1795, 
38.116, 25.013, 26.287, 25.889, 25.889, 25.730, 25.093, 4.1859, 
38.124, 25.093, 26.446, 25.889, 26.128, 25.730, 25.013, 4.1795, 
38.133, 25.093, 26.605, 25.969, 25.730, 25.889, 25.013, 4.1779, 
38.141, 25.093, 26.526, 26.207, 25.969, 25.969, 25.173, 4.1763, 
38.155, 25.173, 26.366, 25.969, 26.048, 25.809, 25.013, 4.1763, 
38.163, 24.934, 26.446, 26.048, 25.809, 25.650, 25.173, 4.1747, 
38.172, 24.934, 26.685, 25.809, 26.207, 25.730, 25.571, 4.1763, 
38.180, 25.093, 26.844, 25.889, 25.969, 25.889, 25.491, 4.1683, 
38.188, 25.093, 26.366, 25.889, 26.207, 25.730, 25.252, 4.1811, 
38.197, 25.093, 26.446, 25.969, 25.969, 25.650, 25.093, 4.1747, 
38.205, 25.173, 26.446, 25.889, 25.969, 25.491, 25.173, 4.1747, 
38.213, 25.013, 26.605, 25.809, 25.969, 25.650, 25.013, 4.1763, 
38.227, 25.093, 26.526, 25.809, 25.889, 25.491, 25.093, 4.1763, 
38.236, 25.173, 26.207, 25.969, 25.969, 26.048, 25.093, 4.1763, 
38.244, 24.854, 26.526, 26.048, 25.969, 25.730, 25.411, 4.1811, 
38.252, 24.854, 26.605, 25.809, 25.969, 25.571, 25.013, 4.1779, 
38.261, 25.252, 26.446, 25.969, 26.048, 25.889, 25.013, 4.1731, 
38.269, 24.934, 26.366, 25.889, 25.809, 25.491, 25.411, 4.1779, 
38.277, 25.013, 26.685, 26.048, 26.048, 25.730, 25.173, 4.1763, 
38.291, 24.934, 26.526, 26.207, 26.048, 25.809, 25.013, 4.1779, 
38.300, 25.173, 26.207, 25.889, 25.809, 25.730, 24.854, 4.1747, 
38.308, 25.093, 26.605, 25.809, 26.048, 25.730, 25.252, 4.1763, 
38.316, 24.934, 26.207, 25.969, 25.969, 25.889, 25.252, 4.1795, 
38.324, 25.093, 26.287, 26.128, 26.048, 25.730, 25.173, 4.1731, 
38.333, 25.173, 26.605, 26.048, 26.048, 25.889, 25.252, 4.1779, 
38.341, 25.332, 26.605, 25.889, 26.128, 25.809, 25.332, 4.1795, 
38.349, 25.093, 26.446, 26.048, 25.650, 25.809, 24.934, 4.1763, 
38.363, 24.934, 26.207, 25.969, 26.128, 25.491, 25.093, 4.1827, 
38.372, 25.173, 26.366, 25.889, 26.128, 25.889, 25.252, 4.1811, 
38.380, 25.173, 26.366, 25.809, 26.128, 25.730, 25.252, 4.1795, 
38.388, 25.093, 26.526, 25.889, 25.889, 25.889, 25.173, 4.1779, 
38.397, 25.411, 26.287, 25.730, 25.969, 25.650, 25.173, 4.1779, 
38.405, 25.173, 26.366, 26.207, 26.446, 25.889, 25.332, 4.1747, 
38.413, 25.252, 26.446, 26.048, 25.889, 25.809, 25.173, 4.1811, 
38.422, 25.093, 26.287, 25.889, 25.969, 25.809, 25.173, 4.1795, 
38.436, 25.093, 26.446, 25.889, 25.889, 25.411, 24.934, 4.1763, 
38.444, 25.013, 26.526, 25.809, 25.969, 25.730, 25.013, 4.1699, 
38.452, 25.332, 26.287, 25.969, 26.207, 25.571, 25.013, 4.1731, 
38.461, 25.093, 26.366, 25.889, 25.809, 25.491, 25.093, 4.1747, 
38.469, 25.013, 26.685, 25.969, 25.969, 25.730, 25.093, 4.1699, 
38.477, 25.013, 26.685, 25.809, 25.969, 25.571, 24.934, 4.1779, 
38.486, 25.093, 26.446, 25.969, 25.889, 25.809, 25.093, 4.1795, 
38.494, 25.491, 26.446, 26.048, 25.889, 25.889, 25.173, 4.1763, 
38.508, 25.093, 26.526, 26.048, 25.969, 25.650, 25.332, 4.1843, 
38.516, 25.093, 26.287, 25.889, 26.207, 25.889, 25.093, 4.1779, 
38.525, 25.093, 26.446, 26.048, 25.969, 25.889, 25.332, 4.1763, 
38.533, 25.252, 26.526, 25.889, 26.287, 25.889, 25.173, 4.1779, 
38.541, 25.332, 26.844, 26.128, 25.730, 25.809, 25.013, 4.1795, 
38.550, 25.332, 26.446, 26.207, 26.128, 25.889, 25.093, 4.1747, 
38.558, 25.332, 26.764, 25.889, 26.128, 25.650, 25.173, 4.1763, 
38.572, 24.695, 26.605, 26.048, 25.809, 25.650, 25.252, 4.1779, 
38.580, 25.013, 26.764, 25.809, 26.128, 25.650, 25.093, 4.1779, 
38.589, 25.013, 26.526, 25.889, 25.889, 25.730, 25.650, 4.1747, 
38.597, 25.173, 26.446, 25.809, 26.207, 25.809, 25.173, 4.1747, 
38.605, 25.173, 26.526, 25.809, 25.889, 25.730, 25.491, 4.1795, 
38.614, 25.173, 26.605, 26.128, 25.809, 25.571, 25.093, 4.1843, 
38.622, 25.013, 26.526, 25.889, 25.730, 25.730, 25.013, 4.1811, 
38.630, 25.173, 26.605, 26.207, 26.446, 25.889, 25.332, 4.1747, 
38.644, 25.093, 26.446, 25.889, 25.809, 25.650, 25.013, 4.1795, 
38.653, 25.013, 26.605, 26.128, 26.207, 25.650, 25.252, 4.1795, 
38.661, 25.013, 26.764, 26.048, 25.969, 25.650, 25.093, 4.1811, 
38.669, 24.854, 27.003, 25.969, 25.969, 25.650, 25.332, 4.1811, 
38.678, 25.173, 26.605, 25.969, 26.048, 25.650, 25.252, 4.1747, 
38.686, 24.934, 26.366, 26.048, 26.048, 25.650, 25.093, 4.1763, 
38.694, 25.093, 26.366, 25.809, 26.048, 25.730, 25.332, 4.1811, 
38.703, 24.934, 26.685, 25.969, 25.889, 25.650, 25.252, 4.1811, 
38.717, 25.093, 26.446, 26.048, 25.969, 25.650, 24.934, 4.1747, 
38.725, 25.093, 26.605, 25.889, 26.128, 25.730, 25.173, 4.1795, 
38.733, 25.093, 26.446, 25.650, 25.809, 25.730, 25.173, 4.1747, 
38.742, 25.093, 26.605, 25.889, 25.969, 25.809, 25.252, 4.1763, 
38.750, 25.093, 26.605, 25.969, 26.207, 25.650, 25.332, 4.1763, 
38.758, 25.411, 27.083, 26.048, 25.809, 25.730, 25.093, 4.1859, 
38.767, 25.093, 26.685, 25.809, 26.048, 25.650, 25.173, 4.1779, 
38.775, 25.252, 26.526, 26.128, 25.969, 25.809, 25.252, 4.1747, 
38.789, 25.013, 26.366, 26.128, 25.889, 25.809, 25.332, 4.1795, 
38.797, 25.173, 26.605, 25.889, 25.889, 25.809, 25.252, 4.1795, 
38.805, 25.093, 26.446, 25.889, 25.889, 26.207, 24.934, 4.1763, 
38.814, 25.252, 26.446, 25.809, 25.889, 25.889, 24.934, 4.1763, 
38.822, 25.252, 26.685, 26.048, 26.048, 25.809, 25.252, 4.1747, 
38.830, 25.332, 26.685, 26.128, 25.889, 25.809, 25.332, 4.1779, 
38.839, 25.411, 26.446, 25.969, 26.048, 25.809, 25.332, 4.1779, 
38.852, 24.854, 26.287, 25.809, 26.128, 25.809, 25.173, 4.1779, 
38.861, 25.173, 26.446, 25.809, 25.809, 25.809, 25.252, 4.1795, 
38.869, 24.854, 26.685, 26.048, 25.969, 25.889, 25.332, 4.1795, 
38.877, 25.252, 26.366, 26.048, 26.048, 25.889, 25.013, 4.1763, 
38.886, 25.411, 26.605, 25.889, 26.048, 25.730, 25.173, 4.1779, 
38.894, 25.013, 26.366, 25.650, 25.889, 25.650, 25.093, 4.1795, 
38.902, 24.934, 26.526, 25.809, 25.969, 25.730, 25.093, 4.1779, 
38.911, 25.173, 26.366, 25.809, 25.809, 25.730, 25.173, 4.1747, 
38.925, 25.173, 26.526, 26.048, 25.969, 25.650, 25.093, 4.1699, 
38.933, 25.173, 26.526, 25.730, 26.048, 25.650, 25.093, 4.1763, 
38.941, 25.252, 26.287, 25.889, 25.809, 25.650, 25.173, 4.1747, 
38.950, 25.252, 26.605, 25.809, 25.889, 25.730, 25.332, 4.1763, 
38.958, 24.934, 26.366, 25.889, 25.730, 25.730, 24.934, 4.1763, 
38.966, 25.252, 26.605, 25.969, 26.366, 25.650, 25.093, 4.1747, 
38.975, 25.093, 26.446, 26.128, 25.889, 25.491, 24.934, 4.1811, 
38.983, 25.013, 26.605, 25.969, 26.048, 25.491, 25.013, 4.1795, 
38.997, 24.854, 26.446, 25.889, 25.889, 25.730, 25.173, 4.1795, 
39.005, 25.173, 26.605, 25.889, 25.889, 25.809, 25.173, 4.1811, 
39.014, 24.854, 26.446, 25.889, 26.048, 25.730, 25.411, 4.1731, 
39.022, 25.093, 26.446, 26.287, 26.048, 25.730, 25.332, 4.1795, 
39.030, 25.013, 26.446, 26.128, 26.048, 25.730, 25.093, 4.1811, 
39.039, 25.093, 26.287, 25.809, 25.969, 25.650, 25.173, 4.1843, 
39.047, 25.093, 26.366, 25.730, 26.048, 25.809, 25.013, 4.1811, 
39.055, 25.252, 26.446, 25.969, 26.207, 25.809, 25.173, 4.1731, 
39.069, 25.013, 26.446, 25.809, 25.889, 25.809, 25.332, 4.1763, 
39.078, 24.854, 26.287, 25.730, 26.128, 25.809, 25.332, 4.1763, 
39.086, 25.013, 26.446, 25.969, 25.809, 25.571, 25.252, 4.1779, 
39.094, 25.093, 26.366, 25.969, 26.128, 25.730, 25.013, 4.1779, 
39.103, 24.854, 26.287, 25.969, 26.128, 25.809, 25.252, 4.1811, 
39.111, 25.093, 26.446, 26.048, 25.969, 25.809, 25.411, 4.1779, 
39.119, 25.173, 26.446, 26.048, 25.969, 25.650, 25.013, 4.1795, 
39.133, 25.013, 26.446, 25.969, 25.969, 25.809, 25.173, 4.1763, 
39.142, 24.854, 26.526, 25.889, 25.969, 25.809, 24.854, 4.1795, 
39.150, 25.411, 26.446, 25.809, 26.128, 25.571, 25.013, 4.1763, 
39.158, 24.854, 26.685, 25.730, 26.048, 25.730, 25.252, 4.1795, 
39.166, 25.013, 26.526, 26.207, 25.969, 25.491, 25.252, 4.1779, 
39.175, 24.934, 26.287, 25.730, 25.809, 25.730, 25.173, 4.1715, 
39.183, 25.013, 26.605, 26.048, 25.889, 25.809, 25.411, 4.1779, 
39.191, 25.252, 26.605, 25.809, 25.889, 25.730, 25.252, 4.1763, 
39.205, 24.695, 26.446, 26.048, 26.048, 25.730, 25.093, 4.1747, 
39.214, 25.252, 26.366, 25.969, 26.048, 25.730, 25.173, 4.1715, 
39.222, 25.173, 26.446, 25.969, 25.809, 25.650, 25.252, 4.1763, 
39.230, 24.934, 26.366, 25.889, 26.128, 26.287, 25.093, 4.1795, 
39.239, 24.934, 26.605, 25.969, 26.128, 25.809, 25.173, 4.1747, 
39.247, 25.093, 26.526, 25.969, 25.889, 25.969, 25.093, 4.1763, 
39.255, 25.013, 26.446, 26.048, 26.287, 25.730, 25.332, 4.1795, 
39.264, 25.173, 26.526, 26.207, 25.969, 25.730, 25.093, 4.1779, 
39.278, 25.252, 26.366, 25.969, 26.048, 25.969, 25.252, 4.1731, 
39.286, 24.934, 26.446, 26.048, 25.889, 25.889, 25.013, 4.1843, 
39.294, 25.173, 26.446, 25.969, 26.207, 26.287, 25.093, 4.1779, 
39.303, 25.173, 26.287, 25.809, 26.048, 25.411, 24.934, 4.1779, 
39.311, 25.093, 26.526, 25.969, 25.969, 25.809, 25.491, 4.1763, 
39.319, 25.093, 26.605, 26.287, 25.889, 25.889, 25.093, 4.1795, 
39.328, 25.093, 26.207, 25.889, 26.128, 26.048, 25.252, 4.1843, 
39.336, 25.252, 26.366, 25.809, 25.969, 25.571, 25.093, 4.1747, 
39.350, 25.093, 26.366, 25.969, 25.969, 25.809, 25.093, 4.1795, 
39.358, 25.013, 26.526, 25.969, 25.730, 25.809, 25.013, 4.1763, 
39.367, 25.173, 26.605, 25.969, 25.969, 26.048, 25.093, 4.1731, 
39.375, 25.013, 26.526, 25.571, 26.207, 25.730, 24.934, 4.1763, 
39.383, 25.252, 26.685, 25.889, 25.969, 25.571, 25.093, 4.1779, 
39.392, 24.934, 26.446, 25.650, 26.048, 25.650, 25.013, 4.1827, 
39.400, 25.013, 26.526, 25.969, 26.048, 25.730, 25.093, 4.1811, 
39.408, 24.934, 26.526, 25.889, 25.809, 26.128, 25.093, 4.1731, 
39.422, 25.571, 26.526, 25.730, 25.889, 25.809, 24.854, 4.1731, 
39.431, 25.332, 26.366, 25.889, 26.048, 25.889, 25.093, 4.1779, 
39.439, 25.093, 26.287, 26.128, 25.969, 25.889, 25.093, 4.1715, 
39.447, 25.173, 26.764, 25.889, 26.048, 25.730, 25.013, 4.1747, 
39.456, 24.854, 26.685, 25.730, 25.889, 25.730, 25.093, 4.1779, 
39.464, 25.093, 26.685, 25.969, 25.969, 25.571, 25.173, 4.1827, 
39.472, 25.332, 26.366, 26.048, 25.969, 25.730, 25.093, 4.1747, 
39.486, 25.013, 26.605, 25.889, 25.969, 25.730, 25.173, 4.1747, 
39.495, 24.934, 26.446, 25.809, 25.809, 25.730, 25.013, 4.1779, 
39.503, 24.934, 26.526, 25.889, 25.889, 26.048, 25.252, 4.1859, 
39.511, 25.173, 26.526, 25.969, 25.809, 25.889, 25.013, 4.1763, 
39.520, 25.013, 26.366, 26.287, 26.048, 25.889, 25.173, 4.1747, 
39.528, 25.332, 26.685, 26.048, 26.048, 25.809, 25.093, 4.1763, 
39.536, 24.854, 26.446, 25.969, 26.128, 25.889, 25.252, 4.1731, 
39.545, 25.013, 26.446, 25.969, 26.128, 25.730, 25.013, 4.1747, 
39.559, 25.013, 26.366, 25.809, 26.128, 25.650, 25.013, 4.1779, 
39.567, 25.252, 26.526, 25.730, 25.889, 25.969, 25.730, 4.1747, 
39.575, 25.093, 26.605, 26.446, 25.730, 26.207, 25.252, 4.1763, 
39.584, 25.093, 26.366, 25.889, 26.128, 25.809, 24.934, 4.1859, 
39.592, 25.173, 26.366, 25.889, 26.048, 25.969, 24.934, 4.1779, 
39.600, 25.093, 26.366, 26.287, 25.889, 25.809, 25.093, 4.1779, 
39.609, 25.173, 26.526, 25.809, 25.730, 25.730, 25.173, 4.1811, 
39.617, 25.252, 26.446, 25.809, 26.366, 25.571, 25.332, 4.1763, 
39.631, 25.093, 26.685, 25.889, 25.969, 25.730, 25.093, 4.1747, 
39.639, 25.173, 26.526, 25.730, 26.048, 25.730, 25.173, 4.1763, 
39.648, 25.093, 26.446, 25.809, 26.128, 25.650, 25.411, 4.1811, 
39.656, 25.173, 26.287, 25.809, 25.969, 25.650, 25.252, 4.1731, 
39.664, 24.934, 26.446, 26.128, 25.730, 25.650, 25.093, 4.1731, 
39.673, 25.332, 26.446, 25.969, 25.889, 25.571, 25.252, 4.1795, 
39.681, 25.173, 26.605, 26.207, 26.128, 25.571, 24.934, 4.1763, 
39.689, 25.332, 26.605, 26.048, 25.889, 25.730, 25.411, 4.1779, 
39.703, 25.093, 26.446, 26.048, 25.889, 25.889, 25.332, 4.1779, 
39.712, 25.013, 26.526, 25.969, 26.287, 25.650, 25.252, 4.1795, 
39.720, 25.252, 26.366, 25.571, 25.809, 25.730, 25.332, 4.1747, 
39.728, 25.252, 26.526, 25.809, 25.969, 25.650, 25.013, 4.1795, 
39.737, 25.093, 26.207, 25.889, 25.809, 25.571, 25.093, 4.1731, 
39.745, 25.013, 26.526, 25.809, 25.809, 25.491, 25.013, 4.1747, 
39.753, 25.093, 26.764, 25.809, 25.969, 25.809, 25.252, 4.1763, 
39.767, 25.013, 26.685, 25.809, 26.446, 25.809, 25.093, 4.1779, 
39.776, 24.934, 26.446, 26.048, 25.889, 25.889, 25.093, 4.1763, 
39.784, 25.013, 26.366, 26.048, 26.128, 25.889, 25.252, 4.1763, 
39.792, 24.854, 26.446, 25.969, 25.969, 25.571, 24.934, 4.1763, 
39.801, 24.934, 26.366, 25.889, 26.048, 25.650, 25.093, 4.1731, 
39.809, 25.013, 26.526, 25.889, 25.571, 25.650, 25.173, 4.1763, 
