seconds, T0, T1, T2, T3, T4, T5, BAT, 
211.225, 24.854, 26.366, 25.889, 25.889, 25.650, 25.013, 4.1795, 
211.233, 25.173, 26.366, 25.809, 25.889, 25.809, 25.013, 4.1763, 
211.242, 25.013, 26.685, 25.730, 25.969, 25.571, 25.332, 4.1763, 
211.250, 25.093, 26.366, 25.889, 25.969, 25.730, 25.093, 4.1843, 
211.258, 25.093, 26.764, 26.128, 26.048, 25.730, 25.093, 4.1795, 
211.267, 25.173, 26.526, 25.889, 25.969, 25.730, 25.093, 4.1763, 
211.275, 25.252, 26.446, 25.889, 25.889, 25.571, 25.093, 4.1763, 
211.283, 25.173, 26.446, 26.048, 25.969, 25.889, 24.934, 4.1699, 
211.298, 25.252, 26.764, 25.889, 25.889, 25.730, 25.093, 4.1811, 
211.306, 25.093, 26.287, 26.048, 25.809, 25.889, 24.934, 4.1795, 
211.314, 25.013, 26.446, 25.809, 25.889, 25.730, 25.093, 4.1763, 
211.323, 25.173, 26.526, 25.969, 26.128, 25.730, 25.173, 4.1779, 
211.331, 25.093, 26.446, 25.809, 26.048, 25.650, 24.934, 4.1779, 
211.339, 25.173, 26.366, 25.809, 25.809, 25.889, 25.173, 4.1747, 
211.348, 24.934, 26.526, 25.809, 25.969, 25.809, 25.252, 4.1795, 
211.356, 24.854, 26.446, 26.048, 25.889, 25.809, 25.252, 4.1763, 
211.371, 25.093, 26.526, 25.889, 26.128, 25.730, 25.332, 4.1747, 
211.379, 25.173, 26.605, 25.969, 26.048, 25.650, 25.013, 4.1811, 
211.387, 25.332, 26.366, 26.207, 26.048, 25.809, 25.093, 4.1763, 
211.396, 24.934, 26.924, 25.809, 26.287, 25.809, 25.013, 4.1795, 
211.404, 25.332, 26.446, 26.128, 26.048, 25.730, 24.934, 4.1763, 
211.412, 25.411, 26.446, 26.207, 25.969, 25.730, 25.093, 4.1811, 
211.421, 25.173, 26.526, 25.809, 25.889, 25.809, 25.173, 4.1763, 
211.435, 25.093, 26.287, 25.809, 25.889, 25.571, 25.093, 4.1779, 
211.444, 25.173, 26.605, 25.809, 25.889, 25.730, 25.650, 4.1827, 
211.452, 25.173, 26.526, 26.048, 25.809, 25.730, 24.854, 4.1747, 
211.460, 25.093, 26.605, 25.889, 26.048, 25.650, 25.013, 4.1763, 
211.469, 25.093, 26.605, 25.969, 26.048, 25.809, 24.934, 4.1747, 
211.477, 25.252, 26.446, 25.889, 25.809, 25.889, 25.013, 4.1715, 
211.485, 25.173, 26.446, 25.809, 25.969, 25.730, 25.093, 4.1747, 
211.494, 25.252, 26.526, 25.809, 25.650, 25.809, 25.093, 4.1779, 
211.508, 25.013, 26.526, 25.969, 26.048, 25.730, 24.934, 4.1795, 
211.516, 25.093, 26.366, 25.889, 26.048, 25.730, 24.934, 4.1715, 
211.525, 24.934, 26.446, 25.969, 26.048, 25.650, 25.013, 4.1811, 
211.533, 25.093, 26.446, 26.048, 26.048, 25.650, 25.093, 4.1763, 
211.541, 25.013, 26.366, 25.969, 25.889, 25.889, 25.093, 4.1811, 
211.550, 25.013, 26.207, 25.889, 25.889, 25.809, 25.093, 4.1747, 
211.558, 25.173, 26.605, 26.048, 25.969, 25.889, 25.013, 4.1747, 
211.566, 25.252, 26.605, 25.889, 25.969, 26.048, 25.252, 4.1827, 
211.581, 25.252, 26.446, 25.969, 25.650, 25.889, 25.013, 4.1763, 
211.589, 25.332, 26.526, 25.969, 26.128, 25.889, 25.013, 4.1811, 
211.597, 25.093, 26.446, 25.809, 26.128, 25.809, 24.854, 4.1747, 
211.606, 25.252, 26.446, 25.809, 26.207, 25.969, 25.252, 4.1811, 
211.614, 25.093, 26.526, 26.128, 25.889, 25.809, 24.854, 4.1747, 
211.622, 25.173, 26.605, 25.809, 25.969, 25.809, 24.934, 4.1827, 
211.631, 25.252, 26.366, 26.128, 25.730, 25.730, 24.934, 4.1731, 
211.645, 25.093, 26.287, 25.969, 26.048, 25.650, 25.093, 4.1763, 
211.653, 25.173, 26.366, 25.889, 25.809, 25.889, 24.934, 4.1731, 
211.661, 25.093, 26.446, 25.889, 25.809, 25.730, 25.013, 4.1763, 
211.670, 25.093, 26.446, 25.730, 26.048, 25.650, 24.934, 4.1763, 
211.678, 25.252, 26.446, 25.889, 25.969, 25.809, 24.934, 4.1779, 
211.687, 25.173, 26.685, 26.128, 25.969, 25.650, 25.013, 4.1795, 
211.695, 25.013, 26.605, 25.889, 25.969, 25.809, 25.173, 4.1763, 
211.703, 25.252, 26.366, 25.969, 26.048, 25.730, 25.173, 4.1747, 
211.718, 25.173, 26.446, 25.969, 26.207, 25.650, 25.013, 4.1779, 
211.726, 25.093, 26.366, 26.048, 25.889, 25.969, 25.173, 4.1731, 
211.735, 25.332, 26.287, 25.889, 26.048, 26.207, 25.013, 4.1843, 
211.743, 25.013, 26.446, 25.730, 25.969, 25.730, 25.173, 4.1747, 
211.751, 24.934, 26.526, 25.809, 25.889, 25.809, 25.093, 4.1763, 
211.760, 25.332, 26.446, 25.969, 25.969, 25.730, 25.013, 4.1731, 
211.768, 25.252, 26.128, 25.969, 26.366, 25.730, 25.252, 4.1795, 
211.782, 25.013, 26.366, 26.048, 25.969, 25.650, 24.934, 4.1811, 
211.791, 25.173, 26.446, 25.650, 25.889, 25.809, 24.934, 4.1763, 
211.799, 25.252, 26.446, 25.809, 25.969, 25.969, 25.173, 4.1779, 
211.807, 25.332, 26.844, 26.128, 26.128, 25.650, 24.854, 4.1763, 
211.816, 25.013, 26.605, 25.969, 26.128, 25.650, 24.775, 4.1763, 
211.824, 25.093, 26.446, 25.650, 25.889, 25.809, 25.252, 4.1747, 
211.832, 25.013, 26.366, 25.889, 25.969, 25.889, 25.173, 4.1779, 
211.841, 24.934, 26.446, 25.969, 26.048, 25.650, 25.093, 4.1731, 
211.855, 25.252, 26.287, 25.809, 25.969, 25.411, 25.332, 4.1811, 
211.863, 24.934, 26.446, 25.969, 25.889, 25.650, 25.093, 4.1811, 
211.871, 24.854, 26.366, 25.730, 25.969, 25.571, 25.173, 4.1874, 
211.880, 25.173, 26.366, 25.969, 25.809, 26.048, 25.332, 4.1827, 
211.888, 25.093, 26.685, 26.128, 26.128, 25.650, 25.013, 4.1779, 
211.896, 25.093, 26.526, 25.889, 25.809, 25.730, 25.093, 4.1795, 
211.905, 25.173, 26.605, 26.048, 26.287, 25.809, 24.934, 4.1890, 
211.913, 25.093, 26.287, 26.048, 26.128, 25.730, 24.854, 4.1779, 
211.928, 25.730, 26.924, 25.889, 26.207, 25.650, 25.013, 4.1779, 
211.936, 25.411, 26.446, 26.128, 25.809, 25.650, 25.093, 4.1763, 
211.944, 25.332, 26.605, 25.889, 26.048, 25.809, 25.013, 4.1795, 
211.953, 25.093, 27.162, 25.809, 25.889, 25.491, 24.854, 4.1763, 
211.961, 25.411, 26.446, 25.969, 26.048, 25.730, 25.252, 4.1763, 
211.969, 25.730, 26.366, 25.889, 25.969, 25.730, 25.093, 4.1795, 
211.978, 25.093, 26.605, 25.969, 25.809, 25.969, 25.093, 4.1779, 
211.992, 24.695, 26.685, 26.048, 25.969, 25.809, 24.934, 4.1763, 
212.001, 25.013, 26.605, 25.969, 26.048, 25.650, 25.013, 4.1779, 
212.009, 24.934, 26.446, 26.287, 26.048, 25.730, 25.093, 4.1795, 
212.017, 25.173, 26.446, 25.889, 26.128, 25.889, 25.093, 4.1795, 
212.026, 25.173, 26.526, 25.730, 26.207, 25.809, 25.013, 4.1779, 
212.034, 24.854, 26.287, 25.809, 26.128, 25.730, 25.013, 4.1779, 
212.042, 24.934, 26.605, 26.048, 25.969, 25.650, 25.173, 4.1779, 
212.051, 25.173, 26.526, 25.889, 25.809, 25.889, 25.013, 4.1827, 
212.065, 25.173, 26.446, 25.969, 25.809, 25.730, 25.332, 4.1795, 
212.073, 25.252, 26.526, 25.650, 25.969, 25.650, 25.013, 4.1763, 
212.082, 25.252, 26.526, 25.969, 25.969, 25.889, 25.173, 4.1779, 
212.090, 25.093, 26.287, 26.048, 26.128, 25.889, 25.252, 4.1859, 
212.098, 25.093, 26.526, 26.128, 26.048, 25.889, 24.854, 4.1795, 
212.107, 25.252, 26.366, 26.128, 25.809, 25.809, 25.093, 4.1763, 
212.115, 25.332, 26.526, 25.969, 25.969, 25.809, 24.775, 4.1731, 
212.123, 25.013, 26.685, 25.809, 25.889, 25.650, 25.013, 4.1763, 
212.138, 24.854, 26.526, 25.809, 25.969, 26.048, 25.252, 4.1747, 
212.146, 25.252, 26.526, 25.889, 25.889, 25.809, 25.093, 4.1779, 
212.154, 25.252, 26.287, 25.730, 26.048, 25.809, 25.093, 4.1795, 
212.163, 25.093, 26.287, 25.889, 25.969, 25.889, 25.013, 4.1763, 
212.171, 24.854, 26.764, 25.809, 26.128, 25.889, 25.093, 4.1811, 
212.179, 25.252, 26.526, 26.446, 26.207, 25.491, 24.934, 4.1811, 
212.188, 25.252, 26.685, 25.809, 25.889, 25.730, 25.013, 4.1731, 
212.202, 24.934, 26.446, 25.969, 26.207, 25.650, 25.013, 4.1763, 
212.210, 25.013, 26.366, 26.048, 25.730, 25.571, 25.013, 4.1763, 
212.219, 25.252, 26.446, 26.048, 25.889, 25.809, 25.013, 4.1779, 
212.227, 25.013, 26.526, 25.809, 25.969, 25.809, 25.093, 4.1763, 
212.235, 25.013, 26.366, 26.207, 26.128, 25.650, 25.013, 4.1779, 
212.244, 25.013, 26.685, 25.730, 26.048, 25.730, 25.173, 4.1779, 
212.252, 25.332, 26.685, 26.128, 26.048, 25.809, 25.252, 4.1747, 
212.260, 25.730, 26.446, 25.969, 25.969, 25.650, 25.093, 4.1699, 
212.275, 25.093, 26.685, 25.969, 25.809, 25.809, 25.093, 4.1795, 
212.283, 24.934, 26.526, 25.969, 25.889, 25.571, 25.252, 4.1731, 
212.292, 25.093, 27.162, 25.650, 25.809, 25.571, 25.252, 4.1779, 
212.300, 25.252, 26.366, 25.730, 25.969, 25.809, 24.854, 4.1795, 
212.308, 25.332, 26.287, 26.128, 25.969, 25.809, 25.173, 4.1715, 
212.317, 24.934, 26.685, 25.809, 25.889, 25.730, 25.093, 4.1747, 
212.325, 25.173, 26.605, 25.969, 25.889, 26.207, 24.934, 4.1795, 
212.333, 25.093, 26.605, 26.048, 25.809, 25.809, 25.093, 4.1779, 
212.348, 25.013, 26.446, 25.969, 25.889, 25.889, 25.252, 4.1779, 
212.356, 25.173, 26.446, 25.969, 26.128, 25.889, 25.173, 4.1731, 
212.364, 25.093, 26.446, 26.128, 26.207, 25.730, 25.093, 4.1843, 
212.373, 25.093, 26.287, 25.969, 26.128, 25.650, 25.173, 4.1811, 
212.381, 25.013, 26.446, 26.207, 26.048, 25.650, 24.934, 4.1811, 
212.389, 25.093, 26.605, 25.730, 25.969, 25.650, 25.093, 4.1795, 
212.398, 25.252, 26.366, 25.809, 25.969, 25.571, 25.013, 4.1795, 
212.412, 24.854, 26.526, 26.128, 25.809, 25.809, 25.093, 4.1811, 
212.420, 25.252, 26.526, 25.969, 26.207, 25.650, 24.934, 4.1779, 
212.429, 24.775, 26.446, 25.969, 25.889, 25.571, 25.173, 4.1699, 
212.437, 25.013, 26.685, 26.048, 26.128, 25.571, 25.013, 4.1779, 
212.445, 24.934, 26.685, 25.889, 26.048, 25.650, 25.411, 4.1779, 
212.454, 25.252, 26.685, 25.969, 25.889, 25.730, 25.411, 4.1779, 
212.462, 25.173, 26.446, 25.889, 25.809, 25.969, 24.854, 4.1811, 
212.470, 25.013, 26.366, 25.969, 26.048, 25.809, 25.173, 4.1779, 
212.485, 25.173, 26.446, 25.809, 25.809, 25.969, 25.013, 4.1715, 
212.493, 25.093, 26.207, 25.969, 26.366, 25.730, 24.854, 4.1779, 
212.501, 25.013, 26.446, 25.969, 25.969, 25.809, 25.013, 4.1811, 
212.510, 25.093, 26.526, 26.048, 25.969, 25.730, 24.695, 4.1779, 
212.518, 25.252, 26.287, 25.809, 25.730, 25.650, 25.173, 4.1779, 
212.526, 25.093, 26.446, 25.809, 26.048, 25.889, 25.013, 4.1827, 
212.535, 25.093, 26.366, 26.128, 26.048, 25.730, 25.252, 4.1890, 
212.543, 25.252, 26.446, 25.889, 25.969, 25.730, 25.013, 4.1811, 
212.557, 25.093, 26.685, 26.128, 25.809, 25.650, 25.093, 4.1763, 
212.566, 25.013, 26.446, 25.969, 26.048, 25.571, 25.173, 4.1779, 
212.574, 25.332, 26.526, 25.889, 25.969, 25.650, 24.934, 4.1779, 
212.583, 25.093, 26.526, 25.809, 26.048, 25.809, 25.173, 4.1843, 
212.591, 25.332, 26.526, 25.889, 25.969, 25.889, 24.934, 4.1779, 
212.599, 25.093, 26.366, 25.889, 26.207, 25.571, 25.411, 4.1843, 
212.608, 24.934, 26.605, 25.809, 25.809, 25.809, 25.093, 4.1763, 
212.622, 25.093, 26.526, 26.287, 25.650, 25.969, 24.854, 4.1747, 
212.630, 25.252, 26.287, 25.809, 25.969, 25.730, 25.252, 4.1731, 
212.639, 25.252, 26.446, 26.128, 25.969, 25.889, 25.013, 4.1811, 
212.647, 24.854, 26.605, 26.287, 26.048, 25.571, 24.934, 4.1795, 
212.655, 25.013, 26.764, 25.889, 25.889, 25.809, 25.013, 4.1763, 
212.664, 25.173, 26.366, 25.969, 25.969, 25.650, 25.252, 4.1747, 
212.672, 25.013, 26.366, 25.650, 25.969, 25.730, 24.934, 4.1811, 
212.680, 25.252, 26.446, 25.809, 25.969, 25.809, 24.934, 4.1763, 
212.695, 24.934, 26.526, 25.809, 26.048, 25.809, 25.332, 4.1874, 
212.703, 25.093, 26.446, 26.048, 25.969, 25.730, 25.332, 4.1763, 
212.711, 25.013, 26.526, 26.366, 26.048, 25.730, 25.332, 4.1763, 
212.720, 25.173, 26.446, 26.128, 25.969, 25.809, 25.093, 4.1747, 
212.728, 25.093, 26.446, 25.889, 25.969, 25.889, 25.252, 4.1731, 
212.736, 25.252, 26.605, 25.969, 26.128, 25.889, 24.934, 4.1779, 
212.744, 25.093, 26.366, 26.128, 25.969, 25.571, 25.013, 4.1811, 
212.759, 24.775, 26.366, 25.969, 25.730, 25.730, 25.173, 4.1843, 
212.767, 24.934, 26.446, 25.889, 25.889, 25.730, 25.093, 4.1795, 
212.775, 24.934, 26.605, 25.809, 26.048, 25.730, 25.173, 4.1779, 
212.784, 25.252, 26.685, 26.207, 25.969, 25.730, 24.934, 4.1811, 
212.792, 25.093, 26.526, 25.889, 25.889, 25.491, 25.013, 4.1731, 
212.800, 25.013, 26.685, 25.730, 26.207, 25.571, 25.571, 4.1747, 
212.809, 24.934, 26.446, 26.048, 26.128, 25.809, 25.093, 4.1747, 
212.817, 25.173, 26.366, 25.809, 25.969, 25.491, 25.332, 4.1747, 
212.831, 25.173, 26.207, 25.969, 25.889, 25.730, 25.013, 4.1779, 
212.840, 24.854, 26.446, 26.287, 26.207, 25.730, 25.093, 4.1731, 
212.848, 25.013, 26.287, 25.969, 26.128, 25.650, 25.093, 4.1763, 
212.856, 24.934, 26.526, 25.889, 25.969, 25.809, 25.013, 4.1795, 
212.865, 25.013, 26.446, 25.969, 25.809, 25.650, 25.411, 4.1795, 
212.873, 25.252, 26.526, 25.889, 26.048, 25.809, 25.013, 4.1763, 
212.881, 25.093, 26.207, 25.889, 26.526, 25.730, 25.252, 4.1763, 
212.890, 24.854, 26.526, 26.128, 25.969, 25.650, 25.013, 4.1779, 
212.904, 25.013, 26.526, 25.809, 25.969, 25.889, 25.332, 4.1795, 
212.928, 24.615, 26.446, 26.048, 25.889, 25.650, 25.093, 4.1763, 
212.940, 25.013, 26.446, 26.048, 26.048, 25.809, 25.252, 4.1763, 
212.948, 25.013, 26.207, 25.969, 25.809, 25.571, 25.093, 4.1811, 
212.957, 25.173, 26.605, 26.526, 26.048, 25.650, 25.093, 4.1747, 
212.965, 25.173, 26.446, 25.889, 25.969, 25.809, 25.013, 4.1763, 
212.973, 25.013, 26.366, 26.287, 25.969, 25.730, 25.093, 4.1763, 
212.988, 24.934, 26.207, 25.730, 25.889, 25.571, 25.173, 4.1731, 
212.996, 24.854, 26.685, 26.287, 25.969, 25.650, 25.093, 4.1763, 
213.005, 25.332, 26.446, 26.048, 25.969, 25.809, 24.934, 4.1795, 
213.013, 24.775, 26.446, 26.048, 25.889, 25.730, 25.013, 4.1795, 
213.021, 25.013, 26.685, 25.809, 26.207, 25.889, 24.934, 4.1795, 
213.030, 25.013, 26.366, 25.969, 25.889, 25.730, 25.093, 4.1795, 
213.038, 25.332, 26.605, 25.969, 26.128, 25.809, 25.093, 4.1763, 
213.046, 25.013, 26.446, 25.969, 25.969, 25.650, 25.411, 4.1747, 
213.061, 25.173, 26.366, 25.889, 25.889, 25.889, 25.013, 4.1763, 
213.069, 25.252, 26.526, 25.969, 26.128, 25.571, 25.013, 4.1747, 
213.077, 25.252, 26.446, 26.048, 25.889, 25.730, 25.252, 4.1811, 
213.086, 25.093, 26.446, 26.048, 26.048, 25.730, 24.934, 4.1795, 
213.094, 24.934, 26.287, 25.969, 25.889, 26.048, 25.013, 4.1779, 
213.102, 25.093, 26.605, 25.809, 25.969, 25.809, 24.934, 4.1843, 
213.111, 25.252, 26.685, 25.969, 25.889, 25.889, 25.013, 4.1763, 
213.119, 25.252, 26.685, 25.809, 25.809, 25.730, 25.173, 4.1811, 
213.133, 24.854, 26.366, 25.809, 25.969, 25.650, 24.775, 4.1795, 
213.142, 24.775, 26.526, 25.809, 25.809, 25.969, 25.013, 4.1779, 
213.150, 25.173, 26.526, 26.048, 26.048, 25.969, 25.093, 4.1827, 
213.158, 24.934, 26.526, 26.048, 26.048, 25.491, 25.013, 4.1811, 
213.167, 24.854, 26.366, 25.809, 25.889, 25.571, 25.252, 4.1795, 
213.175, 25.173, 26.446, 26.207, 26.207, 25.809, 25.013, 4.1827, 
213.183, 25.093, 26.446, 25.889, 25.809, 25.571, 25.093, 4.1763, 
213.198, 24.934, 26.526, 25.969, 25.730, 25.809, 25.093, 4.1763, 
213.206, 25.013, 26.366, 25.889, 26.526, 25.809, 25.332, 4.1763, 
213.214, 25.173, 26.446, 25.809, 25.889, 25.889, 25.173, 4.1747, 
213.223, 25.093, 27.083, 25.650, 25.889, 25.491, 24.934, 4.1715, 
213.231, 24.934, 26.605, 25.969, 26.048, 25.889, 25.093, 4.1795, 
213.239, 25.173, 26.526, 26.128, 26.207, 25.650, 24.854, 4.1763, 
213.248, 24.934, 26.287, 25.889, 26.048, 25.730, 25.093, 4.1699, 
213.256, 25.013, 26.764, 25.809, 25.889, 25.650, 25.013, 4.1763, 
213.270, 25.252, 26.685, 26.128, 25.809, 25.809, 24.934, 4.1795, 
213.279, 25.093, 26.446, 25.650, 25.730, 25.809, 25.093, 4.1763, 
213.287, 25.013, 26.526, 25.809, 25.969, 25.650, 25.252, 4.1811, 
213.295, 25.173, 26.366, 25.889, 26.048, 25.650, 24.934, 4.1843, 
213.304, 25.093, 26.526, 25.809, 26.128, 25.730, 25.013, 4.1779, 
213.312, 25.093, 26.685, 25.730, 26.128, 25.730, 24.775, 4.1747, 
213.320, 25.013, 26.526, 26.048, 26.048, 25.730, 25.093, 4.1763, 
213.329, 25.093, 26.526, 26.048, 25.969, 25.969, 25.173, 4.1747, 
213.343, 25.173, 26.366, 25.809, 26.207, 25.730, 25.093, 4.1779, 
213.351, 25.093, 26.366, 25.809, 25.969, 25.650, 25.093, 4.1795, 
213.360, 25.013, 26.366, 26.048, 26.128, 25.730, 25.252, 4.1795, 
213.368, 25.013, 26.446, 25.809, 25.889, 25.730, 25.411, 4.1763, 
213.376, 25.332, 26.446, 25.809, 26.207, 25.809, 24.934, 4.1827, 
213.385, 25.013, 26.526, 25.889, 25.889, 25.730, 25.013, 4.1827, 
213.393, 25.093, 26.446, 25.889, 25.889, 25.889, 25.013, 4.1779, 
213.407, 25.093, 26.446, 26.048, 26.128, 25.969, 24.854, 4.1763, 
213.416, 25.093, 26.446, 25.969, 26.128, 25.969, 25.013, 4.1890, 
213.424, 25.173, 26.605, 25.730, 25.969, 25.650, 25.013, 4.1779, 
213.432, 25.173, 26.446, 25.809, 25.889, 25.730, 24.854, 4.1779, 
213.441, 25.093, 26.446, 26.048, 26.128, 25.889, 24.934, 4.1795, 
213.449, 25.013, 26.446, 25.809, 26.128, 25.809, 24.854, 4.1811, 
213.457, 25.013, 26.526, 25.969, 26.128, 25.650, 25.252, 4.1795, 
213.466, 25.173, 26.366, 25.969, 25.889, 25.730, 25.093, 4.1779, 
213.480, 24.934, 26.685, 25.889, 25.889, 25.730, 24.934, 4.1795, 
213.488, 25.491, 26.366, 25.969, 25.889, 25.809, 25.013, 4.1763, 
213.497, 25.252, 26.366, 25.650, 25.889, 25.730, 24.695, 4.1779, 
213.505, 25.013, 26.844, 25.809, 26.128, 25.491, 25.013, 4.1779, 
213.513, 24.854, 26.446, 26.048, 26.207, 25.889, 25.013, 4.1795, 
213.522, 24.854, 26.366, 25.730, 25.889, 25.730, 25.173, 4.1763, 
213.530, 25.173, 26.605, 25.969, 26.048, 25.730, 24.934, 4.1795, 
213.560, 24.695, 27.003, 25.809, 26.048, 25.730, 25.173, 4.1779, 
213.568, 25.173, 26.446, 26.128, 26.048, 25.650, 25.093, 4.1827, 
213.577, 25.093, 26.526, 25.809, 26.207, 25.650, 25.013, 4.1747, 
213.585, 25.093, 26.446, 25.809, 26.128, 25.571, 25.093, 4.1779, 
213.593, 25.093, 26.526, 26.048, 26.128, 25.730, 24.934, 4.1859, 
213.602, 25.013, 26.366, 26.048, 25.969, 25.650, 24.934, 4.1779, 
213.610, 25.013, 26.446, 26.048, 25.889, 25.809, 25.173, 4.1763, 
213.618, 25.252, 26.605, 25.969, 25.969, 25.650, 25.013, 4.1795, 
213.633, 24.934, 26.526, 26.048, 25.969, 25.730, 25.013, 4.1779, 
213.641, 25.252, 26.366, 25.889, 25.969, 25.491, 24.934, 4.1731, 
213.650, 25.173, 26.446, 25.809, 26.128, 25.809, 25.093, 4.1795, 
213.658, 25.093, 26.446, 26.048, 26.048, 26.128, 25.173, 4.1763, 
213.666, 25.173, 26.526, 25.730, 25.889, 25.650, 25.013, 4.1763, 
213.675, 24.934, 26.366, 25.969, 25.969, 26.048, 25.093, 4.1811, 
213.683, 25.571, 26.605, 25.889, 25.889, 25.969, 25.093, 4.1779, 
213.691, 25.093, 26.446, 25.969, 26.048, 25.650, 25.093, 4.1859, 
213.706, 25.093, 26.287, 25.809, 25.889, 25.969, 25.252, 4.1763, 
213.714, 25.013, 26.446, 25.969, 25.809, 25.889, 25.093, 4.1779, 
213.722, 25.013, 26.446, 26.287, 26.048, 25.650, 25.252, 4.1779, 
213.731, 25.173, 26.287, 25.809, 26.048, 25.650, 25.571, 4.1731, 
213.739, 24.854, 26.366, 26.048, 25.969, 25.730, 25.013, 4.1763, 
213.747, 25.093, 26.446, 25.889, 25.889, 26.048, 24.934, 4.1779, 
213.756, 25.093, 26.685, 25.889, 26.207, 25.889, 24.934, 4.1795, 
213.770, 24.934, 26.366, 25.969, 26.207, 25.650, 25.093, 4.1811, 
213.778, 25.093, 26.446, 25.889, 25.889, 25.571, 25.252, 4.1811, 
213.787, 25.093, 26.605, 26.048, 26.048, 25.491, 25.252, 4.1731, 
213.795, 24.934, 26.764, 25.969, 26.366, 25.411, 25.013, 4.1859, 
213.803, 25.093, 26.446, 25.809, 26.128, 25.650, 25.013, 4.1779, 
213.812, 25.252, 26.526, 25.889, 25.809, 25.809, 25.571, 4.1779, 
213.820, 25.093, 26.446, 26.287, 25.969, 25.730, 25.093, 4.1811, 
213.828, 25.252, 26.526, 25.969, 26.048, 25.650, 24.854, 4.1699, 
213.843, 25.093, 26.446, 25.730, 25.969, 25.571, 25.093, 4.1811, 
213.851, 25.173, 26.366, 25.730, 25.969, 25.889, 25.173, 4.1731, 
213.859, 25.730, 26.605, 26.526, 26.048, 25.730, 25.013, 4.1795, 
213.868, 25.252, 26.446, 26.048, 25.809, 25.650, 25.013, 4.1715, 
213.876, 25.013, 26.446, 25.809, 26.207, 25.969, 25.252, 4.1779, 
213.884, 25.650, 26.446, 26.048, 25.969, 25.650, 25.093, 4.1827, 
213.893, 25.173, 26.366, 25.889, 25.969, 25.889, 24.854, 4.1779, 
213.901, 25.093, 26.526, 26.207, 26.048, 25.730, 25.013, 4.1763, 
213.915, 24.854, 26.287, 25.889, 25.889, 25.969, 25.013, 4.1747, 
213.924, 25.013, 26.446, 25.889, 26.048, 25.650, 25.013, 4.1795, 
213.932, 25.173, 26.605, 26.128, 26.048, 25.730, 25.332, 4.1763, 
213.940, 25.093, 26.685, 25.889, 26.128, 25.809, 24.934, 4.1811, 
213.949, 25.491, 26.526, 25.969, 25.969, 25.889, 25.173, 4.1795, 
213.957, 25.093, 26.446, 25.809, 25.809, 25.809, 24.854, 4.1763, 
213.965, 25.013, 26.526, 25.809, 25.969, 26.048, 25.252, 4.1699, 
213.980, 25.093, 26.605, 25.889, 26.048, 25.809, 24.934, 4.1795, 
213.988, 25.173, 26.366, 25.809, 26.128, 25.969, 24.775, 4.1779, 
213.996, 25.332, 26.605, 26.128, 25.889, 25.730, 25.093, 4.1779, 
214.005, 25.332, 26.526, 25.730, 26.048, 25.730, 25.093, 4.1811, 
214.013, 25.093, 26.207, 25.809, 25.969, 25.650, 24.934, 4.1795, 
214.021, 25.252, 26.366, 25.809, 25.969, 25.809, 25.093, 4.1731, 
214.030, 25.013, 26.526, 25.889, 25.730, 25.889, 24.775, 4.1859, 
214.038, 25.093, 26.605, 26.128, 26.128, 25.571, 25.173, 4.1779, 
214.052, 25.173, 26.605, 25.889, 26.446, 25.889, 25.093, 4.1795, 
214.061, 25.252, 26.366, 25.969, 25.889, 25.571, 25.013, 4.1747, 
214.069, 24.934, 26.446, 25.730, 25.969, 25.411, 25.411, 4.1779, 
214.077, 25.093, 26.446, 25.889, 25.809, 25.889, 24.934, 4.1763, 
214.086, 25.332, 26.526, 25.809, 26.048, 25.730, 25.013, 4.1795, 
214.094, 25.013, 26.207, 25.809, 25.969, 25.969, 25.173, 4.1795, 
214.102, 24.934, 26.446, 25.969, 25.889, 25.809, 24.934, 4.1811, 
214.111, 24.934, 26.526, 25.730, 26.287, 25.969, 25.013, 4.1763, 
214.125, 25.173, 26.526, 25.969, 26.048, 25.650, 25.173, 4.1763, 
214.133, 25.013, 26.366, 25.969, 26.128, 25.969, 24.934, 4.1731, 
214.142, 25.093, 26.924, 26.048, 25.969, 25.730, 25.173, 4.1747, 
214.150, 25.093, 26.446, 25.889, 25.889, 25.650, 25.013, 4.1811, 
214.158, 25.013, 26.605, 25.889, 25.889, 25.650, 24.934, 4.1779, 
214.167, 25.252, 26.366, 26.128, 26.287, 25.571, 25.013, 4.1763, 
214.175, 25.173, 26.128, 25.889, 25.969, 26.048, 25.491, 4.1763, 
214.190, 25.332, 26.446, 25.889, 26.048, 25.730, 25.332, 4.1874, 
214.198, 25.013, 26.526, 25.650, 26.048, 25.969, 25.173, 4.1747, 
214.206, 25.093, 26.287, 26.128, 25.969, 26.128, 25.173, 4.1843, 
214.215, 25.173, 26.207, 25.889, 26.048, 25.889, 25.093, 4.1763, 
214.223, 25.252, 26.446, 25.809, 26.128, 25.809, 25.252, 4.1779, 
214.231, 25.332, 26.287, 25.889, 25.969, 25.571, 25.013, 4.1779, 
214.240, 25.093, 26.446, 25.889, 26.048, 25.730, 25.093, 4.1731, 
214.248, 25.173, 26.605, 25.889, 26.128, 25.650, 25.173, 4.1747, 
214.262, 25.013, 26.764, 25.809, 25.730, 25.650, 25.013, 4.1779, 
214.271, 25.093, 26.685, 25.730, 25.730, 25.889, 25.252, 4.1779, 
214.279, 25.013, 26.526, 25.809, 25.809, 25.730, 25.093, 4.1827, 
