Time [ms],Time [ms],Test 1,Test 2,Test 3,Test 4,Test 5
770.188,770.188,3.75,2.46,2.46,0.7,
771.636,771.636,3.75,2.46,2.46,0.59,
773.08,773.08,3.75,2.34,2.58,0.7,
774.524,774.524,3.63,2.34,2.46,0.7,
775.976,775.976,3.63,2.34,2.58,0.7,
777.408,777.408,3.63,2.22,2.69,0.7,
778.856,778.856,3.51,2.22,2.69,0.7,
780.304,780.304,3.51,2.22,2.69,0.7,
781.748,781.748,3.51,2.11,2.81,0.59,
783.2,783.2,3.4,2.22,2.81,0.7,
784.628,784.628,3.4,2.11,2.81,0.7,
786.076,786.076,3.4,2.11,2.93,0.7,
787.532,787.532,3.28,2.11,2.93,0.7,
788.968,788.968,3.28,2.11,3.04,0.7,
790.424,790.424,3.28,2.11,3.04,0.82,
791.856,791.856,3.16,1.99,3.04,0.7,
793.312,793.312,3.16,2.11,3.04,0.82,
794.756,794.756,3.16,2.22,3.16,0.82,
796.196,796.196,3.04,2.22,3.16,0.82,
797.64,797.64,3.04,2.22,3.16,0.82,
799.072,799.072,3.04,2.22,3.28,0.82,
800.528,800.528,3.04,2.34,3.28,0.82,
801.972,801.972,2.93,2.34,3.28,0.82,
803.416,803.416,2.93,2.34,3.28,0.82,
804.872,804.872,2.93,2.46,3.28,0.82,
806.312,806.312,2.93,2.46,3.28,0.82,
807.76,807.76,2.93,2.46,3.28,0.82,
809.2,809.2,2.93,2.58,3.28,0.82,
810.648,810.648,2.93,2.58,3.28,0.82,
812.096,812.096,2.93,2.69,3.28,0.82,
813.536,813.536,2.93,2.69,3.16,0.82,
814.984,814.984,2.93,2.69,3.16,0.82,
816.424,816.424,2.93,2.81,3.16,0.82,
817.88,817.88,2.93,2.81,3.16,0.7,
819.312,819.312,3.04,2.93,3.04,0.7,
820.756,820.756,3.04,2.93,3.04,0.82,
822.208,822.208,3.04,2.93,3.04,0.7,
823.644,823.644,3.04,3.04,3.04,0.7,
825.096,825.096,3.04,3.04,2.93,0.7,
826.532,826.532,3.16,3.16,2.93,0.7,
827.988,827.988,3.16,3.16,2.81,0.7,
829.44,829.44,3.16,3.16,2.81,0.7,
830.876,830.876,3.16,3.16,2.81,0.7,
832.328,832.328,3.28,3.16,2.81,0.7,
833.768,833.768,3.28,3.16,2.69,0.7,
835.208,835.208,3.4,3.16,2.69,0.7,
836.66,836.66,3.4,3.16,2.58,0.7,
838.092,838.092,3.4,3.28,2.58,0.7,
839.548,839.548,3.51,3.16,2.58,0.7,
840.996,840.996,3.51,3.16,2.58,0.7,
842.44,842.44,3.51,3.16,2.46,0.7,
843.888,843.888,3.63,3.16,2.46,0.7,
845.328,845.328,3.63,3.16,2.46,0.7,
846.776,846.776,3.63,3.16,2.46,0.82,
848.216,848.216,3.63,3.04,2.46,0.82,
849.664,849.664,3.75,3.04,2.46,0.82,
851.108,851.108,3.75,3.04,2.46,0.94,
852.556,852.556,3.75,2.93,2.46,0.82,
854,854,3.86,2.93,2.46,0.82,
855.44,855.44,3.86,2.93,2.58,0.82,
856.888,856.888,3.86,2.81,2.58,0.82,
858.336,858.336,3.86,2.81,2.58,0.82,
859.776,859.776,3.86,2.69,2.58,0.82,
861.224,861.224,3.86,2.69,2.69,0.82,
862.664,862.664,3.86,2.58,2.69,0.82,
864.12,864.12,3.86,2.58,2.58,0.82,
865.552,865.552,3.86,2.46,2.69,0.82,
867.008,867.008,3.86,2.46,2.81,0.82,
868.456,868.456,3.98,2.46,2.81,0.82,
869.888,869.888,3.86,2.46,2.81,0.82,
871.344,871.344,3.86,2.34,2.93,0.7,
872.784,872.784,3.86,2.34,2.93,0.82,
874.232,874.232,3.86,2.34,2.93,0.82,
875.672,875.672,3.86,2.22,2.93,0.7,
877.112,877.112,3.86,2.22,3.04,0.7,
878.568,878.568,3.75,2.22,3.04,0.7,
880.012,880.012,3.75,2.22,3.16,0.7,
881.456,881.456,3.75,2.22,3.16,0.7,
882.9,882.9,3.63,2.22,3.16,0.7,
884.336,884.336,3.63,2.11,3.28,0.7,
885.792,885.792,3.63,2.11,3.28,0.7,
887.232,887.232,3.63,2.22,3.16,0.7,
888.68,888.68,3.63,2.22,3.16,0.7,
890.12,890.12,3.51,2.22,3.16,0.7,
891.576,891.576,3.51,2.22,3.28,0.7,
893.016,893.016,3.4,2.22,3.16,0.7,
894.452,894.452,3.4,2.34,3.16,0.7,
895.9,895.9,3.4,2.22,3.16,0.7,
897.34,897.34,3.4,2.34,3.16,0.7,
898.796,898.796,3.28,2.34,3.16,0.7,
900.232,900.232,3.28,2.34,3.16,0.7,
901.68,901.68,3.16,2.46,3.16,0.7,
903.128,903.128,3.16,2.46,3.16,0.7,
904.572,904.572,3.16,2.46,3.04,0.7,
906.024,906.024,3.16,2.46,3.04,0.7,
907.46,907.46,3.16,2.58,3.04,0.82,
908.908,908.908,3.04,2.58,2.93,0.82,
910.352,910.352,3.04,2.69,3.04,0.82,
911.788,911.788,3.04,2.69,2.93,0.82,
913.24,913.24,3.04,2.81,2.81,0.82,
914.684,914.684,3.04,2.81,2.81,0.82,
916.124,916.124,3.04,2.81,2.81,0.82,
917.576,917.576,2.93,2.93,2.81,0.82,
919.016,919.016,3.04,2.93,2.69,0.82,
920.464,920.464,2.93,2.93,2.69,0.82,
921.912,921.912,3.04,3.04,2.69,0.82,
923.352,923.352,2.93,3.04,2.58,0.82,
924.8,924.8,2.93,3.04,2.58,0.82,
926.248,926.248,3.04,3.04,2.58,0.82,
927.688,927.688,3.04,3.04,2.58,0.82,
929.132,929.132,3.04,3.04,2.58,0.82,
930.576,930.576,3.04,3.04,2.46,0.82,
932.02,932.02,3.04,3.04,2.46,0.7,
933.468,933.468,3.04,3.16,2.46,0.82,
934.912,934.912,3.16,3.16,2.46,0.7,
936.364,936.364,3.16,3.04,2.46,0.7,
937.808,937.808,3.16,3.04,2.46,0.7,
939.252,939.252,3.16,3.04,2.46,0.7,
940.7,940.7,3.28,3.04,2.46,0.7,
942.144,942.144,3.28,3.04,2.46,0.7,
943.584,943.584,3.28,3.04,2.58,0.7,
945.04,945.04,3.4,3.04,2.58,0.7,
946.468,946.468,3.4,3.04,2.58,0.7,
947.924,947.924,3.4,2.93,2.69,0.7,
949.364,949.364,3.4,2.93,2.69,0.7,
950.804,950.804,3.51,2.81,2.69,0.7,
952.264,952.264,3.51,2.81,2.69,0.7,
953.7,953.7,3.51,2.81,2.69,0.7,
955.152,955.152,3.63,2.69,2.81,0.7,
956.592,956.592,3.63,2.69,2.81,0.7,
958.032,958.032,3.63,2.69,2.81,0.82,
959.488,959.488,3.63,2.58,2.93,0.7,
960.928,960.928,3.75,2.58,2.93,0.7,
962.376,962.376,3.75,2.58,2.93,0.82,
963.82,963.82,3.75,2.46,2.93,0.82,
965.26,965.26,3.75,2.46,3.04,0.82,
966.712,966.712,3.86,2.34,3.04,0.82,
968.152,968.152,3.86,2.34,3.04,0.82,
969.6,969.6,3.86,2.34,3.04,0.82,
971.04,971.04,3.86,2.34,3.16,0.82,
972.496,972.496,3.86,2.22,3.16,0.82,
973.936,973.936,3.86,2.22,3.16,0.82,
975.376,975.376,3.86,2.22,3.16,0.82,
976.824,976.824,3.86,2.22,3.16,0.82,
978.264,978.264,3.86,2.22,3.16,0.82,
979.72,979.72,3.86,2.22,3.16,0.82,
981.152,981.152,3.86,2.22,3.16,0.7,
982.6,982.6,3.86,2.22,3.16,0.82,
984.048,984.048,3.75,2.22,3.16,0.82,
985.492,985.492,3.75,2.22,3.16,0.82,
986.944,986.944,3.75,2.22,3.16,0.82,
988.388,988.388,3.75,2.22,3.04,0.82,
989.828,989.828,3.75,2.22,3.04,0.7,
991.28,991.28,3.75,2.34,3.04,0.7,
992.716,992.716,3.63,2.34,3.04,0.7,
994.168,994.168,3.63,2.34,2.93,0.7,
995.608,995.608,3.63,2.34,2.93,0.7,
997.056,997.056,3.51,2.46,2.93,0.7,
998.504,998.504,3.51,2.46,2.93,0.7,
999.94,999.94,3.51,2.46,2.81,0.7,
1001.392,1001.392,3.51,2.46,2.81,0.7,
1002.836,1002.836,3.4,2.58,2.81,0.7,
1004.276,1004.276,3.4,2.58,2.69,0.7,
1005.716,1005.716,3.4,2.58,2.69,0.7,
1007.164,1007.164,3.4,2.69,2.69,0.7,
1008.612,1008.612,3.28,2.69,2.69,0.7,
1010.056,1010.056,3.28,2.69,2.58,0.7,
1011.504,1011.504,3.28,2.81,2.58,0.7,
1012.944,1012.944,3.16,2.81,2.58,0.7,
1014.396,1014.396,3.16,2.81,2.58,0.7,
1015.84,1015.84,3.04,2.81,2.58,0.7,
1017.276,1017.276,3.16,2.93,2.58,0.7,
1018.736,1018.736,3.16,2.93,2.58,0.7,
1020.172,1020.172,3.16,2.93,2.58,0.7,
1021.624,1021.624,3.04,3.04,2.58,0.7,
1023.056,1023.056,3.04,3.04,2.58,0.82,
1024.5,1024.5,3.04,3.04,2.46,0.82,
1025.952,1025.952,3.04,3.04,2.58,0.82,
1027.388,1027.388,3.04,3.04,2.58,0.82,
1028.84,1028.84,3.04,3.04,2.58,0.82,
1030.272,1030.272,3.04,3.04,2.58,0.82,
1031.724,1031.724,3.04,3.04,2.58,0.82,
1033.176,1033.176,2.93,3.04,2.58,0.82,
1034.616,1034.616,3.04,3.04,2.58,0.82,
1036.064,1036.064,3.04,2.93,2.69,0.82,
1037.508,1037.508,3.04,3.04,2.69,0.82,
1038.948,1038.948,3.04,3.04,2.81,0.82,
1040.4,1040.4,3.04,2.93,2.69,0.82,
1041.844,1041.844,3.04,2.93,2.81,0.7,
1043.288,1043.288,3.04,2.93,2.81,0.7,
1044.732,1044.732,3.16,2.81,2.81,0.7,
1046.184,1046.184,3.16,2.81,2.93,0.7,
1047.632,1047.632,3.16,2.81,2.93,0.7,
1049.076,1049.076,3.28,2.81,2.93,0.7,
1050.52,1050.52,3.28,2.69,2.93,0.7,
1051.96,1051.96,3.28,2.69,3.04,0.7,
1053.408,1053.408,3.4,2.69,3.04,0.7,
1054.844,1054.844,3.4,2.58,3.04,0.7,
1056.292,1056.292,3.4,2.58,3.04,0.7,
1057.74,1057.74,3.4,2.58,3.04,0.7,
1059.18,1059.18,3.4,2.58,3.04,0.7,
1060.636,1060.636,3.51,2.46,3.16,0.7,
1062.076,1062.076,3.51,2.46,3.04,0.7,
1063.524,1063.524,3.51,2.46,3.16,0.7,
1064.976,1064.976,3.51,2.34,3.16,0.7,
1066.412,1066.412,3.63,2.22,3.16,0.7,
1067.864,1067.864,3.63,2.34,3.16,0.7,
1069.296,1069.296,3.63,2.34,3.04,0.7,
1070.744,1070.744,3.63,2.34,3.04,0.7,
1072.2,1072.2,3.75,2.34,3.04,0.7,
1073.636,1073.636,3.75,2.22,3.04,0.7,
1075.088,1075.088,3.75,2.22,3.04,0.7,
1076.524,1076.524,3.75,2.22,3.04,0.7,
1077.976,1077.976,3.75,2.22,3.04,0.7,
1079.42,1079.42,3.75,2.22,2.93,0.82,
1080.86,1080.86,3.75,2.22,2.93,0.7,
1082.312,1082.312,3.86,2.22,2.69,0.82,
1083.752,1083.752,3.75,2.22,2.93,0.82,
1085.2,1085.2,3.86,2.22,2.81,0.82,
1086.64,1086.64,3.75,2.34,2.81,0.7,
1088.084,1088.084,3.75,2.34,2.81,0.82,
1089.536,1089.536,3.75,2.34,2.81,0.82,
1090.98,1090.98,3.75,2.22,2.69,0.82,
1092.424,1092.424,3.75,2.46,2.69,0.7,
1093.868,1093.868,3.75,2.34,2.69,0.82,
1095.316,1095.316,3.75,2.46,2.69,0.82,
1096.76,1096.76,3.75,2.46,2.69,0.82,
1098.204,1098.204,3.75,2.58,2.58,0.82,
1099.656,1099.656,3.75,2.58,2.58,0.82,
1101.092,1101.092,3.63,2.58,2.58,0.7,
1102.544,1102.544,3.63,2.69,2.58,0.7,
1103.984,1103.984,3.63,2.69,2.58,0.7,
1105.424,1105.424,3.63,2.69,2.58,0.59,
1106.88,1106.88,3.51,2.69,2.58,0.7,
1108.316,1108.316,3.51,2.81,2.58,0.7,
1109.768,1109.768,3.51,2.81,2.58,0.7,
1111.204,1111.204,3.51,2.81,2.58,0.7,
1112.652,1112.652,3.51,2.93,2.58,0.7,
1114.104,1114.104,3.4,2.93,2.58,0.7,
1115.532,1115.532,3.4,2.93,2.58,0.7,
1116.988,1116.988,3.4,2.93,2.58,0.7,
1118.428,1118.428,3.4,2.93,2.69,0.7,
1119.868,1119.868,3.28,3.04,2.69,0.7,
1121.328,1121.328,3.28,3.04,2.69,0.7,
1122.768,1122.768,3.28,3.04,2.69,0.7,
1124.216,1124.216,3.16,3.04,2.81,0.7,
1125.66,1125.66,3.16,3.04,2.81,0.7,
1127.104,1127.104,3.16,3.04,2.81,0.7,
1128.552,1128.552,3.16,3.04,2.81,0.7,
1129.996,1129.996,3.16,3.04,2.93,0.82,
1131.44,1131.44,3.16,3.04,2.93,0.7,
1132.892,1132.892,3.04,3.04,2.93,0.7,
1134.328,1134.328,3.16,2.93,2.93,0.82,
1135.772,1135.772,3.04,2.93,3.04,0.82,
1137.212,1137.212,3.04,2.93,3.04,0.82,
1138.656,1138.656,3.04,2.93,3.04,0.82,
1140.1,1140.1,3.04,2.93,3.04,0.82,
1141.552,1141.552,3.04,2.93,3.04,0.7,
1142.988,1142.988,3.16,2.81,3.04,0.82,
1144.444,1144.444,3.04,2.81,3.16,0.82,
1145.888,1145.888,3.04,2.69,3.16,0.82,
1147.324,1147.324,3.04,2.69,3.16,0.82,
1148.776,1148.776,3.04,2.69,3.16,0.82,
1150.212,1150.212,3.16,2.69,3.04,0.82,
1151.672,1151.672,3.16,2.69,3.16,0.7,
1153.12,1153.12,3.16,2.58,3.16,0.82,
1154.556,1154.556,3.16,2.58,3.04,0.82,
1156.008,1156.008,3.16,2.58,3.04,0.82,
1157.444,1157.444,3.16,2.46,3.04,0.82,
1158.896,1158.896,3.28,2.46,3.16,0.82,
1160.336,1160.336,3.28,2.46,3.04,0.7,
1161.776,1161.776,3.28,2.46,3.04,0.7,
1163.232,1163.232,3.28,2.34,2.93,0.82,
1164.672,1164.672,3.28,2.34,2.93,0.7,
1166.12,1166.12,3.4,2.34,2.93,0.7,
1167.556,1167.556,3.51,2.34,2.93,0.7,
1169.012,1169.012,3.4,2.34,2.93,0.7,
1170.452,1170.452,3.51,2.34,2.93,0.7,
1171.9,1171.9,3.51,2.34,2.81,0.7,
1173.344,1173.344,3.51,2.34,2.81,0.7,
1174.788,1174.788,3.51,2.22,2.69,0.7,
1176.24,1176.24,3.63,2.34,2.81,0.7,
1177.68,1177.68,3.63,2.34,2.69,0.59,
1179.12,1179.12,3.63,2.22,2.69,0.7,
1180.576,1180.576,3.63,2.34,2.69,0.7,
1182.008,1182.008,3.63,2.34,2.69,0.7,
1183.464,1183.464,3.63,2.34,2.69,0.7,
1184.896,1184.896,3.75,2.34,2.69,0.7,
1186.348,1186.348,3.75,2.34,2.58,0.7,
1187.8,1187.8,3.75,2.46,2.58,0.7,
1189.236,1189.236,3.75,2.46,2.58,0.7,
1190.688,1190.688,3.75,2.46,2.58,0.82,
1192.132,1192.132,3.75,2.46,2.58,0.7,
1193.572,1193.572,3.75,2.58,2.58,0.82,
1195.024,1195.024,3.75,2.58,2.58,0.7,
1196.46,1196.46,3.75,2.58,2.58,0.82,
1197.912,1197.912,3.75,2.58,2.58,0.82,
1199.356,1199.356,3.75,2.69,2.69,0.82,
1200.796,1200.796,3.75,2.69,2.69,0.82,
1202.248,1202.248,3.75,2.69,2.69,0.7,
1203.692,1203.692,3.75,2.81,2.69,0.82,
1205.136,1205.136,3.75,2.81,2.69,0.82,
1206.58,1206.58,3.75,2.81,2.69,0.82,
1208.024,1208.024,3.75,2.81,2.81,0.82,
1209.468,1209.468,3.63,2.93,2.81,0.82,
1210.912,1210.912,3.63,2.93,2.81,0.82,
1212.36,1212.36,3.63,2.93,2.81,0.82,
1213.8,1213.8,3.63,2.93,2.93,0.82,
1215.256,1215.256,3.63,2.93,2.81,0.82,
1216.688,1216.688,3.51,2.93,2.93,0.82,
1218.14,1218.14,3.51,3.04,2.93,0.82,
1219.584,1219.584,3.51,3.04,2.93,0.7,
1221.028,1221.028,3.51,3.04,2.93,0.7,
1222.48,1222.48,3.4,3.04,3.04,0.7,
1223.908,1223.908,3.4,3.04,3.04,0.7,
1225.356,1225.356,3.4,2.93,3.04,0.7,
1226.804,1226.804,3.4,3.04,3.04,0.7,
1228.244,1228.244,3.28,2.93,3.04,0.7,
1229.704,1229.704,3.28,2.93,3.04,0.7,
1231.136,1231.136,3.28,2.93,3.04,0.7,
1232.592,1232.592,3.28,2.93,3.04,0.82,
1234.032,1234.032,3.28,2.93,3.04,0.7,
1235.472,1235.472,3.16,2.81,3.04,0.7,
1236.928,1236.928,3.16,2.81,3.04,0.7,
1238.372,1238.372,3.16,2.81,3.04,0.7,
1239.816,1239.816,3.16,2.81,3.04,0.7,
1241.26,1241.26,3.16,2.81,3.04,0.7,
1242.7,1242.7,3.16,2.69,3.04,0.7,
1244.152,1244.152,3.16,2.69,3.04,0.7,
1245.596,1245.596,3.16,2.58,3.04,0.7,
1247.04,1247.04,3.16,2.69,3.04,0.82,
1248.484,1248.484,3.16,2.58,3.04,0.82,
1249.932,1249.932,3.16,2.58,2.93,0.82,
1251.376,1251.376,3.16,2.58,2.93,0.7,
1252.82,1252.82,3.04,2.58,2.93,0.82,
1254.256,1254.256,3.16,2.46,2.93,0.82,
1255.708,1255.708,3.16,2.46,2.93,0.82,
1257.16,1257.16,3.16,2.46,2.81,0.82,
1258.6,1258.6,3.16,2.46,2.81,0.82,
1260.044,1260.044,3.16,2.46,2.81,0.82,
1261.496,1261.496,3.16,2.34,2.69,0.82,
1262.94,1262.94,3.16,2.34,2.81,0.82,
1264.384,1264.384,3.28,2.34,2.69,0.82,
1265.816,1265.816,3.28,2.34,2.69,0.82,
1267.264,1267.264,3.28,2.34,2.69,0.82,
1268.72,1268.72,3.28,2.34,2.69,0.82,
1270.152,1270.152,3.28,2.34,2.69,0.82,
1271.608,1271.608,3.28,2.34,2.58,0.7,
1273.04,1273.04,3.28,2.34,2.69,0.7,
1274.488,1274.488,3.4,2.34,2.58,0.82,
1275.94,1275.94,3.4,2.34,2.58,0.7,
1277.372,1277.372,3.4,2.34,2.58,0.82,
1278.828,1278.828,3.4,2.34,2.69,0.7,
1280.268,1280.268,3.51,2.34,2.58,0.7,
1281.72,1281.72,3.51,2.46,2.58,0.7,
1283.168,1283.168,3.51,2.46,2.58,0.7,
1284.612,1284.612,3.51,2.46,2.58,0.7,
1286.056,1286.056,3.51,2.46,2.69,0.7,
1287.508,1287.508,3.63,2.46,2.69,0.7,
1288.944,1288.944,3.63,2.58,2.69,0.7,
1290.384,1290.384,3.63,2.58,2.69,0.7,
1291.832,1291.832,3.63,2.58,2.69,0.7,
1293.28,1293.28,3.63,2.58,2.69,0.7,
1294.72,1294.72,3.63,2.69,2.81,0.7,
1296.168,1296.168,3.75,2.69,2.81,0.7,
1297.612,1297.612,3.75,2.69,2.81,0.7,
1299.06,1299.06,3.75,2.69,2.81,0.7,
1300.504,1300.504,3.75,2.81,2.81,0.7,
1301.948,1301.948,3.75,2.81,2.93,0.7,
1303.4,1303.4,3.63,2.81,2.93,0.82,
1304.832,1304.832,3.75,2.81,2.93,0.7,
1306.288,1306.288,3.63,2.93,2.93,0.7,
1307.728,1307.728,3.75,2.93,3.04,0.82,
1309.172,1309.172,3.75,2.93,2.93,0.82,
1310.624,1310.624,3.75,2.93,3.04,0.7,
1312.06,1312.06,3.75,2.93,3.04,0.7,
1313.512,1313.512,3.63,2.93,3.04,0.82,
1314.952,1314.952,3.51,2.93,3.04,0.82,
1316.396,1316.396,3.63,2.93,3.04,0.82,
1317.848,1317.848,3.63,2.93,3.04,0.82,
1319.288,1319.288,3.63,2.93,3.04,0.82,
1320.736,1320.736,3.63,2.93,3.04,0.82,
1322.176,1322.176,3.63,2.93,3.04,0.82,
1323.616,1323.616,3.63,2.93,3.04,0.82,
1325.072,1325.072,3.51,2.93,3.04,0.82,
1326.516,1326.516,3.51,2.93,3.04,0.82,
1327.96,1327.96,3.51,2.93,2.93,0.7,
1329.404,1329.404,3.51,2.93,2.93,0.82,
1330.844,1330.844,3.51,2.93,2.93,0.82,
1332.296,1332.296,3.4,2.81,2.93,0.7,
1333.732,1333.732,3.4,2.81,2.93,0.82,
1335.18,1335.18,3.4,2.81,2.81,0.82,
1336.62,1336.62,3.4,2.81,2.93,0.7,
1338.076,1338.076,3.28,2.81,2.93,0.7,
1339.512,1339.512,3.28,2.69,2.81,0.82,
1340.96,1340.96,3.28,2.69,2.81,0.7,
1342.416,1342.416,3.28,2.69,2.81,0.7,
1343.848,1343.848,3.28,2.58,2.81,0.7,
1345.304,1345.304,3.16,2.58,2.81,0.7,
1346.74,1346.74,3.16,2.58,2.81,0.7,
1348.188,1348.188,3.16,2.58,2.69,0.7,
1349.64,1349.64,3.16,2.58,2.69,0.7,
1351.076,1351.076,3.16,2.46,2.69,0.7,
1352.528,1352.528,3.16,2.46,2.69,0.7,
1353.972,1353.972,3.16,2.46,2.69,0.7,
1355.412,1355.412,3.16,2.34,2.69,0.7,
1356.864,1356.864,3.16,2.46,2.69,0.7,
1358.3,1358.3,3.16,2.34,2.69,0.7,
1359.752,1359.752,3.16,2.34,2.69,0.7,
1361.196,1361.196,3.16,2.34,2.58,0.7,
1362.64,1362.64,3.16,2.34,2.58,0.7,
1364.084,1364.084,3.16,2.34,2.69,0.82,
1365.532,1365.532,3.16,2.34,2.58,0.7,
1366.976,1366.976,3.16,2.34,2.58,0.82,
1368.42,1368.42,3.16,2.34,2.69,0.82,
1369.864,1369.864,3.16,2.34,2.69,0.82,
1371.308,1371.308,3.16,2.34,2.69,0.7,
1372.756,1372.756,3.16,2.34,2.69,0.82,
1374.2,1374.2,3.28,2.34,2.69,0.82,
1375.64,1375.64,3.28,2.46,2.69,0.82,
1377.096,1377.096,3.28,2.46,2.69,0.82,
1378.528,1378.528,3.28,2.46,2.81,0.82,
1379.976,1379.976,3.28,2.46,2.81,0.82,
1381.424,1381.424,3.28,2.46,2.81,0.7,
1382.864,1382.864,3.4,2.46,2.81,0.82,
1384.316,1384.316,3.28,2.46,2.81,0.82,
1385.752,1385.752,3.4,2.46,2.81,0.7,
1387.204,1387.204,3.4,2.58,2.93,0.7,
1388.652,1388.652,3.4,2.58,2.93,0.82,
1390.084,1390.084,3.51,2.46,2.93,0.7,
1391.544,1391.544,3.51,2.69,2.93,0.7,
1392.988,1392.988,3.51,2.69,2.93,0.7,
1394.432,1394.432,3.51,2.81,2.93,0.7,
1395.876,1395.876,3.51,2.69,2.93,0.7,
1397.316,1397.316,3.51,2.81,2.93,0.7,
1398.768,1398.768,3.63,2.81,3.04,0.7,
1400.208,1400.208,3.63,2.81,2.93,0.7,
1401.656,1401.656,3.63,2.81,3.04,0.7,
1403.104,1403.104,3.63,2.81,3.04,0.7,
1404.536,1404.536,3.63,2.93,3.04,0.59,
1405.992,1405.992,3.63,2.81,3.04,0.7,
1407.432,1407.432,3.63,2.93,3.04,0.7,
1408.88,1408.88,3.75,2.93,3.04,0.7,
1410.324,1410.324,3.63,2.93,3.04,0.7,
1411.776,1411.776,3.63,2.93,3.04,0.7,
