,Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
494,26.71,48.84,4.0091,26.66,25.4,4.1492
495,26.75,48.84,4.0059,26.27,25.4,4.1461
496,26.8,48.74,4.0012,26.5,25.4,4.1445
497,26.84,48.77,3.9821,26.5,25.4,4.1492
498,26.89,48.74,3.9996,26.66,25.4,4.1492
499,26.93,48.72,4.0059,26.35,25.4,4.1476
500,26.97,48.79,4.0028,26.42,25.4,4.1461
501,27.01,48.79,4.0059,26.66,25.4,4.1461
502,27.05,48.77,4.0059,26.58,25.4,4.1461
503,27.1,48.77,4.0059,26.35,25.4,4.1445
504,27.14,48.79,4.0091,26.35,25.4,4.1445
505,27.18,48.74,3.9996,26.5,25.4,4.1445
506,27.23,48.77,3.9789,26.35,25.4,4.1445
507,27.27,48.79,4.0091,26.5,25.4,4.1476
508,27.31,48.82,4.0059,26.42,25.4,4.1492
509,27.35,48.82,3.9996,26.42,25.4,4.1461
510,27.4,48.77,3.998,26.42,25.4,4.1476
511,27.44,48.79,4.0043,26.42,25.4,4.1476
512,27.48,48.86,4.0043,26.11,25.4,4.1492
513,27.52,48.86,3.9996,26.27,25.4,4.1476
514,27.56,48.86,4.0043,26.27,25.4,4.1413
515,27.61,48.89,3.9773,25.87,25.4,4.1445
516,27.65,48.89,4.0028,26.42,25.4,4.1445
517,27.7,48.99,3.9996,26.27,25.4,4.1476
518,27.74,48.96,4.0028,26.27,25.4,4.1476
519,27.78,49.01,4.0028,26.35,25.4,4.1429
520,27.82,49.06,4.0043,26.27,25.4,4.1476
521,27.86,49.13,3.9996,26.27,25.4,4.1445
522,27.91,49.04,4.0043,26.27,25.4,4.1476
523,27.95,49.18,3.9996,26.5,25.4,4.1445
524,28.0,49.23,4.0012,26.42,25.4,4.1413
525,28.04,49.28,3.9805,26.19,25.4,4.1461
526,28.08,49.26,4.0028,26.42,25.4,4.1461
527,28.12,49.26,4.0028,26.11,25.4,4.1445
528,28.16,49.35,4.0075,26.27,25.4,4.1461
529,28.21,49.35,4.0059,26.35,25.4,4.1476
530,28.25,49.43,4.0028,26.27,25.4,4.1476
531,28.29,49.43,4.0059,26.19,25.4,4.1524
532,28.33,49.47,4.0028,26.27,25.4,4.1492
533,28.38,49.47,4.0059,26.19,25.4,4.1413
534,28.42,49.55,3.9805,26.27,25.4,4.1461
535,28.46,49.6,4.0012,26.27,25.4,4.1492
536,28.51,49.57,4.0075,26.19,25.4,4.1445
537,28.55,49.57,3.9996,26.42,25.4,4.1508
538,28.59,49.6,4.0012,26.35,25.4,4.1429
539,28.63,49.6,3.998,26.11,25.4,4.1508
540,28.67,49.65,4.0075,26.03,25.4,4.1492
541,28.72,49.62,3.9964,26.03,25.4,4.1461
542,28.76,49.62,4.0059,26.19,25.4,4.1445
543,28.81,49.62,3.9805,26.27,25.4,4.1445
544,28.85,49.65,3.998,26.19,25.4,4.1429
545,28.89,49.57,4.0043,26.03,25.4,4.1492
546,28.93,49.69,3.998,26.35,25.4,4.1445
547,28.97,49.62,3.9996,26.27,25.4,4.1476
548,29.02,49.67,3.9996,26.19,25.4,4.1445
549,29.06,49.62,4.0059,26.19,25.4,4.1476
550,29.1,49.65,4.0075,26.11,25.4,4.1413
551,29.16,49.65,3.9805,25.79,25.4,4.1445
552,29.21,49.72,3.9741,26.03,25.4,4.1461
553,29.25,49.67,4.0059,26.11,25.4,4.1492
554,29.3,49.65,4.0012,26.19,25.4,4.1492
555,29.34,49.6,4.0091,26.27,25.4,4.1524
556,29.38,49.65,4.0012,25.95,25.4,4.1461
557,29.42,49.67,4.0059,26.27,25.4,4.1508
558,29.46,49.67,4.0028,26.11,25.4,4.1476
559,29.51,49.62,4.0012,25.87,25.4,4.1508
560,29.55,49.6,3.9996,26.03,25.4,4.1461
561,29.6,49.65,3.9805,25.95,25.4,4.1461
562,29.64,49.62,4.0075,26.11,25.4,4.1492
563,29.68,49.62,3.998,26.11,25.4,4.1397
564,29.72,49.65,4.0043,26.11,25.4,4.1492
565,29.77,49.65,3.9996,26.11,25.4,4.1445
566,29.81,49.72,3.9964,26.03,25.4,4.1476
567,29.85,49.65,4.0043,26.03,25.4,4.1476
568,29.89,49.67,4.0043,26.03,25.4,4.1445
569,29.93,49.62,3.9996,26.11,25.4,4.1461
570,29.98,49.69,3.9805,26.03,25.4,4.1476
571,30.02,49.67,4.0012,26.19,25.4,4.1445
572,30.07,49.69,4.0043,26.11,25.3,4.1476
573,30.11,49.72,4.0028,25.87,25.4,4.1476
574,30.15,49.65,4.0075,26.27,25.4,4.1476
575,30.19,49.72,4.0012,25.79,25.3,4.1508
576,30.23,49.69,4.0091,26.11,25.4,4.1492
577,30.28,49.67,4.0043,25.95,25.4,4.1429
578,30.32,49.67,4.0043,25.79,25.3,4.1476
579,30.37,49.67,3.9789,25.87,25.4,4.1492
580,30.41,49.65,4.0075,25.95,25.4,4.1445
581,30.45,49.69,4.0012,25.87,25.3,4.1461
582,30.49,49.65,4.0075,25.95,25.3,4.1461
583,30.53,49.67,4.0059,25.95,25.3,4.1445
584,30.58,49.67,3.9948,25.87,25.3,4.1492
585,30.62,49.62,3.998,25.95,25.3,4.1476
586,30.66,49.65,4.0059,25.87,25.3,4.1413
587,30.7,49.6,4.0043,26.03,25.3,4.1508
588,30.76,49.74,3.998,26.03,25.3,4.1476
589,30.8,49.72,3.9789,25.87,25.3,4.1461
590,30.85,49.65,3.998,26.03,25.3,4.1492
591,30.89,49.67,4.0028,26.19,25.3,4.1508
592,30.93,49.72,3.998,26.03,25.3,4.1476
593,30.97,49.72,4.0043,25.87,25.3,4.1429
594,31.01,49.62,4.0012,25.95,25.3,4.1461
595,31.06,49.69,4.0043,25.95,25.3,4.1508
596,31.1,49.62,4.0043,26.11,25.3,4.1461
597,31.15,49.72,4.0059,25.87,25.3,4.1429
598,31.19,49.69,3.9821,25.79,25.3,4.1445
599,31.23,49.69,4.0091,25.95,25.3,4.1445
600,31.27,49.67,4.0028,25.87,25.3,4.1492
601,31.31,49.62,4.0091,25.79,25.3,4.1492
602,31.36,49.67,4.0059,25.79,25.3,4.1445
603,31.4,49.67,4.0028,25.63,25.3,4.1492
604,31.44,49.65,4.0107,25.95,25.3,4.1461
605,31.48,49.74,4.0059,26.03,25.3,4.1508
606,31.52,49.65,4.0075,25.95,25.3,4.1476
607,31.57,49.72,3.9821,25.87,25.3,4.1461
608,31.61,49.65,3.9996,25.71,25.3,4.1492
609,31.66,49.65,4.0059,25.87,25.3,4.1524
610,31.7,49.74,4.0075,25.71,25.3,4.1429
611,31.74,49.77,4.0059,25.79,25.3,4.1492
612,31.78,49.69,4.0012,26.11,25.3,4.1508
613,31.82,49.77,4.0028,25.63,25.3,4.1445
614,31.87,49.69,4.0028,25.71,25.3,4.1492
615,31.91,49.67,3.9996,25.79,25.3,4.1445
616,31.96,49.74,3.9789,25.71,25.3,4.1461
617,32.0,49.69,4.0043,25.71,25.3,4.1445
618,32.04,49.74,3.998,25.87,25.3,4.1461
619,32.08,49.69,4.0012,25.71,25.3,4.1461
620,32.12,49.69,4.0075,25.55,25.3,4.1508
621,32.17,49.74,4.0043,25.87,25.3,4.1461
622,32.21,49.67,4.0075,25.79,25.3,4.1492
623,32.25,49.67,4.0059,25.63,25.3,4.1556
624,32.29,49.74,4.0043,25.55,25.3,4.1413
625,32.34,49.74,3.9805,25.79,25.3,4.1476
626,32.38,49.74,4.0075,25.79,25.3,4.1429
627,32.42,49.74,4.0075,25.63,25.3,4.1461
628,32.47,49.67,4.0043,25.71,25.3,4.1445
629,32.51,49.69,4.0043,25.55,25.3,4.1461
630,32.55,49.67,4.0043,25.87,25.3,4.1461
631,32.59,49.72,4.0012,25.55,25.3,4.1461
632,32.63,49.79,4.0043,25.63,25.3,4.1461
633,32.68,49.72,4.0043,25.71,25.3,4.1429
634,32.72,49.72,3.9805,25.71,25.3,4.154
635,32.77,49.69,4.0012,25.55,25.3,4.1476
636,32.81,49.67,4.0059,25.71,25.3,4.1492
637,32.85,49.69,4.0012,25.55,25.3,4.1476
638,32.89,49.65,4.0043,25.79,25.3,4.1476
639,32.93,49.72,4.0075,25.63,25.3,4.1492
640,32.98,49.72,4.0043,25.87,25.3,4.1445
641,33.02,49.67,3.9996,25.87,25.3,4.1476
642,33.06,49.69,4.0012,25.63,25.3,4.1461
643,33.11,49.79,3.9836,25.31,25.3,4.1476
644,33.17,49.74,3.9836,25.07,25.3,4.1492
645,33.21,49.72,3.9821,25.31,25.3,4.1429
646,33.26,49.65,3.9852,25.31,25.3,4.1476
647,33.3,49.69,3.9821,25.55,25.3,4.1461
648,33.34,49.72,3.9836,25.71,25.3,4.1429
649,33.38,49.72,3.9821,25.63,25.3,4.1461
650,33.42,49.69,3.9836,25.55,25.3,4.1445
651,33.47,49.72,3.9821,25.63,25.3,4.1445
652,33.51,49.69,3.9789,25.87,25.3,4.1461
653,33.56,49.67,3.9836,25.47,25.3,4.1492
654,33.6,49.69,4.0012,25.71,25.3,4.1476
655,33.64,49.74,4.0059,25.47,25.3,4.1492
656,33.68,49.72,3.998,25.47,25.3,4.1476
657,33.72,49.69,4.0091,25.47,25.3,4.1476
658,33.77,49.65,3.9996,25.39,25.3,4.1492
659,33.81,49.69,4.0012,25.71,25.3,4.1461
660,33.85,49.77,4.0012,25.63,25.3,4.1461
661,33.9,49.72,3.998,25.71,25.3,4.1429
662,33.94,49.74,3.9773,25.71,25.3,4.1461
663,33.98,49.69,3.998,25.39,25.3,4.1461
664,34.02,49.74,4.0043,25.55,25.3,4.1524
665,34.07,49.74,4.0075,25.55,25.3,4.1492
666,34.11,49.72,3.998,25.63,25.3,4.1429
667,34.15,49.69,4.0091,25.47,25.3,4.1445
668,34.19,49.65,4.0043,25.71,25.3,4.1461
669,34.23,49.65,3.998,25.47,25.3,4.1461
670,34.28,49.69,4.0059,25.55,25.3,4.1492
671,34.32,49.67,3.9805,25.23,25.3,4.1492
672,34.37,49.74,4.0028,25.23,25.3,4.1461
673,34.41,49.72,4.0028,25.55,25.3,4.1476
674,34.45,49.6,3.9948,25.47,25.3,4.1492
675,34.49,49.77,4.0059,25.55,25.3,4.1508
676,34.53,49.67,4.0028,25.71,25.3,4.1476
677,34.58,49.69,4.0043,25.55,25.3,4.1461
678,34.62,49.67,4.0028,25.31,25.3,4.1508
679,34.66,49.65,4.0091,25.63,25.3,4.1508
680,34.71,49.79,3.9821,25.71,25.3,4.1445
681,34.75,49.67,3.998,25.63,25.3,4.1461
682,34.79,49.67,4.0059,25.55,25.3,4.1508
683,34.83,49.67,4.0012,25.47,25.3,4.1476
684,34.88,49.65,4.0043,25.47,25.3,4.1461
685,34.92,49.65,4.0028,25.39,25.3,4.1492
686,34.96,49.4,4.0075,25.55,25.3,4.1445
687,35.0,49.33,4.0075,25.47,25.3,4.154
688,35.04,49.28,4.0043,25.47,25.3,4.1476
689,35.09,49.45,3.9805,25.55,25.3,4.1429
690,35.13,49.57,4.0043,25.55,25.3,4.1476
691,35.18,49.57,4.0043,25.39,25.3,4.1492
692,35.22,49.62,4.0059,25.47,25.3,4.1461
693,35.26,49.6,4.0012,25.55,25.3,4.1461
694,35.3,49.6,3.998,25.47,25.3,4.1461
695,35.34,49.62,3.998,25.55,25.3,4.1461
696,35.39,49.57,3.998,25.31,25.3,4.1492
697,35.43,49.6,3.998,25.31,25.3,4.1476
698,35.48,49.6,3.9821,25.39,25.3,4.1492
699,35.52,49.72,4.0075,25.47,25.3,4.1508
700,35.56,49.62,4.0028,25.39,25.3,4.1476
701,35.6,49.62,4.0043,25.71,25.3,4.1461
702,35.64,49.62,4.0075,25.55,25.3,4.1461
703,35.69,49.62,4.0059,25.55,25.3,4.1492
704,35.73,49.62,4.0059,25.23,25.3,4.1492
705,35.77,49.67,4.0091,25.47,25.3,4.1445
706,35.81,49.69,4.0107,25.39,25.3,4.1508
707,35.86,49.62,3.9836,24.99,25.3,4.1524
708,35.9,49.62,4.0012,25.07,25.3,4.1508
709,35.94,49.65,4.0059,25.31,25.3,4.1492
710,35.99,49.67,4.0059,25.31,25.3,4.1461
711,36.03,49.69,4.0028,25.07,25.3,4.1492
712,36.07,49.72,4.0043,25.47,25.2,4.1492
713,36.11,49.69,4.0043,25.39,25.2,4.1492
714,36.15,49.67,4.0059,25.23,25.2,4.1429
715,36.2,49.6,4.0075,25.47,25.3,4.1445
716,36.24,49.72,4.0059,25.15,25.2,4.1461
717,36.29,49.67,3.9757,25.39,25.2,4.1461
718,36.33,49.67,4.0059,25.15,25.2,4.1476
719,36.37,49.69,4.0012,25.23,25.2,4.1492
720,36.41,49.65,4.0059,25.55,25.2,4.1524
721,36.45,49.72,4.0043,25.55,25.2,4.1445
722,36.5,49.65,4.0012,25.07,25.2,4.1476
723,36.54,49.67,4.0028,25.39,25.2,4.1476
724,36.58,49.6,3.9996,25.15,25.2,4.1461
725,36.63,49.69,3.998,25.31,25.2,4.1492
726,36.67,49.6,3.9789,25.31,25.2,4.1476
727,36.71,49.72,4.0028,25.31,25.2,4.1476
728,36.75,49.67,4.0059,25.47,25.2,4.1461
729,36.8,49.72,3.9996,25.07,25.2,4.1445
730,36.84,49.62,4.0091,25.31,25.2,4.1476
731,36.88,49.69,3.9964,25.23,25.2,4.1461
732,36.92,49.62,3.9996,25.47,25.2,4.1476
733,36.96,49.69,4.0028,25.15,25.2,4.1461
734,37.01,49.62,4.0075,25.31,25.2,4.1429
735,37.05,49.67,3.9821,25.39,25.2,4.1461
736,37.1,49.69,4.0075,25.39,25.2,4.1476
737,37.14,49.67,3.9964,25.31,25.2,4.1413
738,37.2,49.62,3.9805,24.99,25.2,4.1461
739,37.24,49.69,3.9836,25.39,25.2,4.1445
740,37.29,49.67,3.9773,25.15,25.2,4.1397
741,37.33,49.62,3.9805,25.31,25.2,4.1476
742,37.37,49.67,3.9805,25.15,25.2,4.1476
743,37.41,49.67,3.9836,25.39,25.2,4.1413
744,37.46,49.67,3.9805,25.23,25.2,4.1508
745,37.5,49.69,4.0075,25.23,25.2,4.1476
746,37.54,49.69,4.0028,25.47,25.2,4.1476
747,37.59,49.65,4.0043,25.39,25.2,4.1445
748,37.63,49.62,4.0075,25.23,25.2,4.1508
749,37.67,49.72,4.0028,25.07,25.2,4.1476
750,37.71,49.67,3.9996,25.31,25.2,4.1476
751,37.75,49.67,4.0028,25.15,25.2,4.1461
752,37.8,49.69,4.0059,25.23,25.2,4.1429
753,37.84,49.69,3.9821,25.31,25.2,4.1445
754,37.89,49.72,3.998,25.31,25.2,4.1445
755,37.93,49.79,4.0059,25.31,25.2,4.1492
756,37.97,49.62,4.0028,25.39,25.2,4.1445
757,38.01,49.67,4.0028,25.31,25.2,4.1445
758,38.05,49.69,4.0059,25.39,25.2,4.1445
759,38.1,49.67,4.0059,25.23,25.2,4.1445
760,38.14,49.65,4.0043,25.15,25.2,4.1476
761,38.18,49.65,3.9996,25.23,25.2,4.1429
762,38.23,49.69,3.9821,25.23,25.2,4.1492
763,38.27,49.65,4.0059,25.31,25.2,4.1461
764,38.31,49.67,4.0059,25.23,25.2,4.1461
765,38.35,49.67,3.9996,25.23,25.2,4.1476
766,38.4,49.67,4.0028,25.39,25.2,4.1461
767,38.44,49.67,4.0075,25.39,25.2,4.1461
768,38.48,49.69,4.0043,25.23,25.2,4.1476
769,38.52,49.72,4.0059,25.15,25.2,4.1492
770,38.56,49.69,4.0059,25.15,25.2,4.1508
771,38.61,49.69,3.9821,24.83,25.2,4.1476
772,38.65,49.67,4.0012,24.99,25.2,4.1476
773,38.7,49.74,3.9996,25.15,25.2,4.1476
774,38.74,49.67,4.0043,25.31,25.2,4.1476
775,38.78,49.69,4.0012,25.39,25.2,4.1492
776,38.82,49.72,4.0043,25.15,25.2,4.1476
777,38.86,49.67,3.9996,25.39,25.2,4.1492
778,38.91,49.65,4.0028,25.15,25.2,4.1524
779,38.95,49.69,3.998,25.15,25.2,4.1461
780,39.0,49.72,3.9964,25.31,25.2,4.1461
781,39.04,49.72,3.9805,25.23,25.2,4.1524
782,39.08,49.72,4.0028,25.07,25.2,4.1476
783,39.12,49.6,4.0043,25.23,25.2,4.1492
784,39.16,49.65,3.998,25.23,25.2,4.1492
785,39.21,49.69,4.0012,24.91,25.2,4.1445
786,39.25,49.65,4.0043,25.23,25.2,4.1461
787,39.29,49.67,4.0028,25.15,25.2,4.1476
788,39.33,49.69,4.0091,25.07,25.2,4.1508
789,39.38,49.69,4.0059,25.31,25.2,4.1429
790,39.42,49.77,3.9805,25.23,25.2,4.1461
791,39.46,49.72,4.0012,25.07,25.2,4.1492
792,39.51,49.72,4.0091,25.39,25.2,4.1461
793,39.55,49.74,4.0059,25.23,25.2,4.1476
794,39.59,49.69,4.0059,25.39,25.2,4.1429
795,39.63,49.67,4.0075,25.15,25.2,4.1461
796,39.67,49.67,4.0075,25.23,25.2,4.1461
797,39.72,49.65,4.0075,25.31,25.2,4.1461
798,39.76,49.69,4.0043,25.15,25.2,4.1461
799,39.81,49.69,3.9805,25.39,25.2,4.1476
800,39.85,49.65,3.998,25.23,25.2,4.1476
801,39.89,49.72,4.0059,25.23,25.2,4.1461
802,39.93,49.72,3.9996,25.23,25.2,4.1476
803,39.97,49.65,3.998,25.07,25.2,4.1476
804,40.02,49.62,4.0075,25.31,25.2,4.1524
805,40.06,49.74,4.0075,25.23,25.2,4.1429
806,40.1,49.67,4.0059,25.15,25.2,4.1508
807,40.14,49.72,4.0059,25.15,25.2,4.1461
808,40.19,49.74,3.9805,25.15,25.2,4.1508
809,40.23,49.6,4.0043,25.39,25.2,4.1429
810,40.27,49.77,4.0075,25.15,25.2,4.1476
811,40.32,49.74,4.0059,25.15,25.2,4.1461
812,40.36,49.72,4.0028,25.15,25.2,4.1445
813,40.4,49.72,4.0043,25.23,25.2,4.1445
814,40.44,49.74,4.0028,25.15,25.2,4.1476
815,40.48,49.72,4.0028,25.15,25.2,4.1492
816,40.53,49.77,4.0075,24.91,25.2,4.1445
817,40.57,49.69,3.9805,24.99,25.2,4.1508
818,40.62,49.69,4.0028,25.23,25.2,4.1429
819,40.66,49.77,3.9996,25.31,25.2,4.1461
820,40.7,49.72,4.0043,25.31,25.2,4.1413
821,40.74,49.72,3.9996,25.23,25.2,4.1445
822,40.78,49.69,4.0028,25.15,25.2,4.1461
823,40.83,49.77,4.0043,25.23,25.2,4.1476
824,40.87,49.77,4.0012,24.99,25.2,4.1397
825,40.91,49.77,4.0012,24.99,25.2,4.1445
826,40.96,49.72,3.9757,24.99,25.2,4.1476
827,41.0,49.77,3.998,25.07,25.2,4.1492
828,41.04,49.79,4.0043,25.15,25.2,4.1476
829,41.08,49.77,4.0075,25.15,25.2,4.1492
830,41.13,49.77,4.0107,25.07,25.2,4.1476
831,41.17,49.77,3.998,25.07,25.2,4.1429
832,41.23,49.72,3.9757,24.91,25.2,4.1445
833,41.27,49.77,3.9836,25.23,25.2,4.1476
834,41.32,49.72,3.9852,25.23,25.2,4.1445
835,41.36,49.77,3.9805,24.91,25.2,4.1461
836,41.41,49.74,4.0028,25.31,25.2,4.1492
837,41.45,49.79,3.998,25.07,25.2,4.1429
838,41.49,49.74,4.0075,24.91,25.2,4.1461
839,41.53,49.77,4.0059,25.39,25.2,4.1476
840,41.57,49.79,4.0012,25.15,25.2,4.1461
841,41.62,49.72,3.9996,25.15,25.2,4.1429
842,41.66,49.77,3.998,25.07,25.2,4.1461
843,41.7,49.72,4.0059,25.23,25.2,4.1461
844,41.75,49.77,4.0043,24.99,25.2,4.1413
845,41.79,49.74,3.9821,25.39,25.2,4.1476
846,41.83,49.79,4.0012,25.07,25.2,4.1445
847,41.88,49.74,3.9996,25.07,25.2,4.1476
848,41.92,49.74,4.0075,24.91,25.2,4.1429
849,41.96,49.77,3.9996,24.99,25.2,4.1461
850,42.0,49.82,4.0043,25.07,25.2,4.1461
851,42.04,49.84,4.0043,24.99,25.2,4.1461
852,42.09,49.82,4.0043,25.23,25.1,4.1461
853,42.13,49.79,4.0012,24.99,25.2,4.1413
854,42.18,49.79,3.9805,24.91,25.2,4.1476
855,42.22,49.79,3.9996,25.07,25.2,4.1445
856,42.26,49.74,4.0059,24.91,25.2,4.1476
857,42.3,49.82,4.0091,25.23,25.2,4.1492
858,42.34,49.82,3.9996,25.07,25.1,4.1445
859,42.39,49.77,4.0012,24.91,25.2,4.1445
860,42.43,49.84,4.0075,25.07,25.2,4.1461
861,42.47,49.82,4.0028,25.07,25.2,4.1476
862,42.51,49.82,4.0012,25.23,25.2,4.1461
863,42.56,49.82,3.9789,25.07,25.1,4.1461
864,42.6,49.74,4.0043,24.91,25.2,4.1461
865,42.64,49.84,4.0028,25.23,25.1,4.1461
866,42.69,49.82,4.0075,25.15,25.1,4.1397
867,42.73,49.79,4.0075,25.15,25.1,4.1492
868,42.77,49.87,3.9964,25.23,25.1,4.1445
869,42.81,49.84,4.0028,25.23,25.1,4.1508
870,42.85,49.82,3.9996,25.07,25.2,4.1476
871,42.9,49.79,4.0059,24.99,25.1,4.1397
872,42.94,49.79,3.9852,25.07,25.1,4.1476
873,42.99,49.84,4.0012,25.07,25.1,4.1476
874,43.03,49.84,4.0012,25.15,25.1,4.1445
875,43.07,49.87,4.0107,24.99,25.1,4.1476
876,43.11,49.82,4.0043,25.23,25.1,4.1461
877,43.15,49.87,4.0075,24.91,25.1,4.1492
878,43.2,49.84,4.0028,25.07,25.1,4.1524
879,43.24,49.79,3.9996,24.99,25.1,4.1476
880,43.28,49.87,4.0059,25.15,25.1,4.1445
881,43.33,49.79,3.9805,25.15,25.1,4.1492
882,43.37,49.87,4.0012,24.99,25.1,4.1445
883,43.41,49.84,4.0043,24.99,25.1,4.1461
884,43.45,49.84,4.0059,24.99,25.1,4.1445
885,43.49,49.82,4.0059,24.99,25.1,4.1492
886,43.54,49.79,4.0043,25.15,25.1,4.1476
887,43.58,49.89,4.0043,24.99,25.1,4.1461
888,43.62,49.74,4.0043,25.15,25.1,4.1492
889,43.66,49.89,3.998,24.99,25.1,4.1445
890,43.71,49.91,3.9836,24.83,25.1,4.1476
891,43.75,49.82,4.0028,24.91,25.1,4.1461
892,43.79,49.89,3.9996,24.99,25.1,4.1492
893,43.84,49.74,4.0059,25.15,25.1,4.1461
894,43.88,49.84,4.0043,25.15,25.1,4.1476
895,43.92,49.84,4.0043,24.99,25.1,4.1429
896,43.96,49.84,3.9996,24.99,25.1,4.1492
897,44.0,49.82,4.0012,24.91,25.1,4.1461
898,44.05,49.87,4.0091,24.91,25.1,4.1429
899,44.09,49.77,3.9789,24.75,25.1,4.1508
900,44.14,49.91,4.0075,24.99,25.1,4.1397
901,44.18,49.89,4.0043,24.83,25.1,4.1508
902,44.22,49.87,4.0043,25.07,25.1,4.1461
903,44.26,49.89,4.0107,24.91,25.1,4.1461
904,44.3,49.82,3.9996,24.99,25.1,4.1429
905,44.35,49.89,4.0043,25.07,25.1,4.1476
906,44.39,49.91,3.998,24.91,25.1,4.1445
907,44.43,49.79,3.9996,25.23,25.1,4.1445
908,44.48,49.91,4.0075,24.83,25.1,4.1461
909,44.52,49.79,3.9805,25.15,25.1,4.1445
910,44.56,49.87,4.0012,24.99,25.1,4.1461
911,44.6,49.87,4.0059,25.07,25.1,4.1476
912,44.65,49.87,4.0012,24.83,25.1,4.1492
913,44.69,49.89,3.9948,25.07,25.1,4.1508
914,44.73,49.89,3.998,24.99,25.1,4.1476
915,44.77,49.82,4.0028,24.83,25.1,4.1429
916,44.81,49.91,4.0028,25.07,25.1,4.1492
917,44.86,49.94,4.0012,25.15,25.1,4.1413
918,44.9,49.89,3.9773,24.91,25.1,4.1508
919,44.95,49.89,4.0012,24.91,25.1,4.1461
920,44.99,49.89,4.0028,24.83,25.1,4.1492
921,45.03,49.79,4.0028,24.83,25.1,4.1492
922,45.07,49.89,4.0028,25.07,25.1,4.1413
923,45.11,49.79,4.0059,24.99,25.1,4.1461
924,45.16,49.79,4.0091,24.83,25.1,4.1492
925,45.2,49.89,4.0075,24.99,25.1,4.1524
926,45.26,49.89,3.9821,24.51,25.1,4.1445
927,45.31,49.91,3.9805,24.83,25.1,4.1476
928,45.35,49.82,4.0012,25.07,25.1,4.1492
929,45.39,49.84,4.0059,25.07,25.1,4.1492
930,45.44,49.87,4.0075,24.83,25.1,4.1476
931,45.48,49.87,4.0091,25.07,25.1,4.1476
932,45.52,49.82,3.9996,24.91,25.1,4.1476
933,45.56,49.84,4.0028,24.99,25.1,4.1429
934,45.6,49.89,4.0012,24.83,25.1,4.1476
935,45.65,49.82,3.9964,24.99,25.1,4.1413
936,45.69,49.91,3.9773,25.07,25.1,4.1461
937,45.74,49.89,4.0043,24.99,25.1,4.1476
938,45.78,49.82,4.0028,24.67,25.1,4.1476
939,45.82,49.87,4.0043,25.31,25.1,4.1508
940,45.86,49.82,4.0091,25.07,25.1,4.1508
941,45.9,49.89,4.0028,25.15,25.1,4.1508
942,45.95,49.89,4.0059,25.07,25.1,4.1492
943,45.99,49.82,3.998,24.99,25.1,4.1429
944,46.03,49.84,3.998,25.07,25.1,4.1413
945,46.08,49.84,3.9852,24.91,25.1,4.1492
946,46.12,49.82,4.0091,24.99,25.1,4.1476
947,46.16,49.87,3.998,24.91,25.1,4.1476
948,46.2,49.79,4.0043,25.23,25.1,4.1508
949,46.25,49.79,3.9996,24.75,25.1,4.1492
950,46.29,49.82,4.0059,24.83,25.1,4.1461
951,46.33,49.84,4.0091,25.07,25.1,4.1492
952,46.37,49.82,4.0043,25.23,25.1,4.1492
953,46.41,49.87,4.0043,24.91,25.1,4.1429
954,46.46,49.79,3.9836,24.91,25.1,4.1461
955,46.5,49.84,4.0123,25.07,25.1,4.1508
956,46.55,49.82,4.0028,24.83,25.1,4.1461
957,46.59,49.82,4.0043,25.23,25.1,4.1413
958,46.63,49.89,3.998,25.15,25.1,4.1508
959,46.67,49.79,4.0012,24.91,25.1,4.1476
960,46.71,49.79,4.0075,25.07,25.1,4.1476
961,46.76,49.87,4.0059,25.07,25.1,4.1508
962,46.8,49.87,4.0043,25.07,25.1,4.1445
963,46.85,49.77,3.9836,24.51,25.1,4.1476
964,46.89,49.91,4.0059,25.15,25.1,4.1508
965,46.93,49.84,3.998,25.07,25.1,4.1461
966,46.97,49.79,4.0028,24.83,25.1,4.1508
967,47.01,49.79,4.0075,24.91,25.1,4.1445
968,47.06,49.84,4.0075,25.15,25.1,4.1413
969,47.1,49.82,4.0043,24.91,25.1,4.1429
970,47.14,49.82,4.0107,25.15,25.1,4.1508
971,47.18,49.84,3.9964,24.83,25.1,4.1492
972,47.23,49.84,4.0028,24.99,25.1,4.1429
973,47.27,49.82,3.9805,25.07,25.1,4.1413
974,47.31,49.82,4.0075,24.83,25.1,4.1476
975,47.36,49.87,4.0043,25.07,25.1,4.1508
976,47.4,49.84,4.0059,24.99,25.1,4.1445
977,47.44,49.79,4.0075,25.23,25.1,4.1461
978,47.48,49.77,4.0059,24.91,25.1,4.1492
979,47.52,49.82,4.0075,24.91,25.1,4.1476
980,47.57,49.87,4.0075,24.83,25.1,4.1508
981,47.61,49.82,3.9996,24.83,25.1,4.1413
982,47.66,49.79,3.9773,24.91,25.1,4.1492
983,47.7,49.84,4.0043,24.91,25.1,4.1445
984,47.74,49.79,4.0043,24.99,25.1,4.1461
985,47.78,49.82,4.0043,25.07,25.1,4.1476
986,47.82,49.77,4.0043,24.99,25.1,4.1461
987,47.87,49.87,4.0043,25.15,25.1,4.1508
988,47.91,49.84,4.0075,24.99,25.1,4.1476
989,47.95,49.77,4.0043,24.91,25.1,4.1492
990,47.99,49.84,4.0012,24.91,25.1,4.1429
991,48.04,49.79,3.9805,24.99,25.1,4.1445
992,48.08,49.79,4.0012,24.91,25.1,4.1476
993,48.12,49.79,4.0012,24.99,25.1,4.1476
