Munged Temp Data File

microseconds, seconds, light, USB, T1, T2, BAT, 
4933697, 4.93, 48.69, 3.9836, 22.76, 24.00, 4.1524, 
5105694, 5.11, 48.74, 3.9821, 22.84, 24.10, 4.1476, 
5151696, 5.15, 48.69, 3.9757, 23.00, 24.10, 4.1492, 
5193699, 5.19, 48.74, 3.9805, 23.32, 24.10, 4.1461, 
5235702, 5.24, 48.69, 3.9805, 23.48, 24.10, 4.1429, 
5277703, 5.28, 48.79, 3.9821, 23.24, 24.10, 4.1429, 
5319698, 5.32, 48.67, 3.9852, 23.40, 24.10, 4.1476, 
5361698, 5.36, 48.64, 3.9757, 23.24, 24.10, 4.1476, 
5403703, 5.40, 48.72, 3.9805, 23.48, 24.10, 4.1429, 
5451699, 5.45, 48.69, 3.9805, 23.32, 24.10, 4.1492, 
5493698, 5.49, 48.72, 4.0043, 23.16, 24.10, 4.1508, 
5535700, 5.54, 48.72, 4.0028, 23.24, 24.10, 4.1461, 
5577699, 5.58, 48.72, 4.0091, 23.24, 24.10, 4.1524, 
5619697, 5.62, 48.67, 4.0043, 23.32, 24.10, 4.1492, 
5661700, 5.66, 48.64, 3.9980, 23.48, 24.10, 4.1492, 
5703700, 5.70, 48.74, 4.0012, 23.24, 24.10, 4.1476, 
5745692, 5.75, 48.64, 4.0059, 23.00, 24.10, 4.1461, 
5787694, 5.79, 48.74, 3.9948, 23.24, 24.10, 4.1461, 
5829703, 5.95, 48.72, 4.0043, 23.32, 24.10, 4.1413, 
5990703, 5.99, 48.82, 3.9741, 23.32, 24.10, 4.1492, 
6032703, 6.03, 48.72, 4.0043, 23.24, 24.10, 4.1461, 
6074703, 6.07, 48.74, 4.0043, 23.16, 24.10, 4.1492, 
6116699, 6.12, 48.77, 4.0043, 23.24, 24.10, 4.1492, 
6158701, 6.16, 48.77, 3.9980, 23.16, 24.10, 4.1413, 
6200697, 6.20, 48.67, 4.0012, 23.08, 24.10, 4.1492, 
6242698, 6.24, 48.79, 4.0012, 23.32, 24.10, 4.1476, 
6284703, 6.28, 48.77, 4.0075, 23.48, 24.10, 4.1508, 
6326703, 6.33, 48.77, 4.0043, 22.92, 24.10, 4.1429, 
6487699, 6.49, 48.74, 3.9805, 23.40, 24.10, 4.1492, 
6529703, 6.53, 48.64, 4.0028, 23.32, 24.10, 4.1476, 
6571699, 6.57, 48.74, 4.0012, 23.08, 24.10, 4.1461, 
6613698, 6.61, 48.62, 3.9980, 23.32, 24.10, 4.1524, 
6655699, 6.66, 48.64, 4.0028, 23.32, 24.10, 4.1492, 
6697697, 6.70, 48.60, 3.9996, 23.08, 24.10, 4.1476, 
6739703, 6.74, 48.57, 4.0012, 23.24, 24.10, 4.1476, 
6781703, 6.78, 48.64, 4.0028, 23.24, 24.10, 4.1476, 
6823694, 6.82, 48.55, 4.0075, 23.00, 24.20, 4.1476, 
6865703, 6.99, 48.64, 4.0043, 23.24, 24.10, 4.1445, 
7034703, 7.03, 48.60, 3.9741, 23.24, 24.10, 4.1476, 
7076698, 7.08, 48.62, 4.0059, 23.56, 24.10, 4.1445, 
7118703, 7.12, 48.60, 4.0043, 23.24, 24.10, 4.1508, 
7160695, 7.16, 48.60, 3.9996, 23.08, 24.10, 4.1461, 
7202700, 7.20, 48.62, 4.0075, 23.16, 24.10, 4.1492, 
7244693, 7.24, 48.64, 4.0043, 23.32, 24.10, 4.1492, 
7286699, 7.29, 48.69, 4.0059, 23.32, 24.20, 4.1508, 
7328703, 7.33, 48.62, 4.0043, 23.48, 24.20, 4.1508, 
7370699, 7.37, 48.72, 4.0043, 23.16, 24.20, 4.1445, 
7536699, 7.54, 48.72, 3.9773, 23.24, 24.10, 4.1492, 
7578703, 7.58, 48.69, 3.9996, 23.24, 24.10, 4.1492, 
7620703, 7.62, 48.69, 4.0012, 23.32, 24.10, 4.1461, 
7662702, 7.66, 48.74, 3.9996, 23.24, 24.10, 4.1476, 
7704695, 7.70, 48.67, 4.0043, 23.40, 24.20, 4.1461, 
7746703, 7.75, 48.64, 3.9996, 23.32, 24.20, 4.1461, 
7788695, 7.79, 48.72, 3.9996, 23.40, 24.20, 4.1445, 
7830693, 7.83, 48.67, 4.0043, 23.16, 24.20, 4.1508, 
7872699, 7.87, 48.67, 4.0012, 23.40, 24.20, 4.1445, 
7920699, 7.92, 48.64, 3.9789, 23.16, 24.20, 4.1476, 
7962697, 7.96, 48.77, 4.0075, 23.08, 24.20, 4.1508, 
8004699, 8.00, 48.69, 4.0043, 23.24, 24.20, 4.1461, 
8046694, 8.05, 48.72, 4.0059, 23.24, 24.20, 4.1476, 
8088704, 8.09, 48.67, 4.0028, 23.16, 24.20, 4.1540, 
8130698, 8.13, 48.74, 4.0028, 23.24, 24.20, 4.1492, 
8172699, 8.17, 48.74, 4.0091, 23.24, 24.20, 4.1476, 
8214698, 8.21, 48.69, 3.9964, 23.24, 24.20, 4.1492, 
8256704, 8.26, 48.72, 4.0043, 23.16, 24.20, 4.1508, 
8298701, 8.30, 48.74, 4.0043, 23.16, 24.20, 4.1476, 
8346701, 8.35, 48.82, 3.9805, 23.40, 24.20, 4.1508, 
8388703, 8.39, 48.69, 3.9980, 23.16, 24.20, 4.1476, 
8430701, 8.43, 48.77, 3.9996, 23.08, 24.20, 4.1476, 
8472700, 8.47, 48.74, 4.0091, 23.48, 24.20, 4.1492, 
8514700, 8.51, 48.77, 4.0043, 23.24, 24.20, 4.1492, 
8556700, 8.56, 48.77, 4.0028, 23.56, 24.20, 4.1524, 
8598699, 8.60, 48.69, 3.9980, 23.32, 24.20, 4.1445, 
8640700, 8.64, 48.79, 4.0028, 23.32, 24.20, 4.1540, 
8682696, 8.68, 48.62, 4.0043, 23.08, 24.20, 4.1476, 
8730700, 8.73, 48.69, 3.9773, 23.08, 24.20, 4.1492, 
8772700, 8.77, 48.72, 3.9980, 23.24, 24.20, 4.1476, 
8814702, 8.81, 48.74, 3.9980, 23.32, 24.20, 4.1461, 
8856693, 8.86, 48.72, 4.0028, 23.16, 24.20, 4.1492, 
8898694, 8.90, 48.69, 4.0043, 23.24, 24.20, 4.1492, 
8940702, 8.94, 48.69, 3.9980, 23.32, 24.20, 4.1524, 
8997703, 9.00, 48.69, 3.9821, 23.24, 24.20, 4.1445, 
9043700, 9.04, 48.72, 3.9805, 23.16, 24.20, 4.1461, 
9085702, 9.09, 48.72, 3.9741, 23.24, 24.20, 4.1429, 
9127700, 9.13, 48.79, 3.9805, 23.16, 24.20, 4.1445, 
9175699, 9.18, 48.72, 3.9836, 23.32, 24.20, 4.1476, 
9217700, 9.22, 48.72, 4.0043, 23.16, 24.20, 4.1492, 
9259703, 9.26, 48.72, 4.0012, 23.24, 24.20, 4.1445, 
9301700, 9.30, 48.72, 4.0028, 23.16, 24.20, 4.1524, 
9343700, 9.34, 48.72, 4.0059, 23.32, 24.20, 4.1476, 
9385700, 9.39, 48.79, 4.0043, 23.16, 24.20, 4.1476, 
9427693, 9.43, 48.72, 4.0059, 23.00, 24.20, 4.1492, 
9469697, 9.47, 48.74, 4.0028, 23.40, 24.20, 4.1492, 
9511698, 9.51, 48.60, 4.0075, 23.16, 24.20, 4.1492, 
9567700, 9.57, 48.57, 3.9821, 22.76, 24.20, 4.1492, 
9609700, 9.61, 48.42, 4.0012, 23.48, 24.20, 4.1508, 
9651701, 9.65, 48.40, 4.0028, 23.32, 24.20, 4.1524, 
9693704, 9.69, 48.25, 4.0028, 23.32, 24.20, 4.1524, 
9735699, 9.74, 48.08, 3.9964, 23.32, 24.20, 4.1492, 
9777703, 9.78, 47.84, 3.9980, 23.32, 24.20, 4.1476, 
9819701, 9.82, 47.52, 3.9980, 23.48, 24.20, 4.1476, 
9861703, 9.86, 47.23, 4.0012, 23.48, 24.30, 4.1508, 
9903697, 9.90, 46.81, 4.0043, 23.16, 24.30, 4.1476, 
9945697, 9.95, 46.52, 4.0012, 23.32, 24.20, 4.1461, 
9993696, 9.99, 45.86, 3.9789, 23.40, 24.30, 4.1429, 
10035700, 10.04, 45.42, 4.0043, 23.56, 24.30, 4.1492, 
10077695, 10.08, 45.23, 4.0059, 23.08, 24.30, 4.1508, 
10119689, 10.12, 45.15, 4.0059, 23.40, 24.30, 4.1476, 
10161693, 10.16, 45.15, 4.0059, 23.24, 24.30, 4.1476, 
10203697, 10.20, 45.23, 4.0107, 23.16, 24.30, 4.1476, 
10245701, 10.25, 45.45, 3.9996, 23.24, 24.30, 4.1461, 
10287699, 10.29, 45.64, 3.9964, 23.40, 24.30, 4.1461, 
10329697, 10.33, 45.84, 4.0043, 23.32, 24.30, 4.1445, 
10377700, 10.38, 46.18, 3.9836, 23.32, 24.30, 4.1476, 
10419693, 10.42, 46.03, 3.9996, 23.40, 24.30, 4.1492, 
10461696, 10.46, 46.15, 4.0012, 23.40, 24.30, 4.1492, 
10503700, 10.50, 46.18, 4.0043, 23.24, 24.30, 4.1524, 
10545701, 10.55, 46.11, 4.0075, 23.16, 24.30, 4.1461, 
10587698, 10.59, 46.15, 3.9980, 23.16, 24.30, 4.1476, 
10629698, 10.63, 46.11, 3.9996, 23.16, 24.30, 4.1492, 
10671697, 10.67, 46.15, 4.0012, 23.32, 24.30, 4.1476, 
10713701, 10.71, 46.01, 4.0043, 23.48, 24.30, 4.1492, 
10761696, 10.76, 45.91, 3.9789, 23.40, 24.30, 4.1508, 
10803699, 10.80, 45.89, 4.0012, 23.32, 24.30, 4.1461, 
10845698, 10.85, 46.01, 4.0028, 23.56, 24.30, 4.1461, 
10887698, 10.89, 46.06, 3.9980, 23.56, 24.30, 4.1508, 
10929699, 10.93, 46.13, 4.0028, 23.32, 24.30, 4.1476, 
10971699, 10.97, 46.25, 4.0043, 23.40, 24.30, 4.1461, 
11013704, 11.01, 46.28, 4.0043, 23.48, 24.30, 4.1445, 
11055702, 11.06, 46.42, 3.9996, 23.32, 24.30, 4.1461, 
11097699, 11.10, 46.62, 4.0028, 23.40, 24.30, 4.1476, 
11145697, 11.15, 46.69, 3.9821, 23.16, 24.30, 4.1492, 
11187698, 11.19, 46.79, 4.0091, 23.56, 24.30, 4.1492, 
11229697, 11.23, 46.79, 4.0091, 23.88, 24.30, 4.1492, 
11271703, 11.27, 46.76, 3.9980, 23.64, 24.30, 4.1476, 
11313699, 11.31, 46.62, 4.0028, 23.64, 24.30, 4.1508, 
11355697, 11.36, 46.64, 4.0059, 23.72, 24.30, 4.1445, 
11397702, 11.40, 46.72, 4.0059, 23.56, 24.30, 4.1508, 
11439693, 11.44, 46.74, 4.0059, 23.64, 24.30, 4.1492, 
11481699, 11.48, 46.72, 4.0028, 23.96, 24.30, 4.1461, 
11523700, 11.53, 46.79, 4.0028, 23.56, 24.30, 4.1476, 
11571693, 11.57, 46.81, 3.9805, 23.72, 24.30, 4.1429, 
11613693, 11.61, 46.79, 4.0028, 23.96, 24.30, 4.1461, 
11655698, 11.66, 46.79, 4.0059, 23.96, 24.30, 4.1461, 
11697701, 11.70, 46.89, 4.0043, 23.88, 24.40, 4.1492, 
11739702, 11.74, 46.89, 4.0043, 23.64, 24.40, 4.1461, 
11781703, 11.78, 46.91, 3.9980, 23.88, 24.40, 4.1476, 
11823693, 11.82, 46.89, 3.9996, 23.88, 24.40, 4.1492, 
11865697, 11.87, 46.94, 3.9996, 23.96, 24.40, 4.1461, 
11907696, 11.91, 46.96, 3.9964, 23.80, 24.40, 4.1445, 
11954703, 11.95, 46.91, 3.9805, 23.72, 24.40, 4.1445, 
11996704, 12.00, 46.91, 3.9996, 23.88, 24.40, 4.1461, 
12038690, 12.04, 46.94, 4.0043, 23.80, 24.40, 4.1429, 
12080701, 12.08, 46.86, 4.0075, 23.80, 24.40, 4.1476, 
12122694, 12.12, 46.94, 3.9980, 23.80, 24.40, 4.1445, 
12164704, 12.16, 46.86, 4.0043, 24.12, 24.40, 4.1476, 
12206704, 12.21, 46.84, 4.0059, 23.88, 24.40, 4.1476, 
12248700, 12.25, 46.94, 3.9964, 24.04, 24.40, 4.1524, 
12290703, 12.29, 46.94, 4.0059, 23.88, 24.40, 4.1476, 
12337697, 12.34, 46.94, 3.9773, 24.28, 24.40, 4.1445, 
12379698, 12.38, 46.94, 4.0043, 24.36, 24.40, 4.1445, 
12421693, 12.42, 46.89, 4.0075, 24.36, 24.40, 4.1476, 
12463698, 12.46, 46.91, 4.0059, 23.96, 24.50, 4.1476, 
12505689, 12.51, 46.94, 4.0012, 24.04, 24.50, 4.1492, 
12547698, 12.55, 46.91, 3.9996, 24.28, 24.50, 4.1508, 
12589701, 12.59, 46.98, 4.0043, 24.36, 24.50, 4.1476, 
12631695, 12.63, 46.98, 4.0059, 24.04, 24.50, 4.1461, 
12673699, 12.67, 46.96, 4.0012, 24.04, 24.50, 4.1445, 
12721702, 12.72, 46.94, 3.9741, 24.12, 24.50, 4.1445, 
12763697, 12.76, 46.94, 3.9996, 24.43, 24.50, 4.1492, 
12805700, 12.81, 46.98, 4.0043, 24.28, 24.50, 4.1492, 
12847694, 12.85, 47.01, 4.0059, 24.04, 24.50, 4.1492, 
12889695, 12.89, 46.98, 4.0075, 24.20, 24.50, 4.1492, 
12931699, 12.93, 47.06, 4.0043, 24.43, 24.50, 4.1461, 
12973693, 12.97, 46.96, 4.0059, 24.43, 24.50, 4.1492, 
13033697, 13.04, 47.01, 3.9836, 24.12, 24.50, 4.1461, 
13079703, 13.08, 46.96, 3.9821, 24.43, 24.50, 4.1461, 
13127703, 13.13, 46.98, 3.9852, 24.28, 24.50, 4.1461, 
13169701, 13.17, 46.98, 4.0012, 24.59, 24.50, 4.1492, 
13211702, 13.21, 47.01, 3.9996, 24.59, 24.50, 4.1492, 
13253700, 13.25, 46.94, 4.0043, 24.59, 24.50, 4.1461, 
13295699, 13.30, 46.94, 3.9980, 24.59, 24.50, 4.1492, 
13337703, 13.34, 47.01, 4.0091, 24.51, 24.50, 4.1476, 
13379701, 13.38, 47.01, 4.0059, 24.75, 24.50, 4.1476, 
13421700, 13.42, 46.96, 4.0028, 24.43, 24.50, 4.1476, 
13463697, 13.46, 46.91, 4.0028, 24.36, 24.50, 4.1492, 
13512699, 13.51, 47.06, 3.9821, 24.59, 24.50, 4.1476, 
13554703, 13.55, 47.03, 3.9980, 24.43, 24.50, 4.1492, 
13596703, 13.60, 46.98, 4.0059, 24.43, 24.50, 4.1492, 
13638703, 13.64, 47.01, 4.0012, 24.67, 24.50, 4.1445, 
13680700, 13.68, 46.98, 4.0043, 24.91, 24.50, 4.1461, 
13722701, 13.72, 47.06, 3.9964, 24.43, 24.60, 4.1508, 
13764700, 13.76, 47.01, 4.0012, 24.59, 24.60, 4.1492, 
13806701, 13.81, 46.98, 3.9980, 24.83, 24.60, 4.1476, 
13848701, 13.85, 47.06, 4.0043, 24.67, 24.60, 4.1476, 
13896697, 13.90, 47.03, 3.9789, 24.28, 24.60, 4.1492, 
13938701, 13.94, 46.98, 3.9980, 24.91, 24.60, 4.1461, 
13980702, 13.98, 47.01, 4.0043, 24.43, 24.60, 4.1445, 
14022697, 14.02, 46.98, 3.9964, 24.59, 24.60, 4.1508, 
14064701, 14.06, 47.01, 4.0059, 24.91, 24.60, 4.1461, 
14106701, 14.11, 47.01, 4.0043, 24.67, 24.60, 4.1429, 
14148701, 14.15, 47.03, 4.0043, 24.67, 24.60, 4.1445, 
14190700, 14.19, 46.98, 4.0075, 24.67, 24.60, 4.1461, 
14232699, 14.23, 47.03, 4.0012, 24.83, 24.60, 4.1492, 
14274699, 14.28, 47.01, 4.0059, 24.83, 24.60, 4.1461, 
14322693, 14.32, 47.03, 3.9821, 24.91, 24.60, 4.1476, 
14364698, 14.36, 47.01, 4.0043, 24.75, 24.60, 4.1476, 
14406698, 14.41, 47.03, 4.0043, 24.83, 24.60, 4.1461, 
14448697, 14.45, 46.98, 4.0059, 24.83, 24.60, 4.1476, 
14490702, 14.49, 46.98, 4.0059, 24.83, 24.60, 4.1476, 
14532698, 14.53, 47.01, 4.0012, 24.83, 24.60, 4.1445, 
14574693, 14.57, 47.08, 4.0028, 24.83, 24.60, 4.1461, 
14616697, 14.62, 46.94, 4.0028, 24.36, 24.60, 4.1461, 
14658699, 14.66, 47.01, 3.9980, 24.91, 24.60, 4.1445, 
14706704, 14.71, 47.03, 3.9836, 24.83, 24.60, 4.1445, 
14748696, 14.75, 47.03, 3.9996, 25.07, 24.60, 4.1445, 
14790704, 14.79, 46.98, 4.0043, 24.83, 24.60, 4.1476, 
14832704, 14.83, 46.98, 3.9996, 24.83, 24.60, 4.1508, 
14874698, 14.87, 46.98, 3.9964, 24.75, 24.60, 4.1492, 
14916703, 14.92, 47.01, 3.9996, 24.91, 24.60, 4.1492, 
14958699, 14.96, 46.98, 3.9980, 24.91, 24.60, 4.1461, 
15000699, 15.00, 46.98, 4.0012, 24.83, 24.60, 4.1413, 
15042695, 15.04, 46.98, 4.0059, 25.07, 24.60, 4.1461, 
15090699, 15.09, 46.96, 3.9821, 24.83, 24.60, 4.1508, 
15132703, 15.13, 46.94, 4.0043, 24.83, 24.60, 4.1461, 
15174693, 15.17, 46.98, 3.9996, 24.91, 24.60, 4.1445, 
15216704, 15.22, 46.98, 4.0059, 24.91, 24.60, 4.1524, 
15258699, 15.26, 46.98, 4.0075, 25.23, 24.60, 4.1492, 
15300694, 15.30, 46.94, 3.9996, 25.07, 24.60, 4.1476, 
15342700, 15.34, 46.96, 4.0012, 24.99, 24.60, 4.1476, 
15384695, 15.38, 46.94, 4.0028, 25.07, 24.60, 4.1476, 
15426704, 15.43, 46.98, 3.9980, 25.23, 24.70, 4.1524, 
15474704, 15.47, 46.98, 3.9836, 25.23, 24.60, 4.1476, 
15516703, 15.52, 47.01, 4.0091, 24.75, 24.60, 4.1476, 
15558695, 15.56, 46.91, 4.0012, 25.07, 24.70, 4.1476, 
15600700, 15.60, 46.96, 3.9996, 25.15, 24.70, 4.1476, 
15642701, 15.64, 46.98, 4.0028, 25.31, 24.60, 4.1508, 
15684701, 15.68, 47.03, 4.0059, 25.15, 24.70, 4.1461, 
15726704, 15.73, 46.98, 3.9996, 24.91, 24.70, 4.1492, 
15768699, 15.77, 47.03, 3.9980, 25.07, 24.70, 4.1429, 
15810701, 15.81, 47.01, 4.0059, 25.15, 24.70, 4.1476, 
15858697, 15.86, 46.96, 3.9789, 25.39, 24.70, 4.1508, 
15900697, 15.90, 46.98, 4.0028, 25.31, 24.70, 4.1476, 
15942698, 15.94, 47.01, 4.0012, 25.31, 24.70, 4.1476, 
15984701, 15.98, 47.03, 3.9996, 25.47, 24.70, 4.1492, 
16026698, 16.03, 46.98, 4.0012, 25.07, 24.70, 4.1461, 
16068701, 16.07, 47.01, 4.0091, 25.23, 24.70, 4.1461, 
16110704, 16.11, 47.03, 4.0043, 25.39, 24.70, 4.1476, 
16152704, 16.15, 47.03, 4.0028, 25.23, 24.70, 4.1461, 
16194703, 16.19, 47.01, 4.0075, 25.39, 24.70, 4.1445, 
16242703, 16.24, 47.08, 3.9789, 25.31, 24.70, 4.1476, 
16284704, 16.28, 47.01, 4.0059, 25.23, 24.70, 4.1476, 
16326698, 16.33, 46.98, 4.0012, 24.99, 24.70, 4.1461, 
16368693, 16.37, 46.96, 4.0043, 25.15, 24.70, 4.1429, 
16410699, 16.41, 46.96, 4.0107, 25.47, 24.70, 4.1461, 
16452699, 16.45, 46.94, 4.0043, 25.47, 24.70, 4.1492, 
16494704, 16.49, 46.96, 4.0043, 25.47, 24.70, 4.1461, 
16536704, 16.54, 46.94, 4.0059, 25.39, 24.70, 4.1461, 
16578702, 16.58, 46.98, 3.9996, 25.39, 24.70, 4.1476, 
16626701, 16.63, 46.96, 3.9821, 25.15, 24.70, 4.1445, 
16668703, 16.67, 47.01, 3.9980, 25.23, 24.70, 4.1413, 
16710701, 16.71, 46.98, 4.0059, 25.47, 24.70, 4.1429, 
16752701, 16.75, 46.94, 3.9932, 25.39, 24.70, 4.1445, 
16794696, 16.79, 47.03, 4.0059, 25.07, 24.70, 4.1397, 
16836701, 16.84, 47.08, 4.0043, 25.47, 24.70, 4.1492, 
16878698, 16.88, 47.03, 3.9996, 25.55, 24.70, 4.1476, 
16920704, 16.92, 47.06, 4.0043, 25.39, 24.70, 4.1492, 
16962698, 16.96, 47.03, 3.9996, 25.15, 24.70, 4.1492, 
17004693, 17.01, 46.96, 4.0028, 25.47, 24.70, 4.1445, 
17070699, 17.07, 47.01, 3.9805, 25.23, 24.70, 4.1461, 
17116697, 17.12, 46.98, 3.9836, 25.23, 24.80, 4.1413, 
17158693, 17.16, 46.96, 3.9805, 25.23, 24.80, 4.1445, 
17200698, 17.20, 47.01, 3.9836, 25.39, 24.80, 4.1492, 
17242697, 17.24, 46.96, 3.9773, 25.31, 24.80, 4.1445, 
17284697, 17.28, 46.98, 3.9868, 25.39, 24.80, 4.1461, 
17326702, 17.33, 46.98, 3.9821, 25.55, 24.80, 4.1445, 
17368698, 17.37, 46.94, 3.9805, 25.63, 24.80, 4.1413, 
17410699, 17.42, 47.03, 3.9805, 25.31, 24.80, 4.1445, 
17458703, 17.46, 46.94, 3.9773, 25.23, 24.80, 4.1445, 
17500701, 17.50, 46.96, 4.0028, 25.63, 24.80, 4.1476, 
17542693, 17.54, 46.94, 4.0059, 25.39, 24.80, 4.1461, 
17584698, 17.58, 46.96, 4.0075, 25.55, 24.80, 4.1461, 
17626693, 17.63, 46.91, 4.0028, 25.31, 24.80, 4.1461, 
17668700, 17.67, 46.94, 3.9996, 25.31, 24.80, 4.1429, 
17710701, 17.71, 47.01, 4.0012, 25.39, 24.80, 4.1476, 
17752698, 17.75, 47.01, 4.0012, 25.55, 24.80, 4.1476, 
17794697, 17.79, 46.91, 4.0012, 25.55, 24.80, 4.1461, 
17843703, 17.84, 46.91, 3.9836, 25.47, 24.80, 4.1508, 
17885702, 17.89, 46.94, 3.9980, 25.63, 24.80, 4.1476, 
17927699, 17.93, 47.01, 4.0012, 25.71, 24.80, 4.1476, 
17969703, 17.97, 46.96, 3.9980, 25.63, 24.80, 4.1508, 
18011703, 18.01, 46.96, 4.0012, 25.47, 24.80, 4.1461, 
18053698, 18.05, 47.01, 3.9996, 25.55, 24.80, 4.1445, 
18095704, 18.10, 46.96, 4.0028, 25.55, 24.80, 4.1476, 
18137701, 18.14, 46.98, 4.0012, 25.63, 24.80, 4.1524, 
18179699, 18.18, 47.03, 4.0028, 25.47, 24.80, 4.1429, 
18226699, 18.23, 46.96, 3.9821, 25.79, 24.80, 4.1461, 
18268698, 18.27, 46.98, 4.0091, 25.71, 24.90, 4.1461, 
18310702, 18.31, 46.94, 4.0012, 25.71, 24.90, 4.1476, 
18352704, 18.35, 46.86, 4.0075, 25.71, 24.90, 4.1461, 
18394701, 18.39, 46.96, 4.0107, 25.87, 24.90, 4.1429, 
18436703, 18.44, 46.98, 4.0059, 25.71, 24.90, 4.1492, 
18478701, 18.48, 46.98, 4.0075, 25.55, 24.90, 4.1461, 
18520700, 18.52, 46.81, 3.9996, 25.79, 24.90, 4.1476, 
18562701, 18.56, 46.94, 3.9980, 25.63, 24.90, 4.1445, 
18609699, 18.61, 46.91, 3.9789, 25.63, 24.90, 4.1429, 
18651699, 18.65, 46.89, 4.0012, 25.71, 24.90, 4.1492, 
18693698, 18.69, 46.91, 4.0075, 25.63, 24.90, 4.1461, 
18735701, 18.74, 46.91, 4.0043, 25.87, 24.90, 4.1508, 
18777699, 18.78, 46.86, 3.9996, 25.71, 24.90, 4.1445, 
18819701, 18.82, 46.91, 4.0012, 25.63, 24.90, 4.1461, 
18861700, 18.86, 46.94, 4.0043, 25.63, 24.90, 4.1476, 
18903703, 18.90, 46.91, 3.9996, 25.87, 24.90, 4.1461, 
18945700, 18.95, 46.89, 3.9980, 25.87, 24.90, 4.1476, 
18993699, 18.99, 46.96, 3.9821, 25.71, 24.90, 4.1461, 
19035704, 19.04, 46.91, 3.9964, 25.71, 24.90, 4.1461, 
19077701, 19.08, 46.98, 4.0028, 25.71, 24.90, 4.1492, 
19119704, 19.12, 46.91, 3.9980, 25.55, 24.90, 4.1476, 
19161704, 19.16, 46.91, 3.9980, 25.79, 24.90, 4.1461, 
19203704, 19.20, 46.89, 3.9996, 25.87, 24.90, 4.1461, 
19245698, 19.25, 46.94, 4.0091, 26.03, 24.90, 4.1461, 
19287701, 19.29, 46.84, 4.0012, 25.95, 24.90, 4.1445, 
19329703, 19.33, 46.96, 4.0012, 25.55, 24.90, 4.1461, 
19377700, 19.38, 46.96, 3.9805, 25.55, 24.90, 4.1461, 
19419703, 19.42, 46.94, 4.0012, 25.95, 24.90, 4.1492, 
19461702, 19.46, 46.96, 4.0043, 25.87, 24.90, 4.1461, 
19503702, 19.50, 46.94, 4.0012, 25.87, 24.90, 4.1445, 
19545701, 19.55, 46.98, 3.9964, 25.79, 24.90, 4.1492, 
19587702, 19.59, 46.96, 3.9980, 25.87, 24.90, 4.1476, 
19629694, 19.63, 46.91, 3.9980, 26.03, 24.90, 4.1492, 
19671701, 19.67, 46.89, 3.9980, 25.79, 24.90, 4.1461, 
19713704, 19.71, 46.91, 4.0059, 25.87, 24.90, 4.1508, 
19755704, 19.76, 46.91, 4.0028, 25.79, 24.90, 4.1476, 
19803704, 19.80, 46.94, 3.9821, 26.19, 24.90, 4.1461, 
19845699, 19.85, 46.91, 4.0043, 25.87, 25.00, 4.1445, 
19887692, 19.89, 46.91, 3.9996, 26.03, 25.00, 4.1413, 
19929696, 19.93, 47.01, 4.0043, 26.11, 25.00, 4.1461, 
19971699, 19.97, 46.94, 4.0012, 25.63, 25.00, 4.1492, 
20013693, 20.01, 46.91, 4.0012, 25.55, 25.00, 4.1476, 
20055697, 20.06, 46.96, 4.0043, 25.71, 25.00, 4.1461, 
20097699, 20.10, 46.89, 4.0059, 25.87, 25.00, 4.1492, 
20139697, 20.15, 46.91, 4.0107, 25.79, 25.00, 4.1445, 
20187700, 20.19, 46.86, 3.9836, 25.63, 25.00, 4.1461, 
20229697, 20.23, 46.84, 4.0059, 25.95, 25.00, 4.1508, 
20271697, 20.27, 46.94, 4.0043, 25.87, 25.00, 4.1492, 
20313697, 20.31, 46.89, 4.0043, 25.79, 25.00, 4.1429, 
20355699, 20.36, 46.96, 4.0075, 25.71, 25.00, 4.1492, 
20397700, 20.40, 46.91, 4.0028, 25.95, 25.00, 4.1445, 
20439697, 20.44, 46.86, 4.0043, 25.79, 25.00, 4.1508, 
20481693, 20.48, 46.91, 4.0091, 25.95, 25.00, 4.1461, 
20523693, 20.52, 46.96, 4.0059, 25.87, 25.00, 4.1476, 
20571694, 20.57, 46.94, 3.9821, 26.03, 25.00, 4.1476, 
20613696, 20.61, 46.91, 3.9980, 25.95, 25.00, 4.1461, 
20655697, 20.66, 46.84, 4.0075, 25.95, 25.00, 4.1492, 
20697694, 20.70, 46.94, 4.0043, 26.03, 25.00, 4.1445, 
20739693, 20.74, 46.89, 4.0059, 26.03, 25.00, 4.1524, 
20781699, 20.78, 46.91, 4.0043, 25.79, 25.00, 4.1476, 
20823700, 20.82, 46.89, 4.0012, 25.95, 25.00, 4.1461, 
20865702, 20.87, 46.86, 4.0107, 26.27, 25.10, 4.1476, 
20907698, 20.91, 46.86, 4.0059, 26.11, 25.00, 4.1476, 
20955701, 20.96, 46.86, 3.9836, 26.19, 25.10, 4.1461, 
20997702, 21.00, 46.91, 3.9996, 26.11, 25.10, 4.1461, 
21039702, 21.04, 46.94, 3.9996, 26.11, 25.10, 4.1476, 
21099704, 21.10, 46.89, 3.9789, 25.63, 25.10, 4.1461, 
21145705, 21.15, 46.89, 3.9805, 26.11, 25.10, 4.1461, 
21187698, 21.19, 46.91, 3.9741, 26.03, 25.10, 4.1461, 
21229704, 21.23, 46.91, 3.9805, 26.11, 25.10, 4.1461, 
