Munged Temp Data File

microseconds, seconds, light, USB, T1, T2, BAT, 
168516700, 168.52, 49.69, 4.0091, 24.59, 25.30, 4.1461, 
168558700, 168.56, 49.62, 4.0012, 24.43, 25.30, 4.1429, 
168600702, 168.60, 49.65, 3.9996, 24.28, 25.30, 4.1461, 
168642703, 168.64, 49.67, 3.9980, 24.12, 25.30, 4.1445, 
168684698, 168.68, 49.60, 4.0012, 24.20, 25.30, 4.1524, 
168726699, 168.73, 49.65, 3.9996, 24.36, 25.30, 4.1476, 
168768701, 168.77, 49.60, 4.0043, 23.96, 25.30, 4.1429, 
168816702, 168.82, 49.72, 3.9821, 23.96, 25.30, 4.1461, 
168858702, 168.86, 49.67, 4.0028, 24.28, 25.30, 4.1461, 
168900704, 168.90, 49.65, 4.0059, 24.12, 25.30, 4.1429, 
168942702, 168.94, 49.65, 4.0075, 24.43, 25.30, 4.1476, 
168984703, 168.98, 49.67, 3.9996, 24.12, 25.30, 4.1461, 
169026702, 169.03, 49.57, 3.9980, 24.36, 25.30, 4.1413, 
169068695, 169.07, 49.65, 4.0123, 23.00, 25.30, 4.1413, 
169110692, 169.11, 49.72, 4.0059, 24.67, 25.30, 4.1445, 
169152700, 169.15, 49.62, 4.0059, 24.20, 25.30, 4.1429, 
169200701, 169.20, 49.62, 3.9852, 24.28, 25.30, 4.1461, 
169242700, 169.24, 49.65, 4.0043, 24.28, 25.30, 4.1508, 
169284702, 169.28, 49.65, 4.0012, 24.36, 25.30, 4.1397, 
169326697, 169.33, 49.69, 4.0028, 24.04, 25.30, 4.1476, 
169368700, 169.37, 49.62, 4.0043, 24.36, 25.30, 4.1445, 
169410701, 169.41, 49.62, 4.0091, 24.28, 25.30, 4.1445, 
169452698, 169.45, 49.55, 4.0059, 24.20, 25.30, 4.1476, 
169494702, 169.49, 49.47, 4.0075, 24.12, 25.30, 4.1461, 
169536702, 169.54, 49.50, 4.0043, 24.43, 25.30, 4.1397, 
169584700, 169.58, 49.55, 3.9821, 24.36, 25.30, 4.1476, 
169626698, 169.63, 49.55, 3.9996, 24.20, 25.30, 4.1445, 
169668699, 169.67, 49.57, 4.0059, 23.96, 25.30, 4.1461, 
169710692, 169.71, 49.50, 4.0028, 24.36, 25.30, 4.1461, 
169752699, 169.75, 49.50, 3.9996, 24.20, 25.30, 4.1461, 
169794701, 169.79, 49.50, 4.0059, 24.12, 25.30, 4.1476, 
169836702, 169.84, 49.43, 4.0043, 24.51, 25.30, 4.1508, 
169878701, 169.88, 49.47, 4.0091, 24.36, 25.30, 4.1461, 
169920701, 169.92, 49.57, 4.0043, 23.96, 25.30, 4.1429, 
169968702, 169.97, 49.47, 3.9805, 24.36, 25.30, 4.1429, 
170010701, 170.01, 49.45, 4.0043, 24.43, 25.30, 4.1476, 
170052701, 170.05, 49.45, 4.0107, 24.36, 25.30, 4.1461, 
170094701, 170.09, 49.40, 4.0012, 24.36, 25.30, 4.1461, 
170154703, 170.16, 49.40, 3.9789, 24.12, 25.30, 4.1445, 
170200702, 170.20, 49.35, 3.9852, 24.12, 25.30, 4.1461, 
170242696, 170.24, 49.33, 3.9821, 24.20, 25.30, 4.1397, 
170284702, 170.28, 49.30, 3.9836, 24.28, 25.30, 4.1429, 
170326701, 170.33, 49.33, 3.9821, 24.51, 25.30, 4.1461, 
170374697, 170.37, 49.23, 3.9868, 24.20, 25.30, 4.1445, 
170416700, 170.42, 49.18, 4.0075, 24.20, 25.30, 4.1445, 
170458699, 170.46, 49.18, 4.0028, 24.36, 25.30, 4.1413, 
170500703, 170.50, 49.08, 4.0028, 24.28, 25.30, 4.1445, 
170542704, 170.54, 49.01, 4.0091, 24.12, 25.30, 4.1445, 
170584698, 170.58, 49.04, 4.0012, 24.20, 25.30, 4.1445, 
170626701, 170.63, 48.94, 4.0043, 24.28, 25.30, 4.1508, 
170668697, 170.67, 48.91, 3.9964, 24.20, 25.30, 4.1445, 
170710700, 170.72, 48.82, 4.0075, 24.36, 25.30, 4.1445, 
170759702, 170.76, 48.82, 3.9868, 24.28, 25.30, 4.1461, 
170801703, 170.80, 48.77, 4.0043, 24.36, 25.30, 4.1445, 
170843696, 170.84, 48.69, 4.0043, 24.20, 25.30, 4.1476, 
170885702, 170.89, 48.69, 3.9980, 24.36, 25.30, 4.1445, 
170927702, 170.93, 48.69, 4.0028, 24.28, 25.30, 4.1461, 
170969703, 170.97, 48.62, 4.0059, 24.28, 25.30, 4.1476, 
171011689, 171.01, 48.62, 4.0075, 24.20, 25.30, 4.1476, 
171053702, 171.05, 48.64, 4.0059, 24.12, 25.30, 4.1429, 
171101703, 171.10, 48.74, 3.9821, 23.88, 25.30, 4.1429, 
171143701, 171.14, 48.72, 4.0059, 24.36, 25.30, 4.1445, 
171185699, 171.19, 48.84, 4.0012, 24.20, 25.30, 4.1429, 
171227702, 171.23, 48.96, 4.0043, 24.12, 25.30, 4.1445, 
171269700, 171.27, 49.06, 4.0059, 24.04, 25.30, 4.1461, 
171311703, 171.31, 49.04, 4.0059, 24.67, 25.30, 4.1492, 
171353699, 171.35, 49.08, 4.0075, 24.20, 25.30, 4.1476, 
171395701, 171.40, 49.11, 4.0028, 24.28, 25.30, 4.1445, 
171437704, 171.44, 49.11, 4.0075, 24.12, 25.30, 4.1429, 
171485703, 171.49, 49.13, 3.9821, 24.12, 25.30, 4.1492, 
171527698, 171.53, 49.13, 4.0059, 24.20, 25.30, 4.1476, 
171569702, 171.57, 49.13, 4.0028, 24.36, 25.30, 4.1445, 
171611701, 171.61, 49.08, 4.0059, 24.12, 25.30, 4.1461, 
171653701, 171.65, 49.08, 4.0091, 24.28, 25.30, 4.1524, 
171695701, 171.70, 49.16, 4.0059, 24.28, 25.30, 4.1476, 
171737702, 171.74, 49.11, 4.0059, 24.36, 25.30, 4.1461, 
171779703, 171.78, 49.11, 4.0075, 24.12, 25.30, 4.1476, 
171821701, 171.82, 49.11, 4.0075, 24.28, 25.30, 4.1429, 
171869700, 171.87, 49.18, 3.9805, 23.96, 25.30, 4.1461, 
171911698, 171.91, 49.11, 4.0043, 24.20, 25.30, 4.1492, 
171953702, 171.95, 49.16, 4.0107, 24.43, 25.30, 4.1461, 
171995703, 172.00, 49.16, 4.0043, 24.51, 25.30, 4.1413, 
172037699, 172.04, 49.11, 4.0012, 24.20, 25.30, 4.1461, 
172079702, 172.08, 49.11, 4.0123, 24.28, 25.30, 4.1429, 
172121702, 172.12, 49.04, 4.0043, 24.36, 25.30, 4.1429, 
172163700, 172.16, 49.11, 4.0075, 24.28, 25.30, 4.1492, 
172205701, 172.21, 49.13, 4.0043, 24.04, 25.30, 4.1461, 
172253702, 172.25, 49.16, 3.9821, 24.36, 25.30, 4.1476, 
172295702, 172.30, 49.16, 4.0059, 24.43, 25.30, 4.1445, 
172337693, 172.34, 49.08, 4.0012, 24.12, 25.30, 4.1445, 
172379701, 172.38, 49.21, 4.0059, 23.88, 25.30, 4.1476, 
172421692, 172.42, 49.11, 4.0091, 24.51, 25.30, 4.1445, 
172463703, 172.46, 49.13, 3.9996, 24.59, 25.30, 4.1461, 
172505703, 172.51, 49.06, 4.0059, 24.12, 25.30, 4.1508, 
172547693, 172.55, 49.11, 4.0075, 24.12, 25.30, 4.1445, 
172589703, 172.59, 49.06, 4.0059, 24.43, 25.30, 4.1397, 
172636702, 172.64, 49.04, 3.9789, 24.12, 25.30, 4.1413, 
172678698, 172.68, 49.16, 4.0012, 24.04, 25.30, 4.1476, 
172720702, 172.72, 49.08, 4.0059, 24.43, 25.30, 4.1476, 
172762701, 172.76, 49.06, 3.9996, 24.28, 25.30, 4.1461, 
172804702, 172.80, 49.01, 4.0059, 24.12, 25.30, 4.1461, 
172846701, 172.85, 49.01, 4.0075, 24.51, 25.30, 4.1461, 
172888693, 172.89, 49.04, 4.0043, 24.12, 25.30, 4.1445, 
172930702, 172.93, 49.06, 4.0075, 24.28, 25.30, 4.1445, 
172972699, 172.98, 49.04, 4.0043, 24.20, 25.30, 4.1413, 
173019698, 173.02, 49.08, 3.9789, 24.04, 25.30, 4.1461, 
173061699, 173.06, 49.08, 4.0059, 24.20, 25.30, 4.1492, 
173103698, 173.10, 49.06, 3.9964, 24.04, 25.30, 4.1492, 
173145701, 173.15, 49.13, 4.0075, 24.28, 25.30, 4.1445, 
173187702, 173.19, 49.08, 4.0091, 24.28, 25.30, 4.1476, 
173229700, 173.23, 49.13, 4.0059, 24.36, 25.30, 4.1429, 
173271700, 173.27, 49.06, 4.0091, 24.36, 25.30, 4.1476, 
173313698, 173.31, 49.11, 4.0107, 24.20, 25.30, 4.1429, 
173361703, 173.36, 49.06, 3.9821, 23.96, 25.30, 4.1445, 
173403703, 173.40, 49.06, 4.0043, 24.36, 25.30, 4.1461, 
173445700, 173.45, 49.06, 4.0091, 24.28, 25.30, 4.1492, 
173487703, 173.49, 49.04, 3.9964, 24.28, 25.30, 4.1508, 
173529692, 173.53, 49.01, 4.0043, 24.36, 25.30, 4.1461, 
173571700, 173.57, 48.99, 3.9980, 24.12, 25.30, 4.1492, 
173613702, 173.61, 48.96, 4.0012, 24.43, 25.30, 4.1429, 
173655699, 173.66, 49.01, 4.0028, 24.20, 25.30, 4.1476, 
173697699, 173.70, 49.01, 3.9996, 24.20, 25.30, 4.1429, 
173745703, 173.75, 49.04, 3.9836, 24.51, 25.30, 4.1508, 
173787702, 173.79, 49.04, 3.9996, 24.43, 25.30, 4.1476, 
173829703, 173.83, 49.01, 4.0012, 24.28, 25.30, 4.1445, 
173871704, 173.87, 48.99, 3.9964, 24.28, 25.30, 4.1413, 
173913702, 173.91, 48.94, 4.0091, 24.28, 25.30, 4.1461, 
173955702, 173.96, 48.84, 4.0028, 24.28, 25.30, 4.1476, 
173997702, 174.00, 48.82, 3.9996, 24.28, 25.30, 4.1476, 
174039699, 174.04, 48.82, 4.0075, 24.04, 25.30, 4.1445, 
174081702, 174.08, 48.84, 4.0123, 24.28, 25.30, 4.1413, 
174129699, 174.13, 48.74, 3.9836, 24.20, 25.30, 4.1461, 
174189701, 174.19, 48.84, 3.9789, 23.88, 25.30, 4.1445, 
174235703, 174.24, 48.96, 3.9821, 24.12, 25.30, 4.1461, 
174277699, 174.28, 48.91, 3.9821, 24.20, 25.30, 4.1461, 
174319702, 174.32, 48.89, 3.9852, 24.36, 25.30, 4.1476, 
174361689, 174.36, 48.94, 3.9805, 24.04, 25.30, 4.1413, 
174403692, 174.40, 48.99, 3.9805, 24.43, 25.30, 4.1476, 
174445700, 174.45, 49.01, 3.9805, 24.20, 25.30, 4.1461, 
174487700, 174.49, 48.96, 3.9821, 24.12, 25.30, 4.1445, 
174535703, 174.54, 48.99, 3.9789, 24.12, 25.30, 4.1476, 
174577699, 174.58, 49.01, 4.0043, 24.43, 25.30, 4.1492, 
174619702, 174.62, 48.96, 4.0075, 24.12, 25.30, 4.1429, 
174661700, 174.66, 48.89, 4.0059, 24.28, 25.30, 4.1508, 
174703702, 174.70, 48.91, 4.0075, 24.12, 25.30, 4.1461, 
174745700, 174.75, 48.91, 4.0059, 24.36, 25.30, 4.1461, 
174787702, 174.79, 48.84, 4.0043, 24.59, 25.30, 4.1492, 
174829702, 174.83, 48.89, 4.0012, 24.28, 25.30, 4.1492, 
174871702, 174.88, 48.99, 4.0028, 24.12, 25.30, 4.1445, 
174920701, 174.92, 48.86, 3.9789, 24.28, 25.30, 4.1476, 
174962698, 174.96, 48.91, 3.9980, 24.20, 25.30, 4.1429, 
175004697, 175.00, 48.96, 4.0043, 24.20, 25.30, 4.1445, 
175046701, 175.05, 48.91, 4.0107, 24.36, 25.30, 4.1445, 
175088702, 175.09, 48.91, 4.0091, 24.36, 25.30, 4.1461, 
175130698, 175.13, 48.99, 3.9996, 24.20, 25.30, 4.1508, 
175172702, 175.17, 48.96, 4.0091, 24.28, 25.30, 4.1461, 
175214702, 175.21, 48.94, 4.0043, 24.28, 25.30, 4.1492, 
175256702, 175.26, 48.94, 4.0091, 24.43, 25.30, 4.1413, 
175304699, 175.30, 48.86, 3.9789, 24.20, 25.30, 4.1476, 
175346703, 175.35, 48.96, 3.9996, 24.12, 25.30, 4.1476, 
175388704, 175.39, 48.91, 3.9996, 24.28, 25.30, 4.1524, 
175430703, 175.43, 48.91, 4.0043, 24.36, 25.30, 4.1429, 
175472698, 175.47, 48.91, 4.0059, 24.20, 25.30, 4.1492, 
175514702, 175.51, 48.91, 4.0028, 24.36, 25.30, 4.1429, 
175556698, 175.56, 48.96, 4.0028, 24.20, 25.30, 4.1476, 
175598702, 175.60, 48.94, 3.9980, 24.36, 25.30, 4.1508, 
175646699, 175.65, 48.96, 3.9805, 24.04, 25.30, 4.1476, 
175688692, 175.69, 48.86, 4.0075, 24.36, 25.30, 4.1476, 
175730702, 175.73, 48.91, 4.0028, 24.28, 25.30, 4.1476, 
175772692, 175.77, 48.91, 4.0075, 24.28, 25.30, 4.1461, 
175814701, 175.81, 48.96, 3.9996, 24.36, 25.30, 4.1476, 
175856701, 175.86, 48.91, 4.0075, 24.36, 25.30, 4.1461, 
175898703, 175.90, 48.96, 4.0028, 24.36, 25.30, 4.1476, 
175940699, 175.94, 48.94, 4.0012, 24.20, 25.30, 4.1508, 
175982703, 175.98, 48.94, 4.0043, 24.12, 25.30, 4.1445, 
176030700, 176.03, 48.94, 3.9821, 24.28, 25.30, 4.1461, 
176072697, 176.07, 48.91, 4.0091, 24.20, 25.30, 4.1413, 
176114701, 176.11, 48.91, 4.0059, 24.36, 25.30, 4.1476, 
176156701, 176.16, 48.94, 4.0091, 24.51, 25.30, 4.1429, 
176198700, 176.20, 48.94, 4.0075, 24.36, 25.30, 4.1476, 
176240701, 176.24, 48.96, 4.0012, 24.36, 25.30, 4.1461, 
176282699, 176.28, 48.99, 4.0059, 24.20, 25.30, 4.1445, 
176324700, 176.32, 48.94, 4.0043, 24.04, 25.30, 4.1476, 
176366703, 176.37, 48.91, 4.0012, 24.12, 25.30, 4.1445, 
176414703, 176.41, 49.01, 3.9852, 24.28, 25.30, 4.1461, 
176456703, 176.46, 48.86, 4.0059, 24.28, 25.30, 4.1461, 
176498699, 176.50, 48.91, 4.0043, 24.28, 25.30, 4.1445, 
176540696, 176.54, 48.91, 4.0059, 24.20, 25.30, 4.1476, 
176582699, 176.58, 48.94, 4.0059, 24.20, 25.30, 4.1445, 
176624699, 176.62, 48.86, 4.0075, 24.20, 25.30, 4.1508, 
176666704, 176.67, 48.89, 4.0043, 24.43, 25.30, 4.1461, 
176708697, 176.71, 48.91, 4.0012, 24.20, 25.30, 4.1476, 
176750703, 176.75, 48.89, 4.0091, 24.36, 25.20, 4.1476, 
176798696, 176.80, 48.94, 3.9805, 24.20, 25.30, 4.1397, 
176840703, 176.84, 49.04, 4.0012, 24.12, 25.30, 4.1445, 
176882702, 176.88, 48.94, 4.0028, 24.28, 25.30, 4.1445, 
176924702, 176.92, 49.01, 4.0028, 24.36, 25.30, 4.1476, 
176966702, 176.97, 48.86, 4.0059, 24.36, 25.30, 4.1445, 
177008703, 177.01, 48.89, 4.0028, 24.36, 25.30, 4.1492, 
177050702, 177.05, 48.94, 4.0043, 24.28, 25.30, 4.1476, 
177092697, 177.09, 48.99, 4.0028, 24.20, 25.30, 4.1461, 
177134704, 177.14, 48.94, 4.0028, 23.96, 25.30, 4.1461, 
177182689, 177.18, 48.94, 3.9821, 24.04, 25.30, 4.1445, 
177224702, 177.22, 48.89, 4.0043, 24.28, 25.30, 4.1461, 
177266692, 177.27, 48.91, 4.0075, 24.28, 25.30, 4.1445, 
177308703, 177.31, 48.94, 4.0091, 24.28, 25.30, 4.1429, 
177350703, 177.35, 48.91, 4.0043, 24.28, 25.30, 4.1445, 
177392697, 177.39, 48.96, 4.0107, 24.20, 25.30, 4.1492, 
177434702, 177.43, 48.94, 4.0043, 24.12, 25.30, 4.1445, 
177476703, 177.48, 48.91, 4.0012, 24.28, 25.30, 4.1492, 
177524701, 177.52, 48.89, 3.9852, 23.96, 25.30, 4.1524, 
177566701, 177.57, 48.96, 4.0028, 24.28, 25.30, 4.1429, 
177608701, 177.61, 48.94, 4.0043, 24.43, 25.20, 4.1445, 
177650701, 177.65, 48.89, 4.0012, 24.12, 25.30, 4.1492, 
177692701, 177.69, 48.96, 4.0091, 24.28, 25.30, 4.1429, 
177734703, 177.73, 48.79, 4.0028, 24.12, 25.30, 4.1461, 
177776701, 177.78, 48.89, 3.9980, 24.51, 25.30, 4.1429, 
177818702, 177.82, 48.89, 4.0075, 24.12, 25.30, 4.1445, 
177860701, 177.86, 48.94, 4.0075, 24.28, 25.30, 4.1445, 
177908702, 177.91, 48.94, 3.9821, 24.28, 25.30, 4.1461, 
177950702, 177.95, 48.94, 4.0028, 24.36, 25.30, 4.1429, 
177992699, 177.99, 48.91, 4.0075, 24.28, 25.30, 4.1492, 
178034702, 178.03, 48.86, 4.0012, 24.67, 25.30, 4.1429, 
178076699, 178.08, 48.89, 4.0012, 24.20, 25.30, 4.1445, 
178118693, 178.12, 48.96, 4.0028, 24.12, 25.30, 4.1476, 
178160701, 178.16, 48.96, 4.0075, 24.36, 25.30, 4.1413, 
178220703, 178.22, 48.91, 3.9789, 24.12, 25.20, 4.1429, 
178266699, 178.27, 48.91, 3.9836, 24.36, 25.30, 4.1413, 
178314701, 178.31, 48.94, 3.9821, 24.12, 25.20, 4.1397, 
178356702, 178.36, 48.99, 4.0043, 24.28, 25.30, 4.1445, 
178398702, 178.40, 48.96, 4.0012, 24.28, 25.30, 4.1461, 
178440701, 178.44, 48.94, 4.0059, 24.12, 25.30, 4.1476, 
178482702, 178.48, 48.96, 4.0043, 24.43, 25.20, 4.1492, 
178524699, 178.52, 49.04, 4.0059, 24.20, 25.20, 4.1461, 
178566703, 178.57, 48.96, 4.0028, 24.43, 25.20, 4.1476, 
178608692, 178.61, 48.96, 4.0028, 24.36, 25.30, 4.1476, 
178650703, 178.65, 48.99, 4.0043, 24.28, 25.20, 4.1397, 
178713690, 178.71, 48.96, 3.9821, 24.20, 25.20, 4.1445, 
178755702, 178.76, 48.94, 4.0028, 24.12, 25.30, 4.1476, 
178797704, 178.80, 48.96, 3.9996, 24.43, 25.20, 4.1429, 
178839693, 178.84, 48.96, 4.0075, 24.28, 25.20, 4.1461, 
178881704, 178.88, 48.99, 4.0059, 24.28, 25.30, 4.1461, 
178923701, 178.92, 49.01, 4.0043, 24.20, 25.30, 4.1461, 
178965701, 178.97, 48.99, 4.0107, 24.28, 25.30, 4.1461, 
179007701, 179.01, 49.01, 4.0075, 24.12, 25.30, 4.1508, 
179049702, 179.05, 48.99, 4.0028, 24.12, 25.30, 4.1429, 
179096699, 179.10, 48.99, 3.9821, 24.43, 25.30, 4.1445, 
179138693, 179.14, 48.99, 4.0091, 24.36, 25.20, 4.1508, 
179180693, 179.18, 48.99, 4.0043, 24.51, 25.20, 4.1492, 
179222704, 179.22, 48.96, 3.9980, 24.28, 25.20, 4.1445, 
179264702, 179.26, 48.94, 4.0059, 24.43, 25.20, 4.1476, 
179306699, 179.31, 49.01, 4.0059, 24.20, 25.20, 4.1508, 
179348701, 179.35, 48.94, 4.0043, 24.12, 25.20, 4.1413, 
179390699, 179.39, 48.96, 4.0075, 24.20, 25.30, 4.1429, 
179432689, 179.44, 48.89, 4.0059, 24.20, 25.20, 4.1476, 
179480700, 179.48, 48.94, 3.9836, 24.36, 25.30, 4.1508, 
179522700, 179.52, 48.96, 4.0075, 24.20, 25.30, 4.1492, 
179564689, 179.56, 49.01, 4.0075, 24.04, 25.20, 4.1429, 
179606693, 179.61, 48.99, 4.0028, 24.36, 25.20, 4.1476, 
179648692, 179.65, 48.94, 4.0012, 24.28, 25.30, 4.1461, 
179690699, 179.69, 48.96, 4.0028, 24.20, 25.30, 4.1492, 
179732700, 179.73, 49.01, 4.0012, 24.20, 25.30, 4.1461, 
179774704, 179.77, 49.01, 4.0028, 24.12, 25.20, 4.1445, 
179822689, 179.82, 48.94, 3.9805, 24.04, 25.20, 4.1445, 
179864702, 179.86, 48.96, 3.9980, 24.43, 25.30, 4.1508, 
179906699, 179.91, 48.96, 4.0075, 24.20, 25.20, 4.1445, 
179948692, 179.95, 48.99, 4.0028, 24.43, 25.30, 4.1476, 
179990703, 179.99, 48.91, 4.0012, 24.36, 25.20, 4.1492, 
180032698, 180.03, 48.96, 4.0091, 24.20, 25.30, 4.1445, 
180074705, 180.07, 48.96, 4.0075, 24.28, 25.20, 4.1445, 
180116704, 180.12, 48.96, 4.0028, 24.43, 25.20, 4.1476, 
180158699, 180.16, 49.01, 4.0043, 24.04, 25.30, 4.1476, 
180206692, 180.21, 48.99, 3.9836, 24.28, 25.30, 4.1492, 
180248705, 180.25, 48.91, 4.0075, 24.12, 25.30, 4.1429, 
180290699, 180.29, 48.99, 4.0043, 24.20, 25.30, 4.1429, 
180332701, 180.33, 48.94, 4.0091, 24.12, 25.20, 4.1476, 
180374699, 180.37, 48.91, 3.9964, 24.20, 25.30, 4.1413, 
180416703, 180.42, 48.99, 4.0043, 24.28, 25.20, 4.1413, 
180458702, 180.46, 48.96, 4.0075, 24.43, 25.20, 4.1461, 
180500693, 180.50, 48.89, 4.0059, 24.28, 25.20, 4.1492, 
180542699, 180.54, 48.99, 4.0059, 24.04, 25.20, 4.1429, 
180590703, 180.59, 48.96, 3.9821, 23.96, 25.20, 4.1461, 
180632703, 180.63, 48.94, 4.0028, 24.43, 25.20, 4.1461, 
180674703, 180.67, 48.94, 4.0012, 24.43, 25.20, 4.1476, 
180716698, 180.72, 48.99, 4.0091, 24.20, 25.20, 4.1476, 
180758702, 180.76, 48.96, 3.9996, 24.43, 25.20, 4.1476, 
180800702, 180.80, 49.04, 4.0043, 24.43, 25.20, 4.1461, 
180842703, 180.84, 48.91, 4.0012, 24.12, 25.30, 4.1476, 
180884701, 180.88, 48.94, 4.0091, 24.36, 25.20, 4.1461, 
180926701, 180.93, 49.01, 4.0012, 24.28, 25.20, 4.1461, 
180974701, 180.97, 49.04, 3.9789, 24.28, 25.20, 4.1461, 
181016701, 181.02, 48.96, 4.0012, 24.36, 25.30, 4.1445, 
181058704, 181.06, 49.01, 4.0059, 24.12, 25.30, 4.1476, 
181100705, 181.10, 48.99, 4.0075, 24.43, 25.20, 4.1429, 
181142699, 181.14, 48.94, 4.0043, 24.20, 25.20, 4.1445, 
181184698, 181.18, 48.91, 4.0059, 24.20, 25.20, 4.1476, 
181226701, 181.23, 48.94, 4.0091, 24.28, 25.30, 4.1461, 
181268701, 181.27, 48.89, 4.0075, 23.96, 25.20, 4.1397, 
181310705, 181.31, 48.91, 4.0075, 24.12, 25.20, 4.1381, 
181358699, 181.36, 48.99, 3.9805, 24.20, 25.20, 4.1476, 
181400693, 181.40, 48.94, 4.0059, 23.96, 25.20, 4.1476, 
181442701, 181.44, 49.01, 4.0012, 24.28, 25.20, 4.1492, 
181484703, 181.48, 48.99, 4.0091, 24.28, 25.20, 4.1461, 
181526701, 181.53, 49.01, 4.0059, 24.28, 25.20, 4.1476, 
181568702, 181.57, 48.99, 4.0091, 24.28, 25.30, 4.1461, 
181610689, 181.61, 48.99, 4.0028, 24.20, 25.30, 4.1492, 
181652703, 181.65, 48.99, 4.0043, 24.43, 25.30, 4.1508, 
181694699, 181.70, 48.91, 4.0059, 24.20, 25.30, 4.1429, 
181742693, 181.74, 48.94, 3.9852, 24.36, 25.20, 4.1476, 
181784701, 181.78, 48.99, 4.0043, 24.28, 25.20, 4.1445, 
181826700, 181.83, 48.94, 4.0091, 24.36, 25.30, 4.1397, 
181868703, 181.87, 49.01, 3.9980, 24.36, 25.20, 4.1524, 
181910703, 181.91, 48.94, 4.0091, 24.28, 25.20, 4.1461, 
181952693, 181.95, 48.94, 4.0043, 24.36, 25.20, 4.1461, 
181994704, 181.99, 48.96, 4.0059, 24.12, 25.20, 4.1461, 
182036702, 182.04, 49.04, 4.0043, 24.36, 25.30, 4.1445, 
182084693, 182.08, 48.89, 3.9805, 23.88, 25.20, 4.1524, 
182126689, 182.13, 48.77, 4.0043, 24.20, 25.20, 4.1476, 
182168705, 182.17, 48.60, 4.0059, 24.12, 25.20, 4.1492, 
182228702, 182.23, 48.33, 3.9805, 23.96, 25.20, 4.1429, 
182274701, 182.27, 48.33, 3.9836, 24.20, 25.20, 4.1524, 
182316693, 182.32, 48.28, 3.9821, 24.28, 25.20, 4.1429, 
182358689, 182.36, 48.35, 3.9821, 24.20, 25.20, 4.1413, 
182400693, 182.40, 48.30, 3.9805, 24.36, 25.20, 4.1429, 
182442701, 182.44, 48.40, 3.9789, 24.04, 25.20, 4.1445, 
182490701, 182.49, 48.42, 3.9805, 24.12, 25.20, 4.1445, 
182532700, 182.53, 48.45, 3.9996, 24.20, 25.20, 4.1492, 
182574701, 182.57, 48.52, 4.0075, 24.28, 25.20, 4.1476, 
182616705, 182.62, 48.52, 3.9980, 24.28, 25.20, 4.1461, 
182658700, 182.66, 48.55, 3.9964, 24.36, 25.20, 4.1429, 
182700702, 182.70, 48.57, 4.0043, 24.43, 25.20, 4.1445, 
182742700, 182.74, 48.52, 4.0091, 24.20, 25.20, 4.1492, 
182784697, 182.78, 48.67, 3.9996, 24.20, 25.20, 4.1461, 
182826693, 182.83, 48.64, 4.0075, 24.59, 25.20, 4.1429, 
182875703, 182.88, 48.64, 3.9789, 24.36, 25.20, 4.1413, 
182917700, 182.92, 48.62, 4.0043, 24.20, 25.20, 4.1445, 
182959693, 182.96, 48.72, 4.0043, 24.12, 25.20, 4.1461, 
183001705, 183.00, 48.67, 4.0012, 24.12, 25.20, 4.1429, 
183043704, 183.04, 48.69, 4.0075, 24.12, 25.20, 4.1429, 
183085701, 183.09, 48.72, 4.0075, 24.12, 25.20, 4.1413, 
183127705, 183.13, 48.69, 4.0107, 24.12, 25.20, 4.1476, 
183169698, 183.17, 48.69, 4.0059, 24.20, 25.20, 4.1413, 
183211701, 183.21, 48.72, 4.0012, 24.04, 25.20, 4.1397, 
183259698, 183.26, 48.69, 3.9836, 24.20, 25.20, 4.1397, 
183301693, 183.30, 48.62, 4.0059, 24.12, 25.20, 4.1445, 
183343701, 183.34, 48.72, 4.0028, 24.04, 25.20, 4.1445, 
183385701, 183.39, 48.74, 4.0075, 24.36, 25.20, 4.1476, 
183427705, 183.43, 48.69, 4.0059, 24.28, 25.20, 4.1445, 
183469701, 183.47, 48.72, 4.0075, 24.04, 25.20, 4.1461, 
183511703, 183.51, 48.72, 3.9996, 24.28, 25.30, 4.1445, 
183553693, 183.55, 48.74, 4.0043, 24.12, 25.20, 4.1508, 
183595701, 183.60, 48.77, 4.0059, 24.36, 25.30, 4.1429, 
183643705, 183.64, 48.82, 3.9821, 24.12, 25.20, 4.1476, 
183685702, 183.69, 48.79, 3.9980, 24.28, 25.20, 4.1429, 
183727699, 183.73, 48.82, 4.0043, 24.20, 25.20, 4.1445, 
183769701, 183.77, 48.77, 4.0075, 24.20, 25.20, 4.1492, 
183811705, 183.81, 48.86, 4.0012, 24.12, 25.20, 4.1397, 
183853704, 183.85, 48.89, 3.9980, 24.28, 25.20, 4.1413, 
183895703, 183.90, 48.84, 4.0059, 24.28, 25.20, 4.1429, 
183937701, 183.94, 48.86, 4.0012, 24.43, 25.20, 4.1492, 
183979701, 183.99, 48.79, 4.0107, 24.36, 25.20, 4.1413, 
184027701, 184.03, 48.91, 3.9789, 24.36, 25.20, 4.1445, 
184069704, 184.07, 49.01, 4.0028, 24.36, 25.20, 4.1461, 
184111689, 184.11, 48.94, 4.0043, 24.20, 25.20, 4.1445, 
184153701, 184.15, 48.99, 4.0091, 24.28, 25.20, 4.1445, 
184195702, 184.20, 48.96, 4.0059, 24.36, 25.20, 4.1429, 
184237704, 184.24, 48.86, 4.0075, 24.36, 25.20, 4.1445, 
