280417136, 156.000000, 0.500000, 0.100000, 
280423984, 156.000000, 0.500000, 0.100000, 
280430832, 156.000000, 0.500000, 0.100000, 
280437672, 156.000000, 0.500000, 0.100000, 
280444520, 156.000000, 0.500000, 0.100000, 
280451368, 156.000000, 0.500000, 0.100000, 
280458208, 156.000000, 0.500000, 0.100000, 
280465056, 156.000000, 0.500000, 0.100000, 
280471904, 156.000000, 0.500000, 0.100000, 
280478756, 156.000000, 0.500000, 0.100000, 
280485600, 156.000000, 0.500000, 0.100000, 
280492448, 156.000000, 0.500000, 0.100000, 
280499296, 156.000000, 0.500000, 0.100000, 
280506136, 156.000000, 0.500000, 0.100000, 
280512984, 156.000000, 0.500000, 0.100000, 
280519832, 156.000000, 0.500000, 0.100000, 
280526672, 156.000000, 0.500000, 0.100000, 
280533520, 156.000000, 0.500000, 0.100000, 
280540368, 156.000000, 0.500000, 0.100000, 
280547208, 156.000000, 0.500000, 0.100000, 
280554056, 156.000000, 0.500000, 0.100000, 
280560904, 156.000000, 0.500000, 0.100000, 
280567744, 156.000000, 0.500000, 0.100000, 
280574592, 156.000000, 0.500000, 0.100000, 
280581436, 155.000000, 0.500000, -0.020000, 
280588288, 156.000000, 0.500000, 0.100000, 
280595136, 156.000000, 0.500000, 0.100000, 
280601984, 156.000000, 0.500000, 0.100000, 
280608832, 156.000000, 0.500000, 0.100000, 
280615672, 156.000000, 0.500000, 0.100000, 
280622520, 156.000000, 0.500000, 0.100000, 
280629368, 156.000000, 0.500000, 0.100000, 
280636208, 156.000000, 0.500000, 0.100000, 
280643056, 156.000000, 0.500000, 0.100000, 
280649904, 156.000000, 0.500000, 0.100000, 
280656744, 156.000000, 0.500000, 0.100000, 
280663592, 156.000000, 0.500000, 0.100000, 
280670440, 156.000000, 0.500000, 0.100000, 
280677280, 156.000000, 0.500000, 0.100000, 
280684128, 156.000000, 0.500000, 0.100000, 
280690976, 156.000000, 0.500000, 0.100000, 
280697816, 156.000000, 0.500000, 0.100000, 
280704664, 156.000000, 0.500000, 0.100000, 
280711512, 156.000000, 0.500000, 0.100000, 
280718356, 156.000000, 0.500000, 0.100000, 
280725200, 156.000000, 0.500000, 0.100000, 
280732048, 156.000000, 0.500000, 0.100000, 
280738896, 156.000000, 0.500000, 0.100000, 
280745736, 156.000000, 0.500000, 0.100000, 
280752584, 156.000000, 0.500000, 0.100000, 
280759432, 156.000000, 0.500000, 0.100000, 
280766272, 156.000000, 0.500000, 0.100000, 
280773120, 156.000000, 0.500000, 0.100000, 
280779968, 156.000000, 0.500000, 0.100000, 
280786808, 156.000000, 0.500000, 0.100000, 
280793656, 156.000000, 0.500000, 0.100000, 
280800504, 156.000000, 0.500000, 0.100000, 
280807344, 156.000000, 0.500000, 0.100000, 
280814192, 156.000000, 0.500000, 0.100000, 
280821036, 155.000000, 0.500000, -0.020000, 
280827884, 155.000000, 0.500000, -0.020000, 
280834736, 156.000000, 0.500000, 0.100000, 
280841584, 156.000000, 0.500000, 0.100000, 
280848428, 156.000000, 0.500000, 0.100000, 
280855272, 156.000000, 0.500000, 0.100000, 
280862120, 156.000000, 0.500000, 0.100000, 
280868968, 156.000000, 0.500000, 0.100000, 
280875808, 156.000000, 0.500000, 0.100000, 
280882656, 156.000000, 0.500000, 0.100000, 
280889512, 156.000000, 0.500000, 0.100000, 
280896352, 156.000000, 0.500000, 0.100000, 
280903200, 156.000000, 0.500000, 0.100000, 
280910048, 156.000000, 0.500000, 0.100000, 
280916888, 156.000000, 0.500000, 0.100000, 
280923736, 156.000000, 0.500000, 0.100000, 
280930584, 156.000000, 0.500000, 0.100000, 
280937424, 156.000000, 0.500000, 0.100000, 
280944272, 156.000000, 0.500000, 0.100000, 
280951120, 156.000000, 0.500000, 0.100000, 
280957964, 156.000000, 0.500000, 0.100000, 
280964808, 156.000000, 0.500000, 0.100000, 
280971656, 156.000000, 0.500000, 0.100000, 
280978504, 156.000000, 0.500000, 0.100000, 
280985344, 156.000000, 0.500000, 0.100000, 
280992192, 156.000000, 0.500000, 0.100000, 
280999040, 156.000000, 0.500000, 0.100000, 
281005880, 156.000000, 0.500000, 0.100000, 
281012728, 156.000000, 0.500000, 0.100000, 
281019576, 156.000000, 0.500000, 0.100000, 
281026416, 156.000000, 0.500000, 0.100000, 
281033264, 156.000000, 0.500000, 0.100000, 
281040112, 156.000000, 0.500000, 0.100000, 
281046952, 156.000000, 0.500000, 0.100000, 
281053800, 156.000000, 0.500000, 0.100000, 
281060648, 156.000000, 0.500000, 0.100000, 
281067488, 156.000000, 0.500000, 0.100000, 
281074336, 156.000000, 0.500000, 0.100000, 
281081184, 156.000000, 0.500000, 0.100000, 
281088028, 156.000000, 0.500000, 0.100000, 
281094872, 156.000000, 0.500000, 0.100000, 
281101720, 156.000000, 0.500000, 0.100000, 
281108568, 156.000000, 0.500000, 0.100000, 
281115408, 156.000000, 0.500000, 0.100000, 
281122256, 156.000000, 0.500000, 0.100000, 
281129104, 156.000000, 0.500000, 0.100000, 
281135944, 156.000000, 0.500000, 0.100000, 
281142792, 156.000000, 0.500000, 0.100000, 
281149640, 156.000000, 0.500000, 0.100000, 
281156480, 156.000000, 0.500000, 0.100000, 
